Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	std_MCF102A	mean_MDAMB361	std_MDAMB361	result	meanRatio	meanRatio_log
r0761	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0762	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0763	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0764	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0694	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0695	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0765	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0766	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0692	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0693	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0767	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0768	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0769	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0770	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0712	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0713	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0701	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0702	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0771	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0772	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0696	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0697	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0773	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
FA160ACPH	-2.557772001130575	0.031393030556031	-2.557772001130575	0.968606969443969	492.5826633333333	55.17015652373984	666.2589966666666	78.59680425069263	-1.0	0.7393260966047043	-0.43571725665111216
TMLYStd_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMLYSOX	4.165544704637755	0.9929590814095302	4.165544704637755	0.0070409185904697	0.44087	0.0884937568419377	0.1779233333333333	0.0117551530071803	1.0	2.477864998032861	1.3090975870046813
GHMT3	0.923700078786893	0.796040112516105	0.923700078786893	0.203959887483895	18.126396666666665	3.567583481203425	15.76138	0.6191664312606112	0.0	1.1500513702903339	0.2016983046547686
TMABADH	-0.5045954256740206	0.3201860563386056	-0.5045954256740206	0.6798139436613944	12.912586666666668	4.865914270421222	14.685703333333333	1.0091523294770164	0.0	0.8792623937430305	-0.18563432922149437
BBHOX	3.226269488761823	0.9839555441100571	3.226269488761823	0.0160444558899428	0.2233733333333333	0.0972647885356714	0.0014333333333333	0.0020270394394014	1.0	155.8418604651199	7.283938995535163
SUCFUMtm_r	-2.267428553071281	0.0429857638073277	-2.267428553071281	0.9570142361926725	14.531996666666666	4.709455362950394	24.02408	3.5875974545741145	-1.0	0.6048929518494222	-0.7252482442367122
palmitateActivation	3.7682348445598137	0.9901827890254512	3.7682348445598137	0.0098172109745486	50.66996333333333	8.189506567978045	27.49047	2.93404861112877	1.0	1.843182867856873	0.8821992122939063
carnitineAcylTransferaseI	-19.357691953884085	2.0990348476930784e-05	-19.357691953884085	0.9999790096515232	15.54304	0.9287127297860556	32.91405666666666	0.8648926866123664	-1.0	0.4722310639922133	-1.0824351477861602
CARN160t_m	2.863594933656917	0.9771184098572128	2.863594933656917	0.0228815901427873	1.66111	0.6282089074503798	0.3866799999999999	0.0385297088837518	1.0	4.295826005999794	2.1029355609758595
carnitineAcylTransferaseII	0.3860742417251653	0.6404512362937232	0.3860742417251653	0.3595487637062767	4.918843333333333	1.819804359381036	4.381959999999999	0.7456347465079668	0.0	1.1225212766281147	0.1667427905298594
betaOxidation	1.8260748536270703	0.929063709267168	1.8260748536270703	0.070936290732832	0.0340266666666666	0.0263521363249526	0.0	0.0	0.0	inf	inf
Biomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLCt1_r	-12.203255591627922	0.0001294262331438	-12.203255591627922	0.9998705737668562	135.28830666666667	21.85281031747684	389.4987266666667	19.757172512010808	-1.0	0.3473395351621945	-1.5255814632164524
O2t_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLNt_r	4.4683366594295135	0.9944555678357212	4.4683366594295135	0.0055444321642787	598.2577733333333	139.87090196389462	151.02412333333334	21.724476757883547	1.0	3.9613391564795704	1.9859882252073102
r0963_r	-21.0769632390904	1.497613059087463e-05	-21.0769632390904	0.9999850238694092	0.8226966666666667	0.3969512124794291	20.25159333333333	1.241727344316062	-1.0	0.04062379947717695	-4.621531010934949
THBPTt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ARGt5r_r	-5.012084988665642	0.0037133622407358	-5.012084988665642	0.9962866377592642	7.947776666666666	1.3419519596551217	16.64186666666667	2.053537336862637	-1.0	0.47757723492556914	-1.066194026799622
PHEtec_r	-7.111925904961738	0.0010327447681184	-7.111925904961738	0.9989672552318816	4.4953233333333324	0.6619719511849089	9.212956666666663	0.6647075915685695	-1.0	0.4879349264278895	-1.03523933968066
ILEtec_r	-6.855261785591504	0.0011852147902047	-6.855261785591504	0.9988147852097952	4.4953233333333324	0.6619719511849089	8.98133	0.6467167771134442	-1.0	0.5005186685416673	-0.9985042146169053
LEUtec_r	-6.855261785591504	0.0011852147902047	-6.855261785591504	0.9988147852097952	4.4953233333333324	0.6619719511849089	8.98133	0.6467167771134442	-1.0	0.5005186685416673	-0.9985042146169053
VALtec_r	-6.855261785591504	0.0011852147902047	-6.855261785591504	0.9988147852097952	4.4953233333333324	0.6619719511849089	8.98133	0.6467167771134442	-1.0	0.5005186685416673	-0.9985042146169053
METtec_r	-6.855261785591504	0.0011852147902047	-6.855261785591504	0.9988147852097952	4.4953233333333324	0.6619719511849089	8.98133	0.6467167771134442	-1.0	0.5005186685416673	-0.9985042146169053
r2526_r	4.533567668119725	0.9947256831678052	4.533567668119725	0.0052743168321947	599.21179	139.92004554132572	145.06929333333332	22.17580781726088	1.0	4.13052118909244	2.046323832365932
GLYt4_r	4.585409094764461	0.9949290411974764	4.585409094764461	0.0050709588025237	608.0701333333333	139.10324429064102	151.15945	22.54618255406592	1.0	4.022706706946429	2.008166555796329
r2532_r	4.4682909322347415	0.9944553726829592	4.4682909322347415	0.0055446273170407	598.2577733333333	139.87090196389462	151.0302366666667	21.72130794114439	1.0	3.961178811192133	1.9859298272706967
PROPAT4te_r	-1.2933566943679384	0.1327619721219293	-1.2933566943679384	0.8672380278780707	1.390186666666667	0.506833976849312	1.8807233333333333	0.1755476319660532	0.0	0.739176593402893	-0.43600902146160997
HDCAt	2.731738872427348	0.9738254729371086	2.731738872427348	0.0261745270628914	143.52920666666668	25.255269533785533	94.47728666666666	2.651171207527385	1.0	1.5191927258989166	0.6033049027968069
CRNt	2.746070750394112	0.9742088220834828	2.746070750394112	0.0257911779165171	20.49512	1.4187782988425863	15.959546666666668	1.8555390379856973	1.0	1.284191865098925	0.360860764880622
GTHRDt2_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmLact	4.8124024628668405	0.995714851829563	4.8124024628668405	0.004285148170437	95.28143	26.40107529242828	5.379556666666666	0.981946415385732	1.0	17.71176249343967	4.146635876374539
UREAt	-13.58838537844752	8.490434651435833e-05	-13.58838537844752	0.9999150956534856	0.0	0.0	0.33464	0.0348277159744936	-1.0	0.0	
DmBiomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NH4t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GUDACtr2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CE2705t	-16.812591178581954	3.6678244681253046e-05	-16.812591178581954	0.9999633217553188	19.48818333333333	5.4945480032564	116.04908	5.9818468844998005	-1.0	0.1679305284741019	-2.5740635699454386
Dm2oxobutyrate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
H2Ot_f	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
H2Ot_b	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
PHLACHt_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHLACHt_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CO2t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmGSSG					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLUt4	-30.01537395851163	3.6689292423523608e-06	-30.01537395851163	0.9999963310707576	0.3858933333333333	0.1421456286895786	7.837146666666666	0.321011919854838	-1.0	0.04923900875488699	-4.344054470982478
ALAPAT4te	4.401586964487263	0.9941616215230468	4.401586964487263	0.0058383784769534	611.1154233333333	141.82033847731813	164.17460666666668	22.540497520070165	1.0	3.722350464186686	1.8962138934253645
DmAla	4.401586964487263	0.9941616215230468	4.401586964487263	0.0058383784769534	611.1154233333333	141.82033847731813	164.17460666666668	22.540497520070165	1.0	3.722350464186686	1.8962138934253645
ASPte_r	11.254928021802735	0.9998224859087336	11.254928021802735	0.0001775140912662	8.314973333333333	0.9474489529726068	0.7671866666666666	0.0424791684894555	1.0	10.838266219433775	3.4380620843577376
DmAsp	11.254928021802735	0.9998224859087336	11.254928021802735	0.0001775140912662	8.314973333333333	0.9474489529726068	0.7671866666666666	0.0424791684894555	1.0	10.838266219433775	3.4380620843577376
DmPalm	2.731738872427348	0.9738254729371086	2.731738872427348	0.0261745270628914	143.52920666666668	25.255269533785533	94.47728666666666	2.651171207527385	1.0	1.5191927258989166	0.6033049027968069
ATPM					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GACMTRc	-10.98368044985564	0.0001952107282544	-10.98368044985564	0.9998047892717454	25.02328	7.323407138251976	135.60473	12.21018941115439	-1.0	0.18453102631449508	-2.438064689187941
CKc_cho	-20.308870969105666	1.7353648691233577e-05	-20.308870969105666	0.9999826463513088	9.947526666666668	1.1878761148743116	236.6283533333333	15.740219461588064	-1.0	0.042038608334707045	-4.572141279319759
CRTNsyn_cho					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CRTNtr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK1	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
NDPK5	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
NDPK8	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
NDPK7	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
DTMPK					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK4	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
HIStiDF_r	4.288292883261533	0.9936182937578806	4.288292883261533	0.0063817062421194	0.0463066666666666	0.0144277726008633	0.0018466666666666	0.0026115810451823	1.0	25.0758122743691	4.648224529332953
PTRCOX1	5.280152262663982	0.996915247518898	5.280152262663982	0.003084752481102	14.063493333333334	2.3534362672531044	4.830513333333333	0.7593956439754505	1.0	2.9113869195406425	1.541706584499627
ABUTD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0465_1	-3.8559630472716138	0.0091048868386088	-3.8559630472716138	0.9908951131613912	0.21817	0.0688029597231592	0.8291666666666666	0.2132654066858685	-1.0	0.26311959798994977	-1.9262093858365452
ABUTH	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
GLUDC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HISDr	-3.3235467690412634	0.0146407019609939	-3.3235467690412634	0.985359298039006	0.4227433333333333	0.1943189030662968	0.9163333333333332	0.0797019691656917	-1.0	0.46134230629319756	-1.1160904975178907
URCN	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
IZPN	-4.674979177374425	0.0047415411763489	-4.674979177374425	0.995258458823651	0.1773	0.1017782927085469	0.7107366666666667	0.1252234095083219	-1.0	0.24945948100796828	-2.003122593136747
GluForTx					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FTCD	-6.535197152794863	0.0014163249730693	-6.535197152794863	0.9985836750269308	0.0324466666666666	0.0309218556292399	0.4022633333333333	0.0738128973975566	-1.0	0.08066026400616497	-3.6319980619907466
CARPEPT1tc_r	-13.90712519907692	7.750831421915554e-05	-13.90712519907692	0.9999224916857808	0.0065033333333333	0.0053277283047175	0.5416366666666667	0.054156199604067	-1.0	0.012006818839197186	-6.3800022246461445
NBAHH_ir	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
r0283	-3.8559630472716138	0.0091048868386088	-3.8559630472716138	0.9908951131613912	0.21817	0.0688029597231592	0.8291666666666666	0.2132654066858685	-1.0	0.26311959798994977	-1.9262093858365452
ASP1DC	-26.92874433365823	5.652944363403775e-06	-26.92874433365823	0.9999943470556366	0.0460233333333333	0.0266008299786971	1.26297	0.0581112249627098	-1.0	0.0364405594221029	-4.778311082739629
CSNt_r	-26.19220031485304	6.312838964072606e-06	-26.19220031485304	0.999993687161036	15.135176666666666	3.289008016503186	79.29572	1.0879131450626005	-1.0	0.19087003266590763	-2.3893374830728935
bAlaSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LYSt5r_r	-1.7254058290740852	0.0797688237839642	-1.7254058290740852	0.9202311762160356	7.592363333333334	1.1826215221372482	9.155596666666668	0.4930630903061213	0.0	0.8292592618212757	-0.2701048746283546
LYStm	-3.183939581290644	0.0167045554824191	-3.183939581290644	0.9832954445175808	1.1230566666666666	0.7378121808126752	3.02807	0.4142532807353491	-1.0	0.37088200294797236	-1.4309678321358401
SACCD3m	-3.0105065052111386	0.0197653227570535	-3.0105065052111386	0.9802346772429466	0.2241933333333333	0.0884582497879963	0.5048066666666666	0.0977335375168399	-1.0	0.4441172197937164	-1.1709875847636575
r0525	-3.0105065052111386	0.0197653227570535	-3.0105065052111386	0.9802346772429466	0.2241933333333333	0.0884582497879963	0.5048066666666666	0.0977335375168399	-1.0	0.4441172197937164	-1.1709875847636575
AASAD3m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0450	-17.157422460963197	3.384863955634286e-05	-17.157422460963197	0.9999661513604436	3.08591	0.4036617062178015	13.420783333333333	0.7501481872418425	-1.0	0.2299351627513049	-2.120700988344679
2OXOADOXm	0.1990178426054702	0.5740221892801904	0.1990178426054702	0.4259778107198095	2.7978400000000003	0.6780849576564872	2.7002399999999995	0.1456069135263387	0.0	1.0361449352650138	0.05122582036346454
GLUTCOADHm	-9.42595001319138	0.0003531155030991	-9.42595001319138	0.9996468844969008	4.65555	0.6675154130555087	9.24728	0.170376909233617	-1.0	0.5034507444351204	-0.9900774571423369
3HBCDm	1.2948180055433374	0.867466626694649	1.2948180055433374	0.1325333733053509	12.7618	3.4075457653957733	9.600873333333332	0.5546842130037193	0.0	1.329233243364666	0.4105942795732281
HACD1m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMGCOASm	-28.00583410287794	4.835537506917218e-06	-28.00583410287794	0.9999951644624931	0.0184866666666666	0.0140960806215376	53.25988666666666	2.6884996452461905	-1.0	0.0003471030042246917	-11.492348527602976
CYStec_r	-6.039473373435509	0.0018951437877945	-6.039473373435509	0.9981048562122052	4.357076666666667	0.7116509932231919	8.422826666666667	0.6324072083361764	-1.0	0.5172938775897877	-0.9509439782019118
CYSTA	4.661834704011952	0.9952117789477364	4.661834704011952	0.0047882210522635	33.93216	5.807392268072362	14.606333333333334	0.8032524992941026	1.0	2.3231128049476255	1.2160592097589673
CYANt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MCPST	-1.2535622059867175	0.1391352254440045	-1.2535622059867175	0.8608647745559954	67.83467	3.086305250306041	71.10431666666666	2.020152039250731	0.0	0.954016200141623	-0.06791433005537907
TCYNTt					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CYSO	-2.779596020332659	0.024919547368844	-2.779596020332659	0.975080452631156	0.02188	0.0157436907998093	0.1786799999999999	0.0782084074764343	-1.0	0.12245354824266853	-3.0296935165106986
3SALATAi	4.661834704011952	0.9952117789477364	4.661834704011952	0.0047882210522635	33.93216	5.807392268072362	14.606333333333334	0.8032524992941026	1.0	2.3231128049476255	1.2160592097589673
3SALAASPm	1.9595752767194723	0.939193073316102	1.9595752767194723	0.060806926683898	3.46383	0.7085968800853321	2.4613066666666668	0.1461656871118829	0.0	1.407313459517438	0.4929437046398359
3SALATAim	4.578599095859385	0.9949028770484956	4.578599095859385	0.0050971229515044	110.61321666666667	16.744464542935443	56.17623	1.529886073405466	1.0	1.9690395148742925	0.9774920636727623
3SPYRSP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
3SPYRSPm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_3951					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExSulfitem					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHETHPTOX2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TYRt_r	-18.02962338480288	2.7817620133469988e-05	-18.02962338480288	0.9999721823798664	0.0	0.0	0.2316266666666666	0.0181684090907511	-1.0	0.0	
TYRTA	-18.34938860681337	2.5946835390445173e-05	-18.34938860681337	0.9999740531646096	34.010376666666666	5.741651445431201	144.06376	6.243178324448751	-1.0	0.2360786409202888	-2.082660574423321
34HPPOR	-1.1801311020846692	0.1516680046597353	-1.1801311020846692	0.8483319953402646	0.1225899999999999	0.029919700310442	0.1776	0.0587404613533125	0.0	0.6902590090090084	-0.5347902824212809
HGNTOR	-16.286694910143808	4.158650520955233e-05	-16.286694910143808	0.9999584134947904	0.0801299999999999	0.051044686958259	7.665023333333333	0.6566338036954503	-1.0	0.010453979918304214	-6.579803896723641
MACACI	-5.475117589951257	0.0027079953865051	-5.475117589951257	0.9972920046134948	16.11492666666667	1.646827321636634	23.01225	0.679661935425742	-1.0	0.7002760124136783	-0.5140044253227459
FUMAC	0.7957441429981056	0.7646331942016165	0.7957441429981056	0.2353668057983834	10.564756666666668	2.072238635957634	9.34102	0.6601546464781318	0.0	1.131006749441353	0.17760753883835587
AACOAT	6.621027941116581	0.99865072531588	6.621027941116581	0.0013492746841199	10.986103333333332	0.968084196900708	6.416946666666667	0.1236239160608586	1.0	1.7120452925690512	0.7757208690874329
r2534_r	-6.777503931340804	0.0012368029765228	-6.777503931340804	0.9987631970234772	0.1382533333333333	0.057546781163	0.5585066666666667	0.0661674221619337	-1.0	0.24754106187929711	-2.014260236943434
THRD_L					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OBDHc					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PPCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r1616_r	19.48577895336041	0.9999795514232042	19.48577895336041	2.044857679584498e-05	549.4031699999999	12.264547962777344	209.27247666666668	21.423303275977045	1.0	2.625300654682365	1.39248265256207
TRPO2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FKYNH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN	10.360074443693833	0.9997550007964604	10.360074443693833	0.0002449992035395	11.53196	1.4903574061501716	0.6120166666666668	0.0289776584438579	1.0	18.842558753846568	4.235922986102784
ANTHte					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN3OX	-7.722424069810433	0.0007569238569528	-7.722424069810433	0.9992430761430472	0.2113366666666666	0.0890038764449179	0.8628433333333333	0.0794569503288136	-1.0	0.24493052041119856	-2.029555537798821
HKYNH	10.360074443693833	0.9997550007964604	10.360074443693833	0.0002449992035395	11.53196	1.4903574061501716	0.6120166666666668	0.0289776584438579	1.0	18.842558753846568	4.235922986102784
3HAO	-0.0790016318314024	0.4704128461172007	-0.0790016318314024	0.5295871538827993	0.0105466666666666	0.0076010584058332	0.0115533333333333	0.0163388806906171	0.0	0.91286785920369	-0.13152205468738268
PCLAD	-0.9968693880116712	0.1876235605893929	-0.9968693880116712	0.812376439410607	0.0023366666666666	0.0033045456907451	0.00895	0.0087808086188004	0.0	0.2610800744878883	-1.9374357388621928
AM6SAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AMCOXO					1.0	0.0	1.0	0.0	0.0	1.0	0.0
2OXOADPTm	4.199447723242026	0.9931490517822436	4.199447723242026	0.0068509482177564	0.0382533333333333	0.0095812188971735	0.0092133333333333	0.0019596144745558	1.0	4.151953690303919	2.05379035238041
ExCystineGlu					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExCystineSer					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystinePyruvate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineReductaseNADPH	-3.2876608645627066	0.0151409723483986	-3.2876608645627066	0.9848590276516014	14.51515	2.453946686313024	21.241766666666667	1.5331449172280565	-1.0	0.6833306394791394	-0.5493442784310403
CystineReductaseNADH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineGSH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Ex3HB					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport3HB_forward					1.0	0.0	1.0	0.0	0.0	1.0	0.0
bBDH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OCOAT1m	3.921142872590793	0.991384461327272	3.921142872590793	0.008615538672728	7.486816666666667	1.4550146996126496	3.2495	0.4674054929787054	1.0	2.303990357490896	1.20413467892034
ACACT1m	1.9109419554984093	0.9356968767719848	1.9109419554984093	0.0643031232280154	60.69224666666667	18.40280827508008	35.724	1.6655486625333586	0.0	1.6989208002090102	0.7646185989559443
G3PD1ir	0.0691588575866849	0.5259087615625102	0.0691588575866849	0.4740912384374897	1.031826666666667	0.4860902273126758	1.00212	0.3643209599606735	0.0	1.0296438217645263	0.042145361251856424
GLYC3Ptm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G3PDm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DHAPtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_ala_B_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ala_B					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_octanoyl_ACP_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_octanoyl_ACP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMDK1	-11.381888603121102	0.0001699177463504	-11.381888603121102	0.9998300822536496	63.780826666666655	14.11618488984974	281.84441	23.12691683866371	-1.0	0.22629800132160385	-2.1437042522010015
THYMDt1_r	-16.812591178581954	3.6678244681253046e-05	-16.812591178581954	0.9999633217553188	19.48818333333333	5.4945480032564	116.04908	5.9818468844998005	-1.0	0.1679305284741019	-2.5740635699454386
EX_thymd					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_HC00576_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_HC00576					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_4abut_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_4abut					1.0	0.0	1.0	0.0	0.0	1.0	0.0
