Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
DmBiomass	48934000247.0	0.0	48934000247.0	1.0	0.038334609559993044	0.0389	0.006406276628537286	0.06323310698000006	0.06419	0.012741161549790632
NH4t	978659165209.0	1.0	978659165209.0	0.0	99.47196960835963	95.642575	22.45207258894163	41.662299769409955	37.20308	16.79435286179119
PTRCtex2_f	838689303070.5	1.0	838689303070.5	0.0	0.03630476369999829	0.03305	0.024173259818985063	0.01050560507999548	0.00829	0.00875087802353366
GUDACtr2	832006988991.5	1.0	832006988991.5	0.0	0.047205488669997936	0.0467	0.026007150103422572	0.017659378709996298	0.01535	0.012750484012801332
CE2705t	657749022519.0	1.0	657749022519.0	0.0	0.006541715139999317	0.00663	0.0010607328528192427	0.005235263890001706	0.00486	0.003286687270835626
Dm2oxobutyrate	285532654138.0	0.0	285532654138.0	1.0	0.002497611060002415	0.0021	0.001910784275071528	0.005271315580000613	0.00442	0.004025115056194362
H2Ot_f	169263163609.0	0.0	169263163609.0	1.0	173.54155420526445	176.42165	52.04243512232829	341.8604757224071	356.37291	148.37102183125583
PHLACHt_f	532891451091.5	1.0	532891451091.5	0.0	327.0787944870907	318.20734	197.4882641680138	306.1664781542131	277.167215	199.80510473970963
CO2t	994632387170.0	1.0	994632387170.0	0.0	143.57486231007638	141.581305	20.06695770375084	82.03327922958512	79.713735	13.004051419244783
DmH2O2	548308549891.5	1.0	548308549891.5	0.0	0.5322589724499831	0.43089	0.42567549870418614	0.4473712865199892	0.36861	0.3504505269076851
DmGSSG	489836089733.0	4.0707562772206916e-137	489836089733.0	1.0	0.48008631872999147	0.39318	0.36509494867290065	0.49156653330998146	0.4087	0.366488634998382
GLUt4	124712588582.5	0.0	124712588582.5	1.0	0.0040116485900049854	0.00408	0.0022602293624514967	0.016790433589997877	0.016	0.01030109615330711
ALAPAT4te	1000000000000.0	1.0	1000000000000.0	0.0	0.03300887658999842	0.03386	0.008004623992097972	0.0	0.0	0.0
DmAla	796301327585.5	1.0	796301327585.5	0.0	2.5293182789001065	1.917415	2.2099364674017674	0.7315242472899971	0.53696	0.6775319294754878
ASPte_r	951256209525.5	1.0	951256209525.5	0.0	577.7703450698411	606.420875	290.17198996637046	78.51936350844049	77.05487500000001	44.37461210617236
DmAsp	952376751278.5	1.0	952376751278.5	0.0	580.0549751658381	608.66876	290.1073725877464	79.20010318074957	77.73730499999999	44.39008765640653
DmPalm	938417282527.0	1.0	938417282527.0	0.0	2.1594143762800004	2.07593	1.0342402557796877	0.5149686934700123	0.39651499999999995	0.4428896616714404
ATPM	458366488434.5	0.0	458366488434.5	1.0	12.634082867699698	9.39779	11.460973406492945	14.986513215800185	11.020299999999999	13.995699040496012
GACMTRc	780471086953.0	1.0	780471086953.0	0.0	0.04066689101000008	0.03713	0.02620176162820298	0.016721147529995723	0.01423	0.01207700601520604
CKc_cho	780471086953.0	1.0	780471086953.0	0.0	0.04066689101000008	0.03713	0.02620176162820298	0.016721147529995723	0.01423	0.01207700601520604
CRTNsyn_cho	780471086953.0	1.0	780471086953.0	0.0	0.04066689101000008	0.03713	0.02620176162820298	0.016721147529995723	0.01423	0.01207700601520604
CRTNtr	780471086953.0	1.0	780471086953.0	0.0	0.04066689101000008	0.03713	0.02620176162820298	0.016721147529995723	0.01423	0.01207700601520604
NDPK1	112179316672.5	0.0	112179316672.5	1.0	2.1374124029199892	1.551875	1.982283222939708	14.087532680279564	10.959865	11.867508976947397
NDPK5	49035057784.5	0.0	49035057784.5	1.0	0.0003794310500004933	0.00038	6.347424851761267e-05	0.0006258891500007438	0.00064	0.00012614899970196132
NDPK8	49006172770.5	0.0	49006172770.5	1.0	0.0005053665900005549	0.00051	8.4507828947023e-05	0.0008336006500009493	0.00085	0.00016799673164199315
NDPK7	49050413879.0	0.0	49050413879.0	1.0	0.0003619555400003932	0.00037	6.055291842657302e-05	0.0005970495900007481	0.00061	0.00012033760285939165
DTMPK	48997893396.0	0.0	48997893396.0	1.0	0.0005018376800005653	0.00051	8.391440861885552e-05	0.0008277851100009558	0.00084	0.00016682435791176488
NDPK4	48997893396.0	0.0	48997893396.0	1.0	0.0005018376800005653	0.00051	8.391440861885552e-05	0.0008277851100009558	0.00084	0.00016682435791176488
HIStiDF_r	340237195597.0	0.0	340237195597.0	1.0	0.06722492515999762	0.06412	0.04186454604377733	0.09966386168000263	0.09941	0.05852205556010385
PTRCOX1	902932679320.0	1.0	902932679320.0	0.0	0.04938711590000018	0.04902	0.02609490804477751	0.012347706479994905	0.0101	0.009675096512276379
ABUTD	902932679320.0	1.0	902932679320.0	0.0	0.04938711590000018	0.04902	0.02609490804477751	0.012347706479994905	0.0101	0.009675096512276379
r0465_1	593707886071.0	1.0	593707886071.0	0.0	9.806013543720018	8.438435	6.437683792296693	8.346802653210062	6.298769999999999	7.164487053904087
ABUTH	482256085860.0	0.0	482256085860.0	1.0	6.8845409779400955	5.310385	5.974294444163055	7.645877273999942	5.566185	7.135550911985131
GLUDC	975342788181.5	1.0	975342788181.5	0.0	7.440481676640096	7.225185	3.3055775888513863	1.4008942932900121	1.259285	0.8460590943611174
HISDr	999987000921.0	1.0	999987000921.0	0.0	21.77859321104006	22.24029	1.772309029920447	7.752596170300051	7.93835	0.610589476036699
URCN	999987000921.0	1.0	999987000921.0	0.0	21.77859321104006	22.24029	1.772309029920447	7.752596170300051	7.93835	0.610589476036699
IZPN	999987000921.0	1.0	999987000921.0	0.0	21.77859321104006	22.24029	1.772309029920447	7.752596170300051	7.93835	0.610589476036699
GluForTx	999987000921.0	1.0	999987000921.0	0.0	21.77859321104006	22.24029	1.772309029920447	7.752596170300051	7.93835	0.610589476036699
FTCD	999987000921.0	1.0	999987000921.0	0.0	21.77859321104006	22.24029	1.772309029920447	7.752596170300051	7.93835	0.610589476036699
CARPEPT1tc_r	999986794996.5	1.0	999986794996.5	0.0	24.63768657499003	24.364134999999997	3.002081828589362	8.361850730199675	8.3512	0.9254572766326112
NBAHH_ir	939141399819.0	1.0	939141399819.0	0.0	30.88913091866979	29.786935	6.121154081666787	16.004293622119494	14.11638	6.894912187993837
r0283	451313663113.5	0.0	451313663113.5	1.0	6.251444344940018	4.77019	5.394818414360896	7.642442888860176	5.70169	6.857461635332499
ASP1DC	915802814284.0	1.0	915802814284.0	0.0	1.9764614681600507	1.48426	1.7309332472617562	0.19812780965999788	0.16694	0.1487850978059962
CSNt_r	633673430104.0	1.0	633673430104.0	0.0	13.854191649239814	11.70978	10.454313794990316	9.296511913760247	6.971865	8.291973893182172
bAlaSynthesis	633673430104.0	1.0	633673430104.0	0.0	13.854191649239814	11.70978	10.454313794990316	9.296511913760247	6.971865	8.291973893182172
LYSt5r_r	168956313859.0	0.0	168956313859.0	1.0	0.03274340863999951	0.03262	0.007370343479223222	0.043688115279997705	0.04424	0.008467864825099926
LYStm	683578647777.0	1.0	683578647777.0	0.0	0.01004494269999639	0.00991	0.005943234641452852	0.006246904439998945	0.00601	0.003883383975398965
SACCD3m	683578647777.0	1.0	683578647777.0	0.0	0.01004494269999639	0.00991	0.005943234641452852	0.006246904439998945	0.00601	0.003883383975398965
r0525	683578647777.0	1.0	683578647777.0	0.0	0.01004494269999639	0.00991	0.005943234641452852	0.006246904439998945	0.00601	0.003883383975398965
AASAD3m	683578647777.0	1.0	683578647777.0	0.0	0.01004494269999639	0.00991	0.005943234641452852	0.006246904439998945	0.00601	0.003883383975398965
r0450	683578647777.0	1.0	683578647777.0	0.0	0.01004494269999639	0.00991	0.005943234641452852	0.006246904439998945	0.00601	0.003883383975398965
2OXOADOXm	613465597880.0	1.0	613465597880.0	0.0	0.010359506189996941	0.01022	0.005937124631984154	0.007980867669996661	0.0077	0.003967975191034782
GLUTCOADHm	613465597880.0	1.0	613465597880.0	0.0	0.010359506189996941	0.01022	0.005937124631984154	0.007980867669996661	0.0077	0.003967975191034782
3HBCDm	613465597880.0	1.0	613465597880.0	0.0	0.010359506189996941	0.01022	0.005937124631984154	0.007980867669996661	0.0077	0.003967975191034782
HACD1m	613465597880.0	1.0	613465597880.0	0.0	0.010359506189996941	0.01022	0.005937124631984154	0.007980867669996661	0.0077	0.003967975191034782
HMGCOASm	250044477455.5	0.0	250044477455.5	1.0	1.2389859999843016e-05	1e-05	8.233434093396204e-06	2.5764009999812843e-05	3e-05	1.5324272366214568e-05
CYStec_r	999922500000.0	1.0	999922500000.0	0.0	0.025537802089996144	0.02548	0.016583093418940723	0.0	0.0	0.0
CYSTA	304034528477.0	0.0	304034528477.0	1.0	0.08926773256999639	0.08692	0.040827535190419	0.13407810086999372	0.12793	0.06830651997986968
CYANt_r	304034528477.0	0.0	304034528477.0	1.0	0.08926773256999639	0.08692	0.040827535190419	0.13407810086999372	0.12793	0.06830651997986968
MCPST	304034528477.0	0.0	304034528477.0	1.0	0.08926773256999639	0.08692	0.040827535190419	0.13407810086999372	0.12793	0.06830651997986968
TCYNTt	433573787481.5	0.0	433573787481.5	1.0	0.048794389469997	0.04099	0.036882729568712976	0.06486105294000054	0.04979	0.05454206679341242
CYSO	55618982839.5	0.0	55618982839.5	1.0	0.032026379069999604	0.03325	0.011971651065388994	0.13169354689000098	0.12602	0.06756156288111531
3SALATAi	160182940321.0	0.0	160182940321.0	1.0	0.014751831429997642	0.01322	0.010365081333664945	0.06798065463999979	0.05302	0.05651441400082455
3SALAASPm	199589421595.5	0.0	199589421595.5	1.0	0.0172745544399972	0.01565	0.011927241182588219	0.06371289302000036	0.04908	0.05406524389108648
3SALATAim	199589421595.5	0.0	199589421595.5	1.0	0.0172745544399972	0.01565	0.011927241182588219	0.06371289302000036	0.04908	0.05406524389108648
3SPYRSP	160182940321.0	0.0	160182940321.0	1.0	0.014751831429997642	0.01322	0.010365081333664945	0.06798065463999979	0.05302	0.05651441400082455
3SPYRSPm	199589421595.5	0.0	199589421595.5	1.0	0.0172745544399972	0.01565	0.011927241182588219	0.06371289302000036	0.04908	0.05406524389108648
HMR_3951	160182940321.0	0.0	160182940321.0	1.0	0.014751831429997642	0.01322	0.010365081333664945	0.06798065463999979	0.05302	0.05651441400082455
ExSulfitem	199589421595.5	0.0	199589421595.5	1.0	0.0172745544399972	0.01565	0.011927241182588219	0.06371289302000036	0.04908	0.05406524389108648
PHETHPTOX2	657749022519.0	1.0	657749022519.0	0.0	0.006541715139999317	0.00663	0.0010607328528192427	0.005235263890001706	0.00486	0.003286687270835626
TYRt_r	213500000.0	0.0	213500000.0	1.0	0.0	0.0	0.0	0.005702969749998967	0.00561	0.0033452937143811424
TYRTA	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
34HPPOR	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
HGNTOR	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
MACACI	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
FUMAC	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
AACOAT	265112776175.5	0.0	265112776175.5	1.0	0.0004207987700005506	0.00043	0.00023444240535708196	0.0008417401300009052	0.00082	0.0005146545250137063
r2534_r	6438389994.5	0.0	6438389994.5	1.0	0.01428501800999962	0.01472	0.0016072202701035289	0.027674163740006235	0.02854	0.004080242993382486
THRD_L	66824568345.5	0.0	66824568345.5	1.0	0.002298166250002455	0.00201	0.0016337725080539341	0.007901806639996645	0.00737	0.0037309518080857608
OBDHc	205684899397.0	0.0	205684899397.0	1.0	0.0023917122700027756	0.00236	0.001007971592375974	0.004095004850004671	0.00411	0.001711402343598399
PPCOAtm	205684899397.0	0.0	205684899397.0	1.0	0.0023917122700027756	0.00236	0.001007971592375974	0.004095004850004671	0.00411	0.001711402343598399
r1616_r	927348187119.0	1.0	927348187119.0	0.0	0.028203847209998	0.03018	0.011390306784324303	0.008142495259998167	0.00845	0.0031816778082261045
TRPO2	931270181623.0	1.0	931270181623.0	0.0	0.027693770049997235	0.02967	0.011384909206393094	0.007301117559999213	0.0076	0.003168071898195218
FKYNH	931270181623.0	1.0	931270181623.0	0.0	0.027693770049997235	0.02967	0.011384909206393094	0.007301117559999213	0.0076	0.003168071898195218
KYN	947142606251.5	1.0	947142606251.5	0.0	0.027379214369996366	0.02936	0.011390614925065864	0.0055671479300014775	0.00589	0.002740154429122765
ANTHte	947142606251.5	1.0	947142606251.5	0.0	0.027379214369996366	0.02936	0.011390614925065864	0.0055671479300014775	0.00589	0.002740154429122765
KYN3OX	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
HKYNH	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
3HAO	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
PCLAD	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
AM6SAD	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
AMCOXO	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
2OXOADPTm	104513161191.0	0.0	104513161191.0	1.0	0.00031456743000037626	0.00032	0.00016424710852966623	0.0017339663800016285	0.00162	0.0011209468542046264
ExCystineGlu	6583505288.5	0.0	6583505288.5	1.0	0.01600497094999801	0.01421	0.011289195558928454	0.11599573154999704	0.11906	0.0369599198095296
ExCystineSer	576081466531.0	1.0	576081466531.0	0.0	0.0685044774600033	0.07097	0.017763557280103606	0.06232120356999881	0.06004	0.0339457796359985
CystinePyruvate	394096973132.0	0.0	394096973132.0	1.0	0.014362914439995164	0.01101	0.012373327871735935	0.02210582340999547	0.01633	0.020605042313560754
CystineReductaseNADPH	223064475942.0	0.0	223064475942.0	1.0	0.015705681589997078	0.01353	0.011166637135989666	0.044122824979997644	0.03683	0.03350876319648395
CystineReductaseNADH	296263254845.5	0.0	296263254845.5	1.0	0.020412742619995858	0.01673	0.015933182624928755	0.04234080107999683	0.03474	0.03330771546243602
CystineGSH	213934021854.5	0.0	213934021854.5	1.0	0.034028109709999525	0.03244	0.02017531183164869	0.06974747652999898	0.06655	0.03758743820162877
Ex3HB	496728885308.0	5.617255295939002e-16	496728885308.0	0.9999999999999994	10.218996973060156	9.14921	6.163011059703053	9.448390741520203	9.15897	2.8518574492514555
Transport3HB_forward	496728885308.0	5.617255295939002e-16	496728885308.0	0.9999999999999994	10.218996973060156	9.14921	6.163011059703053	9.448390741520203	9.15897	2.8518574492514555
bBDH	496728885308.0	5.617255295939002e-16	496728885308.0	0.9999999999999994	10.218996973060156	9.14921	6.163011059703053	9.448390741520203	9.15897	2.8518574492514555
OCOAT1m	496728885308.0	5.617255295939002e-16	496728885308.0	0.9999999999999994	10.218996973060156	9.14921	6.163011059703053	9.448390741520203	9.15897	2.8518574492514555
ACACT1m	496865963253.0	8.15629292790837e-15	496865963253.0	0.9999999999999919	10.229343905010088	9.159655	6.163163920841065	9.4563458126799	9.166935	2.851646469274003
G3PD1ir	390299293319.5	0.0	390299293319.5	1.0	10.190579680049572	7.6358999999999995	9.167543388329467	14.25276084646898	11.64366	11.412924136406673
GLYC3Ptm	390299293319.5	0.0	390299293319.5	1.0	10.190579680049572	7.6358999999999995	9.167543388329467	14.25276084646898	11.64366	11.412924136406673
G3PDm	390299293319.5	0.0	390299293319.5	1.0	10.190579680049572	7.6358999999999995	9.167543388329467	14.25276084646898	11.64366	11.412924136406673
DHAPtm	390299293319.5	0.0	390299293319.5	1.0	10.190579680049572	7.6358999999999995	9.167543388329467	14.25276084646898	11.64366	11.412924136406673
CMPuptake_r	339682501256.5	0.0	339682501256.5	1.0	0.0009148386500008294	0.00088	0.0005827651010325909	0.0014489782800013416	0.00134	0.0009414951855965035
UMPuptake_r	245092877313.0	0.0	245092877313.0	1.0	0.001370616340000861	0.00116	0.0010349669683051366	0.002958820970003302	0.00278	0.0018892256681938982
Transport_ala_B_c_e	951426337062.5	1.0	951426337062.5	0.0	40.46833969431873	38.72619	11.166718595584511	17.856490447520176	15.60662	8.331162260649252
EX_ala_B	951426337062.5	1.0	951426337062.5	0.0	40.46833969431873	38.72619	11.166718595584511	17.856490447520176	15.60662	8.331162260649252
Transport_octanoyl_ACP_c_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_octanoyl_ACP	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMDK1	984790000000.0	1.0	984790000000.0	0.0	9.663103000028271e-05	9e-05	6.27858700920792e-05	0.0	0.0	0.0
THYMDt1_r	984790000000.0	1.0	984790000000.0	0.0	9.663103000028271e-05	9e-05	6.27858700920792e-05	0.0	0.0	0.0
EX_thymd	984790000000.0	1.0	984790000000.0	0.0	9.663103000028271e-05	9e-05	6.27858700920792e-05	0.0	0.0	0.0
Transport_HC00576_c_e	834896432991.0	1.0	834896432991.0	0.0	2.921472564680029	2.35293	2.351172061666111	0.7009253794100038	0.512515	0.6397587432704379
EX_HC00576	834896432991.0	1.0	834896432991.0	0.0	2.921472564680029	2.35293	2.351172061666111	0.7009253794100038	0.512515	0.6397587432704379
Transport_4abut_c_e	908900162411.5	1.0	908900162411.5	0.0	4.568396221129965	4.00577	3.2492236791573865	0.7123166264900069	0.53708	0.6381128976210542
EX_4abut	908900162411.5	1.0	908900162411.5	0.0	4.568396221129965	4.00577	3.2492236791573865	0.7123166264900069	0.53708	0.6381128976210542
EX_h_e_b	511612494352.5	1.0	511612494352.5	2.8352831842673565e-178	296.4851077080312	301.23748	133.82812202176305	291.24716015276135	306.63205500000004	125.60988191057096
EX_h2o_e_b	665771653581.5	1.0	665771653581.5	0.0	375.085919490059	369.30033000000003	154.35226725747077	277.4941173865143	269.12348499999996	159.11167748651968
EX_ala__L_e_b	999979500000.0	1.0	999979500000.0	0.0	0.030062646739998138	0.03228	0.013402499151965506	0.0	0.0	0.0
EX_hdca_e_b	979461500000.0	1.0	979461500000.0	0.0	6.515102000010006e-05	6e-05	4.065835026239612e-05	0.0	0.0	0.0
PGM_b	866817228979.5	1.0	866817228979.5	0.0	3.004875446210005	2.97586	1.714047721128198	0.9145425503699789	0.70427	0.7908323064755135
ENO_b	241237968913.5	0.0	241237968913.5	1.0	3.132676933810047	2.83847	2.200307443430844	5.7385853204198565	5.65567	2.8625920432018126
TKT2_b	788642395798.0	1.0	788642395798.0	0.0	0.27810944509999097	0.31322	0.1393365106034807	0.13462541154001034	0.14029	0.06093911747613507
RPE_b	885342588751.5	1.0	885342588751.5	0.0	0.26874566767000485	0.25593	0.14711788506572612	0.07995689585999809	0.07421	0.04978457209271839
TKT1_b	837981759345.0	1.0	837981759345.0	0.0	0.26465529680000294	0.28233	0.13341586348305826	0.09986306077000315	0.09357	0.05353691071663305
TALA_b	262944391433.5	0.0	262944391433.5	1.0	1.851912652080034	1.773615	0.944678587765828	2.907224435280061	2.98915	1.284090172105092
ACONTm_b	985070859929.5	1.0	985070859929.5	0.0	50.91515864760965	52.245155	21.637149082419974	4.10344667542996	3.46304	3.0949189571330056
ICDHym_b	514383768417.5	1.0	514383768417.5	3.137265816759528e-272	61.122910856862326	64.28457499999999	17.555913775798494	60.24048839424974	61.568835	23.712257883583334
SUCOAS1m_b	746328296216.5	1.0	746328296216.5	0.0	83.34604841384034	88.67492	45.51206281014257	43.89657315732092	43.26541	26.332783212437743
FUMm_b	421080081878.5	0.0	421080081878.5	1.0	240.14607732161764	262.072065	111.12503051953813	270.0887838234376	287.564255	130.86252576007294
MDHm_b	367865036042.5	0.0	367865036042.5	1.0	158.6260840134256	142.08016	101.43092516952778	258.98028770650444	194.1228	192.75953770646382
FUM_b	389301124841.0	0.0	389301124841.0	1.0	69.24103414097716	59.758585	47.11180817726901	90.13350846687074	85.39396500000001	54.16598218206518
MDH_b	580526471557.5	1.0	580526471557.5	0.0	290.1981473311925	303.31348	133.30289318479612	257.0301469819277	272.524	109.17881975048721
AKGMALtm_b	74272602094.5	0.0	74272602094.5	1.0	63.347543365181956	64.8089	33.048975765867525	287.000410017367	268.11314	160.53200650501768
PYRt2m_b	594552142215.0	1.0	594552142215.0	0.0	124.03704418504246	123.90188	58.81086574042766	104.30657164357885	106.835955	54.74589287643854
FUMtm_b	26334841025.5	0.0	26334841025.5	1.0	35.67274165466912	33.95236	20.581832272075474	180.62936641791399	179.97751	81.32973044342194
CO2tm_b	448895462805.0	0.0	448895462805.0	1.0	154.71293247881368	156.562215	85.24702656851866	169.85987015971546	179.094345	81.51348311839278
r0801_b	453871479016.5	0.0	453871479016.5	1.0	95.1639233282741	96.034975	51.936880593967416	107.19249046120048	104.79084499999999	66.07587924412788
H2Otm_b	347576889830.0	0.0	347576889830.0	1.0	228.03683967217535	232.10153	14.349458142738769	234.1031614080711	238.98226	17.56059344908179
NH4tm_b	382169682325.0	0.0	382169682325.0	1.0	102.52862868442071	100.808335	57.718083122431196	126.24883841554643	143.03548	57.03545075146874
NDPK3_b	212506313902.5	0.0	212506313902.5	1.0	0.0015857484600019858	0.00155	0.0005960873473977304	0.0028083762600035647	0.00278	0.0013050369222331987
GLUDym_b	841025532544.5	1.0	841025532544.5	0.0	81.55267720946016	85.40007499999999	38.604212501670055	34.188965800750765	32.484345000000005	20.491503259014117
ASPTA_b	708665069491.5	1.0	708665069491.5	0.0	145.56743056136494	136.12885999999997	73.6009777375837	91.81471363877962	88.376745	51.21792113576127
r0074_b	999825500000.0	1.0	999825500000.0	0.0	0.006362047639997097	0.0063	0.0036723543908723385	0.0	0.0	0.0
GLU5SAtmc_b	999988000000.0	1.0	999988000000.0	0.0	0.07102597441999807	0.06682	0.04374611173828125	0.0	0.0	0.0
G5SADs_b	999843000000.0	1.0	999843000000.0	0.0	0.00556842079000065	0.00516	0.003349449881130529	0.0	0.0	0.0
GHMT2r_b	811610887076.5	1.0	811610887076.5	0.0	70.55268290264787	69.670035	30.86867450211239	35.78125876952009	36.243955	17.747602595431015
ALATA_L_b	529208390349.5	1.0	529208390349.5	0.0	0.03864983586999842	0.03952	0.022331984596908303	0.0364587327100047	0.04007	0.01839065155082654
MTHFC_b	149197894438.0	0.0	149197894438.0	1.0	2.8911504578199363	2.412455	2.1024942144930865	5.695691546070018	5.93443	1.658299112020477
MTHFD2i_b	769056571090.5	1.0	769056571090.5	0.0	105.1899457415787	103.90988999999999	52.26193655701628	57.797951363942055	56.74239	28.92027540568574
PTRCtex2_b	997788500000.0	1.0	997788500000.0	0.0	0.0002869787200004129	0.0003	0.0001370135783048564	0.0	0.0	0.0
H2Ot_b	63956546545.5	0.0	63956546545.5	1.0	66.77634556076033	65.12071499999999	39.21498565245478	314.4875032457554	330.993125	143.37005569632043
PHLACHt_b	548465008732.0	1.0	548465008732.0	0.0	343.9704807667265	334.279275	197.56997094949116	311.87237272038897	283.501735	199.44572639214178
