Rxn	Cellule361_Rep1	Cellule361_Rep2	Cellule361_Rep3	MDA-MB-231_Rep1	MDA-MB-231_Rep2	MDA-MB-231_Rep3	MCF-7_Rep1	MCF-7_Rep2	MCF-7_Rep3	SK-BR-3_Rep1	SK-BR-3_Rep2	SK-BR-3_Rep3	MCF102A_Rep1	MCF102A_Rep2	MCF102A_Rep3
r0694	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0695	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0765	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0766	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0692	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0693	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0767	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0768	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0769	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0770	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0712	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0713	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0701	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0702	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0771	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0772	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0696	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0697	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
r0773	651.1395198	578.3994899	769.1321824	548.1481936	495.4779837	337.4872877	440.9314964	281.0542822	314.7000935	1265.841133	2262.133358	2136.162008	511.1493069	548.7917818	417.6527944
FA160ACPH	651.166853491	578.435494692	769.174650194	548.1862064430001	495.49719462499996	337.506359937	440.967541298	281.084702982	314.751868469	1266.2047753519998	2262.257605083	2136.482928724	511.175069133	548.909327958	417.663589451
TMLYStd	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
TMLYSOX	0.172939186	0.166683588	0.194146396	0.0	0.0	0.0	0.63201731	0.530469108	0.678326548	0.0	0.048670753	0.004244849	0.564524923	0.395765809	0.362322428
GHMT3	15.51940419	15.15358246	16.61116255	18.56029305	17.11155341	17.66620808	21.75763635	19.02185964	22.39450996	10.45761694	10.39614432	11.49174523	23.10712186	16.33301088	14.93905771
TMABADH	13.90883298	14.03735411	16.11092832	29.34256811	30.19943125	33.07920564	15.58827696	13.60233359	13.09059567	12.36607467	10.84482977	12.66419809	19.79058776	9.285206994	9.661961408
BBHOX	0.0	0.004302508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100077269	0.105073212	0.131483815	0.114932168	0.204313502	0.350877012
SUCFUMtm	18.96104396	26.8393297	26.27186549	5.04555662	6.556943958	4.38494424	21.1450984	27.30348987	34.45939581	96.84806573	108.8269745	90.53983354	8.019534741	18.99624333	16.58022397
palmitateActivation	29.397678629999998	23.345486231	29.728241138999998	49.222359043	51.530573549	55.307824427	37.931752503	27.847538727	28.312163201	15.193328843	12.390454415999999	20.016529466999998	54.422436811	39.304724992	58.28273153000001
carnitineAcylTransferaseI	34.133956948	32.227063894	32.381149288	12.177092219999999	11.621931835	9.854148275	22.758499847	18.092917106	16.686056077	21.026692239	16.817740778999998	19.789681394	16.678308874	14.403445313999999	15.547364913000001
CARN160t_m	0.432795459	0.338491954	0.38874594	3.776839232	4.134966256	4.123989121	3.611630134	2.368239178	2.736059521	0.0	0.416159643	0.0	2.549458429	1.226699473	1.207167568
carnitineAcylTransferaseII	4.012698818	3.711202718	5.421979764	6.037563847	6.570566589	4.333861823	6.121861491	4.15708461	6.185740782	3.665646286	2.955415003	3.071619733	7.463419388	3.98028867	3.312818693
betaOxidation	0.0	0.0	0.0	0.033708574	0.074530899	0.073992844	0.009988582	0.022480148	0.080346678	0.0	0.0	0.010163651	0.019037604	0.07107012	0.011965882
Biomass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GLCt1	405.03904259000007	361.619046971	401.83808551399994	193.650241537	192.84154282500003	178.94662648000002	283.524033008	233.72283164200002	281.04613181799994	395.254624541	365.99591050099997	426.235511953	165.239080503	126.91074727	113.715089696
O2t	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GLNt	157.52087319900002	121.770492145	173.781005614	423.05274303799996	395.534707088	422.268744475	432.052628938	357.502153075	252.606065626	131.80897892800002	138.369401586	153.571379165	646.5370785480001	407.992759504	740.243478866
r0963	18.55400641	20.71116869	21.48959796	0.841909746	0.9614986329999999	0.762689341	0.277195707	0.811008043	0.445944252	3.999863925	2.116791277	2.3692544	0.489770347	1.380599573	0.597722874
THBPTt	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ARGt5r	16.777253259	14.061846443	19.086503149000002	28.409970775	25.84891146	24.64273257	58.258181379999996	41.3988265	35.569136521000004	9.890885891	9.041821927	9.179650302999999	9.415468402	6.171978185	8.255877406
PHEtec	9.735331677000001	8.274940434	9.628603925	8.667312957	8.121146935	6.486536816999999	9.253191872	7.962661709000001	8.043861006	6.573535404	8.571979842000001	10.071069213	5.3333440009999995	4.437711708	3.714916476
ILEtec	9.492504696000001	8.068944097	9.382554823	8.557193910999999	7.982017067000001	6.359461395	8.861623903	7.571971206000001	7.722890068	6.321350143	8.356021720000001	9.850604087	5.3333440009999995	4.437711708	3.714916476
LEUtec	9.492504696000001	8.068944097	9.382554823	8.557193910999999	7.982017067000001	6.359461395	8.861623903	7.571971206000001	7.722890068	6.321350143	8.356021720000001	9.850604087	5.3333440009999995	4.437711708	3.714916476
VALtec	9.492504696000001	8.068944097	9.382554823	8.557193910999999	7.982017067000001	6.359461395	8.861623903	7.571971206000001	7.722890068	6.321350143	8.356021720000001	9.850604087	5.3333440009999995	4.437711708	3.714916476
METtec	9.492504696000001	8.068944097	9.382554823	8.557193910999999	7.982017067000001	6.359461395	8.861623903	7.571971206000001	7.722890068	6.321350143	8.356021720000001	9.850604087	5.3333440009999995	4.437711708	3.714916476
r2526	151.709683545	115.20519599600001	168.293000939	427.409763607	400.1110354030001	426.745050045	434.434310402	359.378621007	254.950689897	133.87717179700002	138.594820705	155.542845615	648.254690043	408.670685842	740.709994105
GLYt4	157.902018	120.799303213	174.777025533	425.403377844	398.20093726400006	424.69900398800013	435.936804273	360.06679076200004	256.443720068	139.523793046	144.386620763	163.730506961	654.8169596990001	419.2107099280001	750.182734692
r2532	157.530097444	121.77960499300002	173.781005614	422.159755862	395.00252116700005	421.76667024500006	432.068575086	357.502153075	252.606065626	131.82013507800002	138.36940158599998	153.571379165	646.5370785480001	407.99275950400005	740.2434788659999
PROPAT4te	2.049298054	1.638598679	1.95427114	5.250007745	5.108514236	4.9783798	2.365735316	1.876467932	2.344624271	3.0876264150000003	2.442255829	3.205208371	2.1025602539999997	0.965340182	1.1026552459999999
HDCAt	92.407411432	92.80487226000001	98.219580861	155.48958236200002	162.497065274	150.692129001	123.224717261	98.526248875	106.79130927599999	174.841137443	158.13368773	179.10757922899998	177.879871905	134.825411683	117.882341856
CRNt	17.55322633	13.35724889	16.96815938	6.142566161	6.013864773	5.203039422	9.949326996	9.123189811	8.149753682	10.30439341	14.42884169	12.80958985	18.57579001	20.94830179	21.96127418
GTHRDt2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
DmLact	5.021106516	4.39690169	6.7206594399999995	87.15298410800001	84.512997495	70.80868174199999	34.234729777	33.925829176	24.346417348	25.069600351	27.295175736000004	42.434704247999996	131.143645339	68.35303566900001	86.347598366
UREAt	0.335707062	0.291459363	0.376751746	0.004831814	0.0069542200000000005	0.012121365	0.012251086	0.070891099	0.013162238	0.189092449	0.6401743489999999	0.0	0.0	0.0	0.0
DmBiomass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
NH4t	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PTRCtex2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GUDACtr2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CE2705t	120.05366136	107.59339873	120.50018154	83.66177846	83.55088896	71.74271297	109.62203679999999	63.979077329999996	90.85396868000001	50.60337088	56.32821856	47.712556969999994	25.241531733	21.134714332999998	12.088305843
Dm2oxobutyrate	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
H2Ot	1.9173592730000002	0.650034349	1.116804264	0.594386905	0.31826849	0.258537509	0.211155064	0.256598533	0.402312106	2.507475104	2.3212456009999998	2.314903577	0.315530033	0.891463848	0.721723659
PHLACHt	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CO2t	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
DmH2O2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
DmGSSG	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GLUt4	7.869711953	8.213007676	7.428724744	0.0	0.0	0.0	0.0	0.0	0.0	0.960265552	2.204637919	1.222038747	0.330145526	0.24649617	0.58102643
ALAPAT4te	171.579885265	133.62084985600004	187.32307687899998	455.310788684	426.33865601300005	452.04784947	491.89677084900006	399.834429046	290.60301770599995	147.12418485300003	151.732767448	168.705910087	662.3741546420001	417.56071537700007	753.4113987459999
DmAla	171.579885265	133.62084985600004	187.32307687899998	455.310788684	426.33865601300005	452.04784947	491.89677084900006	399.834429046	290.60301770599995	147.12418485300003	151.732767448	168.705910087	662.3741546420001	417.56071537700007	753.4113987459999
ASPte	0.73680535	0.737492872	0.827263906	1.592939198	1.713475545	1.736639641	0.5605417719999999	0.544513722	0.373483771	1.1479288330000001	1.673617518	1.191005562	9.187258267999999	6.998023237	8.759636259
DmAsp	0.73680535	0.737492872	0.827263906	1.592939198	1.713475545	1.736639641	0.5605417719999999	0.544513722	0.373483771	1.1479288330000001	1.673617518	1.191005562	9.187258267999999	6.998023237	8.759636259
DmPalm	92.407411432	92.80487226000001	98.219580861	155.48958236200002	162.497065274	150.692129001	123.224717261	98.526248875	106.79130927599999	174.841137443	158.13368773	179.10757922899998	177.879871905	134.825411683	117.882341856
ATPM	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GACMTRc	122.7497135	152.016954	132.0475259	106.7414979	117.0040003	85.15439077	35.90077783	58.50870212	43.62530413	31.08436698	62.76142532	55.92870203	16.59493256	34.44999866	24.02490869
CKc_cho	214.5099131	245.516721121	249.858425619	50.86527893	53.84424992	37.84519369	65.5042114	94.910053888	68.03218938	231.302001061	257.069824002	262.192493489	10.68867094	8.271345022	10.882556992000001
CRTNsyn_cho	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CRTNtr	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
NDPK1	1200.8424362150001	1355.1980369910002	1365.9962101980002	149.048291903	158.989605153	121.62213994899999	255.91794353800003	411.346397833	353.631045522	380.31062874799994	532.4333687220001	495.62663534999996	228.71622115300002	476.324281464	340.271953297
NDPK5	1200.8424362150001	1355.1980369910002	1365.9962101980002	149.048291903	158.989605153	121.62213994899999	255.91794353800003	411.346397833	353.631045522	380.31062874799994	532.4333687220001	495.62663534999996	228.71622115300002	476.324281464	340.271953297
NDPK8	1200.8424362150001	1355.1980369910002	1365.9962101980002	149.048291903	158.989605153	121.62213994899999	255.91794353800003	411.346397833	353.631045522	380.31062874799994	532.4333687220001	495.62663534999996	228.71622115300002	476.324281464	340.271953297
NDPK7	1200.8424362150001	1355.1980369910002	1365.9962101980002	149.048291903	158.989605153	121.62213994899999	255.91794353800003	411.346397833	353.631045522	380.31062874799994	532.4333687220001	495.62663534999996	228.71622115300002	476.324281464	340.271953297
DTMPK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
NDPK4	1200.8424362150001	1355.1980369910002	1365.9962101980002	149.048291903	158.989605153	121.62213994899999	255.91794353800003	411.346397833	353.631045522	380.31062874799994	532.4333687220001	495.62663534999996	228.71622115300002	476.324281464	340.271953297
HIStiDF	0.0	0.005538728	0.0	1.71218682	1.60766997	1.584328085	0.0	0.0	0.0	0.020341899	0.011762038	0.005642083	0.052841114	0.0263018	0.05978289
PTRCOX1	5.732658197	4.884042057	3.874835654	9.36919373	6.271629119	5.691463074	1.7196909740000001	2.883798189	1.262697253	3.287759577	7.033720131	2.508476495	12.671095734	12.141689471000001	17.377691382
ABUTD	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r0465_1	0.962418224	0.528219741	0.99685961	0.237943247	0.263050644	0.037307375	1.445408877	1.229798243	1.174818816	1.163984869	1.944326724	1.363127149	0.235170767	0.292642128	0.126697775
ABUTH	1.9173592730000002	0.650034349	1.116804264	0.594386905	0.31826849	0.258537509	0.211155064	0.256598533	0.402312106	2.507475104	2.3212456009999998	2.314903577	0.315530033	0.891463848	0.721723659
GLUDC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HISDr	0.992000185	0.806145687	0.950851999	0.05340272	0.067471647	0.016746139	0.0	0.035614115	0.054552435	0.019351007	0.083918149	0.032203476	0.663526026	0.187654419	0.417052186
URCN	1.9173592730000002	0.650034349	1.116804264	0.594386905	0.31826849	0.258537509	0.211155064	0.256598533	0.402312106	2.507475104	2.3212456009999998	2.314903577	0.315530033	0.891463848	0.721723659
IZPN	0.641455123	0.604233742	0.886524378	1.630618786	1.52549508	1.37396323	0.206553541	0.415059092	0.11867758	0.036083721	0.062592694	0.030024827	0.2671386	0.034991821	0.229767623
GluForTx	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
FTCD	0.373252737	0.329929855	0.503610487	0.032784059	0.082842014	0.041121979	0.11657554	0.677771331	0.312572134	0.047518519	0.164856173	0.059309376	0.07406186	0.0	0.023275395
CARPEPT1tc	0.605905943	0.473429237	0.545574592	0.0	0.0	0.0	0.0	0.0	0.0	4.656645735	2.819669305	4.844808956	0.0	0.006460279	0.013052394
NBAHH_ir	1.9173592730000002	0.650034349	1.116804264	0.594386905	0.31826849	0.258537509	0.211155064	0.256598533	0.402312106	2.507475104	2.3212456009999998	2.314903577	0.315530033	0.891463848	0.721723659
r0283	0.962418224	0.528219741	0.99685961	0.237943247	0.263050644	0.037307375	1.445408877	1.229798243	1.174818816	1.163984869	1.944326724	1.363127149	0.235170767	0.292642128	0.126697775
ASP1DC	1.344936107	1.227087915	1.216884465	1.333482819	1.301123691	1.465617405	0.485122266	0.616343574	0.458559536	0.0	0.008298862	0.0	0.082022054	0.018557585	0.03749388
CSNt	80.20335722	77.76603529	79.91775709	19.81575852	19.50927283	15.80595013	53.20447616	46.19831876	60.16020462	38.32720964	46.16969832	35.98633175	16.1140737	18.58371093	10.7077525
bAlaSynthesis	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
LYSt5r	9.417053474	8.46504668	9.584689564	28.269812555	25.68792705	24.562821455999998	58.258181379999996	41.3988265	35.55178189	9.890885891	8.977749912	9.133548648	8.854171825	6.010793489	7.912126522
LYStm	3.052587076	2.5089036	3.522718863	11.26735993	10.3146351	11.87016133	13.84431594	7.5083910849999995	9.83749872	3.168771262	3.06419392	3.105646612	2.15857226	0.494240038	0.716362683
SACCD3m	0.602322227	0.371222763	0.540884283	5.307146043	5.097435035	5.945523805	0.060117632	0.067649903	0.018840675	0.046782554	0.179692484	0.055610281	0.33332477	0.116657759	0.222601951
r0525	0.602322227	0.371222763	0.540884283	5.307146043	5.097435035	5.945523805	0.060117632	0.067649903	0.018840675	0.046782554	0.179692484	0.055610281	0.33332477	0.116657759	0.222601951
AASAD3m	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r0450	14.27752474	12.45057907	13.53425295	4.152101354	4.458440163	4.590189029	5.457664513	3.902111371	5.189751971	0.480874788	1.428166501	0.485006165	3.588449805	2.600106431	3.069168192
2OXOADOXm	2.841864928	2.49996683	2.758888875	4.963118706	5.385202568	5.770697311	4.869445066	4.673732643	4.184345627	5.311021666	4.04055694	6.160700271	3.115227552	1.85547003	3.422822079
GLUTCOADHm	9.0145157	9.309719137	9.417604187	7.945058673	7.382030316	7.636955768	11.09996739	10.30574357	10.3752321	6.727492375	7.37946851	7.310153013	5.597352367	4.240546264	4.128745009
3HBCDm	10.18947332	8.857491732	9.755655871	5.095298139	4.687735076	3.854996077	6.806296486	8.629940775	8.069120078	7.312060618	11.37482186	10.37619196	9.192567833	17.35042575	11.74239545
HACD1m	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HMGCOASm	57.06192092	51.3376034	51.38014341	0.0	0.019121807	0.0	0.0	0.0	0.0	0.043873387	0.0	0.018253257	0.034190298	0.021272885	0.0
CYStec	8.994958	7.541439849	8.732079979	4.294193157	4.131156973	2.942839764	6.19716055	4.72223575	6.260953004	6.262642658	7.974132787	9.813966746	5.27615596	4.252686	3.542380806
CYSTA	13.51665463	15.42913877	14.87320641	31.21049872	31.84007697	34.03272563	30.8259758	29.02356997	30.85129093	26.56646978	20.46063643	24.02786709	42.00983853	31.17863238	28.60801092
CYANt	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
MCPST	68.38516862	73.22296671	71.70481231	64.60995287	66.87497166	48.50837577	41.56746066	56.13893396	39.85441971	35.56832009	49.71037017	51.13733768	64.24307675	71.77832349	67.48260736
TCYNTt	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CYSO	0.124125044	0.122626042	0.289275794	0.103572089	0.163572647	0.0	0.061381317	0.0	0.035267303	0.150121505	0.260408549	0.0	0.029247224	0.036394701	0.0
3SALATAi	13.51665463	15.42913877	14.87320641	31.21049872	31.84007697	34.03272563	30.8259758	29.02356997	30.85129093	26.56646978	20.46063643	24.02786709	42.00983853	31.17863238	28.60801092
3SALAASPm	2.553584517	2.254978458	2.575364439	7.5271263159999995	8.077495812	8.297199312	7.003188209	5.54547265	5.647589643	5.058897351000001	3.771438756	4.2625967319999996	4.424557124	2.736658869	3.230266213
3SALATAim	54.21441081	56.36703019	57.94724738	104.283236	115.3824931	113.5581295	84.57584213	69.31363596	75.87909827	141.2967102	124.2452852	136.4959538	133.6780881	103.7256032	94.43596486
3SPYRSP	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3SPYRSPm	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HMR_3951	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ExSulfitem	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PHETHPTOX2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
TYRt	0.242826981	0.205996337	0.246049102	0.110119046	0.139129868	0.127075422	0.391567969	0.390690503	0.320970938	0.252185261	0.215958122	0.220465126	0.0	0.0	0.0
TYRTA	151.91778793	136.64366597	143.62982180999998	31.21049872	31.84007697	34.03272563	31.414575062999997	29.759510156	31.490086896	26.606457248999998	20.495318599	24.02786709	42.00983853	31.217409822	28.803876483000003
34HPPOR	0.094540275	0.217929962	0.220327924	0.065738371	0.033222848	0.016491503	0.576599316	0.455943533	0.393968151	0.057170286	0.082642119	0.079284504	0.16335917	0.092400506	0.112011992
HGNTOR	8.345357316	6.777494585	7.872220441	0.0	0.0	0.0	0.02068611	0.0	0.023770858	0.10961693	0.138953732	0.063146021	0.026284275	0.065415325	0.148686298
MACACI	23.32789085	23.64068471	22.06818043	31.93001169	33.7364783	30.38075262	109.12736	109.1688377	117.6762315	43.41217166	35.94440054	46.34683198	17.48262206	17.06359809	13.79855521
FUMAC	8.69543535	9.079752484	10.24787224	14.09794924	13.79708528	14.08916685	10.13492891	8.562754948	8.644006962	9.717859055	8.936573416	10.37902426	12.45926631	11.55383087	7.681166722
AACOAT	6.538784055	6.464624526	6.247438718	7.887762949	7.329447017	7.052484097	9.464744023	7.20147517	7.586206479	5.831158915	6.547721671	6.526503458	10.89046848	12.21667794	9.851161674
r2534	0.497546696	0.527504248	0.650474844	4.263000754	3.850860094	3.416621631	2.664463353	2.849735456	1.461937064	0.058707485	0.381888933	0.036637341	0.057188041	0.185025708	0.17253567
THRD_L	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
OBDHc	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PPCOAtm	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r1616	205.6325086	185.0444258	237.140489	75.89663695	68.26386157	55.76175425	529.2818457	449.8312612	456.2224804	136.948716	151.64178	177.0759709	561.305535	532.5259202	554.3780452
TRPO2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
FKYNH	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
KYN	0.648641835	0.577778138	0.609625194	4.393787812	3.972922454	5.028239586	4.639993912	4.501815882	5.689634861	1.576700071	1.494671475	1.299111729	13.49580991	9.887295025	11.21276666
ANTHte	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
KYN3OX	0.794251545	0.820057912	0.974220238	0.004982987	0.0	0.018750908	0.029531344	0.013292557	0.027148088	0.55613554	0.732922606	0.582949399	0.135083682	0.336191243	0.162735357
HKYNH	0.648641835	0.577778138	0.609625194	4.393787812	3.972922454	5.028239586	4.639993912	4.501815882	5.689634861	1.576700071	1.494671475	1.299111729	13.49580991	9.887295025	11.21276666
3HAO	0.0	0.0	0.034655251	0.0	0.0	0.0	0.161776653	0.165496371	0.084500485	0.8093053	0.904711676	0.70334261	0.014015274	0.0	0.017618301
PCLAD	0.005973791	0.0	0.020883053	0.019938541	0.025191342	0.01250474	0.0	0.0	0.0	0.0	0.0	0.006011775	0.0	0.007006301	0.0
AM6SAD	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
AMCOXO	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2OXOADPTm	0.009204768	0.006820205	0.011619773	0.083846751	0.097040744	0.110791214	0.050070547	0.047807028	0.061896029	0.007421729	0.002413897	0.00540359	0.0506075	0.036885375	0.027264688
ExCystineGlu	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ExCystineSer	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CystinePyruvate	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CystineReductaseNADPH	20.61645013	19.756499814	23.352350219999998	26.890937094	28.00737238	28.240601544	23.468765368	19.053990567	21.615235557	33.50943142	27.941112779999997	35.369976699999995	17.717229613999997	11.755319263	14.072901639000001
CystineReductaseNADH	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CystineGSH	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Ex3HB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Transport3HB_forward	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
bBDH	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
OCOAT1m	3.4199165880000004	2.6111934900000002	3.7173851200000003	4.935613877	4.825068999	4.079177154	2.909250397	4.153077284	4.1428204619999995	0.290392228	2.3914124979999998	1.066853296	9.526268703	6.230292050999999	6.703886528
ACACT1m	34.24072313	34.8810267	38.05025019	68.5168604	73.9780468	79.01397882	45.6947107	40.65457438	41.31777582	59.04024703	38.30902968	58.45952709	86.54259148	45.15654993	50.377595819999996
G3PD1ir	0.556179813	1.448584485	1.001599599	0.084379288	0.266522449	0.211678692	0.850116107	0.787812147	1.149278689	0.794967521	1.48506819	1.170315803	0.476549215	1.660425136	0.958495718
GLYC3Ptm	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
G3PDm	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
DHAPtm	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CMPuptake	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UMPuptake	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Transport_ala_B_c_e	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
EX_ala_B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Transport_octanoyl_ACP_c_e	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
EX_octanoyl_ACP	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
