Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_SKBR3	median_SKBR3	std_SKBR3
UREAt	605596452795.0	1.0	605596452795.0	0.0	0.025023122939997228	0.02174	0.01821330106650882	0.01793482646999756	0.01547	0.013065145485321264
DmBiomass	5267901956.0	0.0	5267901956.0	1.0	0.028546872400016323	0.0293	0.002691912837315934	0.06323310698000006	0.06419	0.012741161549790632
NH4t	924136106794.0	1.0	924136106794.0	0.0	123.0440227604311	117.609265	59.69427581180974	41.662299769409955	37.20308	16.79435286179119
PTRCtex2_f	645611037005.5	1.0	645611037005.5	0.0	0.017405238389995987	0.01409	0.013826390711357267	0.01050560507999548	0.00829	0.00875087802353366
GUDACtr2	626096740819.0	1.0	626096740819.0	0.0	0.026075980169996488	0.02314	0.01857906789352974	0.017659378709996298	0.01535	0.012750484012801332
CE2705t	270845658678.5	0.0	270845658678.5	1.0	0.0027065831300031023	0.00261	0.0016925977869494883	0.005235263890001706	0.00486	0.003286687270835626
Dm2oxobutyrate	979633490503.5	1.0	979633490503.5	0.0	0.037611918410000535	0.03859	0.012629073443014916	0.005271315580000613	0.00442	0.004025115056194362
H2Ot_f	419728022653.0	0.0	419728022653.0	1.0	309.34832257206006	310.274975	108.2556094875328	341.8604757224071	356.37291	148.37102183125583
PHLACHt_f	572848671254.0	1.0	572848671254.0	0.0	355.09008819059545	344.838365	198.3373193132866	306.1664781542131	277.167215	199.80510473970963
CO2t	912110815128.5	1.0	912110815128.5	0.0	142.4752331729453	138.48820999999998	45.324424330686206	82.03327922958512	79.713735	13.004051419244783
DmH2O2	484613300289.0	0.0	484613300289.0	1.0	0.43257293225001375	0.34475	0.3510776797391881	0.4473712865199892	0.36861	0.3504505269076851
DmGSSG	455492257510.0	0.0	455492257510.0	1.0	0.43865835329001457	0.348385	0.3492501878488826	0.49156653330998146	0.4087	0.366488634998382
GLUt4	13309048505.0	0.0	13309048505.0	1.0	0.00045474923000018546	0.00022	0.0004570925429795902	0.016790433589997877	0.016	0.01030109615330711
ALAPAT4te	999938000000.0	1.0	999938000000.0	0.0	0.008310353659999657	0.00886	0.0034523668462885394	0.0	0.0	0.0
DmAla	616996522693.0	1.0	616996522693.0	0.0	1.1420579028199564	0.84293	1.0457776603274727	0.7315242472899971	0.53696	0.6775319294754878
ASPte_r	313588979063.5	0.0	313588979063.5	1.0	50.04052895707028	51.401579999999996	25.78457690929413	78.51936350844049	77.05487500000001	44.37461210617236
DmAsp	317266873274.5	0.0	317266873274.5	1.0	51.26608764301102	52.609970000000004	25.709803786809648	79.20010318074957	77.73730499999999	44.39008765640653
DmPalm	537213718947.0	1.0	537213718947.0	0.0	0.6009798479700221	0.448965	0.5358000008049703	0.5149686934700123	0.39651499999999995	0.4428896616714404
ATPM	431434794623.0	0.0	431434794623.0	1.0	11.558534509500335	8.409880000000001	10.914417282166786	14.986513215800185	11.020299999999999	13.995699040496012
GACMTRc	670710000584.0	1.0	670710000584.0	0.0	0.027440958309999288	0.02406	0.01855040810972467	0.016721147529995723	0.01423	0.01207700601520604
CKc_cho	670710000584.0	1.0	670710000584.0	0.0	0.027440958309999288	0.02406	0.01855040810972467	0.016721147529995723	0.01423	0.01207700601520604
CRTNsyn_cho	670710000584.0	1.0	670710000584.0	0.0	0.027440958309999288	0.02406	0.01855040810972467	0.016721147529995723	0.01423	0.01207700601520604
CRTNtr	670710000584.0	1.0	670710000584.0	0.0	0.027440958309999288	0.02406	0.01855040810972467	0.016721147529995723	0.01423	0.01207700601520604
NDPK1	611341871692.5	1.0	611341871692.5	0.0	19.43789631374072	16.60285	14.539892616905849	14.087532680279564	10.959865	11.867508976947397
NDPK5	5319349887.0	0.0	5319349887.0	1.0	0.0002825849900023567	0.00029	2.6813023806139628e-05	0.0006258891500007438	0.00064	0.00012614899970196132
NDPK8	5279633779.0	0.0	5279633779.0	1.0	0.0003762696999999811	0.00039	3.554300107227754e-05	0.0008336006500009493	0.00085	0.00016799673164199315
NDPK7	5337098299.5	0.0	5337098299.5	1.0	0.00026961464000127783	0.00028	2.5680914258984357e-05	0.0005970495900007481	0.00061	0.00012033760285939165
DTMPK	5290127551.0	0.0	5290127551.0	1.0	0.00037367900000013045	0.00038	3.5312884419052605e-05	0.0008277851100009558	0.00084	0.00016682435791176488
NDPK4	5290127551.0	0.0	5290127551.0	1.0	0.00037367900000013045	0.00038	3.5312884419052605e-05	0.0008277851100009558	0.00084	0.00016682435791176488
HIStiDF_r	372013388329.5	0.0	372013388329.5	1.0	0.07368838073999764	0.07251	0.04330775982714324	0.09966386168000263	0.09941	0.05852205556010385
PTRCOX1	822151863023.5	1.0	822151863023.5	0.0	0.03181767217999779	0.03052	0.01809395930322579	0.012347706479994905	0.0101	0.009675096512276379
ABUTD	822151863023.5	1.0	822151863023.5	0.0	0.03181767217999779	0.03052	0.01809395930322579	0.012347706479994905	0.0101	0.009675096512276379
r0465_1	479900761985.0	0.0	479900761985.0	1.0	7.4527177285698265	5.93565	5.743604188843195	8.346802653210062	6.298769999999999	7.164487053904087
ABUTH	467056404144.5	0.0	467056404144.5	1.0	6.548390628439928	4.983245	5.709937142680616	7.645877273999942	5.566185	7.135550911985131
GLUDC	621269027302.5	1.0	621269027302.5	0.0	1.9221411959299717	1.68693	1.2258071925157452	1.4008942932900121	1.259285	0.8460590943611174
HISDr	978113394976.0	1.0	978113394976.0	0.0	11.166519766270104	11.468505	1.2489394819516935	7.752596170300051	7.93835	0.610589476036699
URCN	978113394976.0	1.0	978113394976.0	0.0	11.166519766270104	11.468505	1.2489394819516935	7.752596170300051	7.93835	0.610589476036699
IZPN	978113394976.0	1.0	978113394976.0	0.0	11.166519766270104	11.468505	1.2489394819516935	7.752596170300051	7.93835	0.610589476036699
GluForTx	978113394976.0	1.0	978113394976.0	0.0	11.166519766270104	11.468505	1.2489394819516935	7.752596170300051	7.93835	0.610589476036699
FTCD	978113394976.0	1.0	978113394976.0	0.0	11.166519766270104	11.468505	1.2489394819516935	7.752596170300051	7.93835	0.610589476036699
CARPEPT1tc_r	966706139158.5	1.0	966706139158.5	0.0	12.000766981479412	12.150845	1.5667011526039016	8.361850730199675	8.3512	0.9254572766326112
NBAHH_ir	628917367897.0	1.0	628917367897.0	0.0	17.83080227847954	16.529775	5.5212679110913365	16.004293622119494	14.11638	6.894912187993837
r0283	428968884405.0	0.0	428968884405.0	1.0	5.830035300829951	4.3294049999999995	5.229066592824172	7.642442888860176	5.70169	6.857461635332499
ASP1DC	856358225506.5	1.0	856358225506.5	0.0	1.1237836462800497	0.830015	1.0184798574177523	0.19812780965999788	0.16694	0.1487850978059962
CSNt_r	895046798483.0	1.0	895046798483.0	0.0	46.81346098868267	44.11522	29.821437636019493	9.296511913760247	6.971865	8.291973893182172
bAlaSynthesis	895046798483.0	1.0	895046798483.0	0.0	46.81346098868267	44.11522	29.821437636019493	9.296511913760247	6.971865	8.291973893182172
LYSt5r_r	374667943150.0	0.0	374667943150.0	1.0	0.03852489572000138	0.0379	0.0129120137683102	0.043688115279997705	0.04424	0.008467864825099926
LYStm	855929609564.0	1.0	855929609564.0	0.0	0.021621899379997506	0.021	0.012796860673759573	0.006246904439998945	0.00601	0.003883383975398965
SACCD3m	855929609564.0	1.0	855929609564.0	0.0	0.021621899379997506	0.021	0.012796860673759573	0.006246904439998945	0.00601	0.003883383975398965
r0525	855929609564.0	1.0	855929609564.0	0.0	0.021621899379997506	0.021	0.012796860673759573	0.006246904439998945	0.00601	0.003883383975398965
AASAD3m	855929609564.0	1.0	855929609564.0	0.0	0.021621899379997506	0.021	0.012796860673759573	0.006246904439998945	0.00601	0.003883383975398965
r0450	855929609564.0	1.0	855929609564.0	0.0	0.021621899379997506	0.021	0.012796860673759573	0.006246904439998945	0.00601	0.003883383975398965
2OXOADOXm	824078217904.5	1.0	824078217904.5	0.0	0.021969235519998465	0.02134	0.012776393763600631	0.007980867669996661	0.0077	0.003967975191034782
GLUTCOADHm	824078217904.5	1.0	824078217904.5	0.0	0.021969235519998465	0.02134	0.012776393763600631	0.007980867669996661	0.0077	0.003967975191034782
3HBCDm	824078217904.5	1.0	824078217904.5	0.0	0.021969235519998465	0.02134	0.012776393763600631	0.007980867669996661	0.0077	0.003967975191034782
HACD1m	824078217904.5	1.0	824078217904.5	0.0	0.021969235519998465	0.02134	0.012776393763600631	0.007980867669996661	0.0077	0.003967975191034782
HMGCOASm	978236507847.0	1.0	978236507847.0	0.0	0.0007722557400005423	0.00068	0.0005539398060134369	2.5764009999812843e-05	3e-05	1.5324272366214568e-05
CYStec_r	999997500000.0	1.0	999997500000.0	0.0	0.06927097684000093	0.07463	0.023553028850568394	0.0	0.0	0.0
CYSTA	219931766561.5	0.0	219931766561.5	1.0	0.07089844702999809	0.06688	0.03745794724156903	0.13407810086999372	0.12793	0.06830651997986968
CYANt_r	219931766561.5	0.0	219931766561.5	1.0	0.07089844702999809	0.06688	0.03745794724156903	0.13407810086999372	0.12793	0.06830651997986968
MCPST	219931766561.5	0.0	219931766561.5	1.0	0.07089844702999809	0.06688	0.03745794724156903	0.13407810086999372	0.12793	0.06830651997986968
TCYNTt	349098853795.0	0.0	349098853795.0	1.0	0.036647090889996375	0.02853	0.030830924177608212	0.06486105294000054	0.04979	0.05454206679341242
CYSO	267333434260.0	0.0	267333434260.0	1.0	0.0794590808500005	0.07685	0.03955094617795108	0.13169354689000098	0.12602	0.06756156288111531
3SALATAi	383586203057.5	0.0	383586203057.5	1.0	0.04408162733000001	0.03565	0.03545943594570497	0.06798065463999979	0.05302	0.05651441400082455
3SALAASPm	347276258800.0	0.0	347276258800.0	1.0	0.03537745072999827	0.0285	0.02845872382385943	0.06371289302000036	0.04908	0.05406524389108648
3SALATAim	347276258800.0	0.0	347276258800.0	1.0	0.03537745072999827	0.0285	0.02845872382385943	0.06371289302000036	0.04908	0.05406524389108648
3SPYRSP	383586203057.5	0.0	383586203057.5	1.0	0.04408162733000001	0.03565	0.03545943594570497	0.06798065463999979	0.05302	0.05651441400082455
3SPYRSPm	347276258800.0	0.0	347276258800.0	1.0	0.03537745072999827	0.0285	0.02845872382385943	0.06371289302000036	0.04908	0.05406524389108648
HMR_3951	383586203057.5	0.0	383586203057.5	1.0	0.04408162733000001	0.03565	0.03545943594570497	0.06798065463999979	0.05302	0.05651441400082455
ExSulfitem	347276258800.0	0.0	347276258800.0	1.0	0.03537745072999827	0.0285	0.02845872382385943	0.06371289302000036	0.04908	0.05406524389108648
PHETHPTOX2	270845658678.5	0.0	270845658678.5	1.0	0.0027065831300031023	0.00261	0.0016925977869494883	0.005235263890001706	0.00486	0.003286687270835626
TYRt_r	243255623190.0	0.0	243255623190.0	1.0	0.002821518280003104	0.00272	0.001775100608249699	0.005702969749998967	0.00561	0.0033452937143811424
TYRTA	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
34HPPOR	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
HGNTOR	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
MACACI	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
FUMAC	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
AACOAT	530866172380.5	1.0	530866172380.5	0.0	0.0009699926100009213	0.00083	0.0007052318319509883	0.0008417401300009052	0.00082	0.0005146545250137063
r2534_r	911819553075.5	1.0	911819553075.5	0.0	0.04533695545999992	0.04618	0.012231522383741618	0.027674163740006235	0.02854	0.004080242993382486
THRD_L	964054425829.5	1.0	964054425829.5	0.0	0.03641063374999975	0.03728	0.012319263703650484	0.007901806639996645	0.00737	0.0037309518080857608
OBDHc	101015503611.5	0.0	101015503611.5	1.0	0.0016549931500018983	0.00163	0.0007475953107475791	0.004095004850004671	0.00411	0.001711402343598399
PPCOAtm	101015503611.5	0.0	101015503611.5	1.0	0.0016549931500018983	0.00163	0.0007475953107475791	0.004095004850004671	0.00411	0.001711402343598399
r1616_r	26451646320.0	0.0	26451646320.0	1.0	0.00191985867000224	0.00194	0.0006959513528071681	0.008142495259998167	0.00845	0.0031816778082261045
TRPO2	42722016030.5	0.0	42722016030.5	1.0	0.001540012150001764	0.00156	0.0006935774080817018	0.007301117559999213	0.0076	0.003168071898195218
FKYNH	42722016030.5	0.0	42722016030.5	1.0	0.001540012150001764	0.00156	0.0006935774080817018	0.007301117559999213	0.0076	0.003168071898195218
KYN	80278644656.5	0.0	80278644656.5	1.0	0.0011926794200012689	0.00122	0.0006733952647363987	0.0055671479300014775	0.00589	0.002740154429122765
ANTHte	80278644656.5	0.0	80278644656.5	1.0	0.0011926794200012689	0.00122	0.0006733952647363987	0.0055671479300014775	0.00589	0.002740154429122765
KYN3OX	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
HKYNH	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
3HAO	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
PCLAD	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
AM6SAD	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
AMCOXO	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
2OXOADPTm	115157970474.0	0.0	115157970474.0	1.0	0.00034732300000045165	0.00036	0.00018332043060545497	0.0017339663800016285	0.00162	0.0011209468542046264
ExCystineGlu	1221700379.0	0.0	1221700379.0	1.0	0.005231357039999717	0.00512	0.002873282085384444	0.11599573154999704	0.11906	0.0369599198095296
ExCystineSer	520535862112.5	1.0	520535862112.5	0.0	0.06223176735999805	0.06453	0.013388508718220622	0.06232120356999881	0.06004	0.0339457796359985
CystinePyruvate	320257612844.0	0.0	320257612844.0	1.0	0.0108725420599951	0.00783	0.010054198435671407	0.02210582340999547	0.01633	0.020605042313560754
CystineReductaseNADPH	207294415563.5	0.0	207294415563.5	1.0	0.014670185559996593	0.0117	0.01203862236413215	0.044122824979997644	0.03683	0.03350876319648395
CystineReductaseNADH	266235069325.5	0.0	266235069325.5	1.0	0.01795046635999559	0.01431	0.01403835378807308	0.04234080107999683	0.03474	0.03330771546243602
CystineGSH	134067206503.0	0.0	134067206503.0	1.0	0.023969925529997615	0.02145	0.01609781710390487	0.06974747652999898	0.06655	0.03758743820162877
Ex3HB	756718037900.5	1.0	756718037900.5	0.0	13.619769329839833	13.224885	5.105758262838757	9.448390741520203	9.15897	2.8518574492514555
Transport3HB_forward	756718037900.5	1.0	756718037900.5	0.0	13.619769329839833	13.224885	5.105758262838757	9.448390741520203	9.15897	2.8518574492514555
bBDH	756718037900.5	1.0	756718037900.5	0.0	13.619769329839833	13.224885	5.105758262838757	9.448390741520203	9.15897	2.8518574492514555
OCOAT1m	756718037900.5	1.0	756718037900.5	0.0	13.619769329839833	13.224885	5.105758262838757	9.448390741520203	9.15897	2.8518574492514555
ACACT1m	757447448722.0	1.0	757447448722.0	0.0	13.640966298010202	13.24658	5.106518122949801	9.4563458126799	9.166935	2.851646469274003
G3PD1ir	593852991115.0	1.0	593852991115.0	0.0	20.13698098781994	15.924895	16.61990741743482	14.25276084646898	11.64366	11.412924136406673
GLYC3Ptm	593852991115.0	1.0	593852991115.0	0.0	20.13698098781994	15.924895	16.61990741743482	14.25276084646898	11.64366	11.412924136406673
G3PDm	593852991115.0	1.0	593852991115.0	0.0	20.13698098781994	15.924895	16.61990741743482	14.25276084646898	11.64366	11.412924136406673
DHAPtm	593852991115.0	1.0	593852991115.0	0.0	20.13698098781994	15.924895	16.61990741743482	14.25276084646898	11.64366	11.412924136406673
CMPuptake_r	226418324049.5	0.0	226418324049.5	1.0	0.0005969029900005551	0.00055	0.0003905195802192538	0.0014489782800013416	0.00134	0.0009414951855965035
UMPuptake_r	267900873394.0	0.0	267900873394.0	1.0	0.0014952454600016347	0.00154	0.0007300381181175067	0.002958820970003302	0.00278	0.0018892256681938982
Transport_ala_B_c_e	935491562912.0	1.0	935491562912.0	0.0	59.938011614468444	57.32165	29.822255352672222	17.856490447520176	15.60662	8.331162260649252
EX_ala_B	935491562912.0	1.0	935491562912.0	0.0	59.938011614468444	57.32165	29.822255352672222	17.856490447520176	15.60662	8.331162260649252
Transport_octanoyl_ACP_c_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_octanoyl_ACP	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMDK1	993117500000.0	1.0	993117500000.0	0.0	0.00018945600000030052	0.0002	0.00010820748020742066	0.0	0.0	0.0
THYMDt1_r	993117500000.0	1.0	993117500000.0	0.0	0.00018945600000030052	0.0002	0.00010820748020742066	0.0	0.0	0.0
EX_thymd	993117500000.0	1.0	993117500000.0	0.0	0.00018945600000030052	0.0002	0.00010820748020742066	0.0	0.0	0.0
Transport_HC00576_c_e	569690264374.0	1.0	569690264374.0	0.0	0.9043271040099888	0.676025	0.8146087012069548	0.7009253794100038	0.512515	0.6397587432704379
EX_HC00576	569690264374.0	1.0	569690264374.0	0.0	0.9043271040099888	0.676025	0.8146087012069548	0.7009253794100038	0.512515	0.6397587432704379
Transport_4abut_c_e	596085998811.5	1.0	596085998811.5	0.0	1.0496317606399908	0.77393	0.968822012840492	0.7123166264900069	0.53708	0.6381128976210542
EX_4abut	596085998811.5	1.0	596085998811.5	0.0	1.0496317606399908	0.77393	0.968822012840492	0.7123166264900069	0.53708	0.6381128976210542
EX_h_e_b	649444813057.5	1.0	649444813057.5	0.0	370.02098070438393	367.61461499999996	140.54534723985483	291.24716015276135	306.63205500000004	125.60988191057096
EX_h2o_e_b	722463570875.5	1.0	722463570875.5	0.0	430.61689664726157	419.10891000000004	187.57230641551416	277.4941173865143	269.12348499999996	159.11167748651968
EX_ala__L_e_b	999973500000.0	1.0	999973500000.0	0.0	0.028343010979996267	0.030664999999999998	0.013996511224062428	0.0	0.0	0.0
EX_hdca_e_b	999126000000.0	1.0	999126000000.0	0.0	0.00010596935000039138	0.00011	3.267524794477372e-05	0.0	0.0	0.0
PGM_b	682436714050.5	1.0	682436714050.5	0.0	1.5083418464900462	1.20976	1.0948285053178064	0.9145425503699789	0.70427	0.7908323064755135
ENO_b	87474950293.0	0.0	87474950293.0	1.0	1.5385230343100131	1.24105	1.0969219324165302	5.7385853204198565	5.65567	2.8625920432018126
TKT2_b	414379125455.0	0.0	414379125455.0	1.0	0.1162446877800012	0.11669	0.061564265178254224	0.13462541154001034	0.14029	0.06093911747613507
RPE_b	773175666915.0	1.0	773175666915.0	0.0	0.1495953245499937	0.15295	0.07238018435065756	0.07995689585999809	0.07421	0.04978457209271839
TKT1_b	628778889573.5	1.0	628778889573.5	0.0	0.12113100950999936	0.12558	0.04434817006838383	0.09986306077000315	0.09357	0.05353691071663305
TALA_b	6502591649.5	0.0	6502591649.5	1.0	0.18600187346000044	0.18719	0.07547201930615591	2.907224435280061	2.98915	1.284090172105092
ACONTm_b	994381032790.0	1.0	994381032790.0	0.0	78.45693542087236	77.11162999999999	36.16569926902327	4.10344667542996	3.46304	3.0949189571330056
ICDHym_b	978467758883.5	1.0	978467758883.5	0.0	211.26980981656675	208.69518499999998	75.54519539565335	60.24048839424974	61.568835	23.712257883583334
SUCOAS1m_b	625340177154.0	1.0	625340177154.0	0.0	58.64487087504962	56.632414999999995	33.18038521629617	43.89657315732092	43.26541	26.332783212437743
FUMm_b	270131436101.0	0.0	270131436101.0	1.0	168.56341555288972	171.733475	77.4728302874517	270.0887838234376	287.564255	130.86252576007294
MDHm_b	355327310232.0	0.0	355327310232.0	1.0	158.68338787366298	132.87774000000002	116.74559999048859	258.98028770650444	194.1228	192.75953770646382
FUM_b	443959561705.0	0.0	443959561705.0	1.0	76.384050866583	81.06314499999999	26.21003060302699	90.13350846687074	85.39396500000001	54.16598218206518
MDH_b	164234592278.0	0.0	164234592278.0	1.0	120.92311864627152	107.1703	71.42137730173047	257.0301469819277	272.524	109.17881975048721
AKGMALtm_b	436764945873.0	0.0	436764945873.0	1.0	245.39180722066564	244.75045	114.56354922402295	287.000410017367	268.11314	160.53200650501768
PYRt2m_b	72925604780.0	0.0	72925604780.0	1.0	19.968456552710368	20.508695000000003	11.502796349643571	104.30657164357885	106.835955	54.74589287643854
FUMtm_b	169529467877.0	0.0	169529467877.0	1.0	89.38460811235073	83.32252	33.783783148982735	180.62936641791399	179.97751	81.32973044342194
CO2tm_b	444795834594.5	0.0	444795834594.5	1.0	154.57813547812313	152.25364000000002	80.08430702713503	169.85987015971546	179.094345	81.51348311839278
r0801_b	464863363137.0	0.0	464863363137.0	1.0	96.94428624265365	103.625015	45.97071774038134	107.19249046120048	104.79084499999999	66.07587924412788
H2Otm_b	437947750677.0	0.0	437947750677.0	1.0	229.18550851583157	228.8075	32.209473160382494	234.1031614080711	238.98226	17.56059344908179
NH4tm_b	366028397580.5	0.0	366028397580.5	1.0	101.92251413183726	102.17546	51.532952988615236	126.24883841554643	143.03548	57.03545075146874
NDPK3_b	812793901618.0	1.0	812793901618.0	0.0	0.004382781890003938	0.00445	0.0011342944325931094	0.0028083762600035647	0.00278	0.0013050369222331987
GLUDym_b	813954843774.0	1.0	813954843774.0	0.0	83.99097787485	83.64951500000001	46.49293082516377	34.188965800750765	32.484345000000005	20.491503259014117
ASPTA_b	170492174864.0	0.0	170492174864.0	1.0	35.12100917495033	31.7218	23.303593914211934	91.81471363877962	88.376745	51.21792113576127
r0074_b	999984000000.0	1.0	999984000000.0	0.0	0.07151440266000093	0.07235	0.04085844976095227	0.0	0.0	0.0
GLU5SAtmc_b	999996000000.0	1.0	999996000000.0	0.0	0.08076127591000103	0.07969	0.03378996024093123	0.0	0.0	0.0
G5SADs_b	999996000000.0	1.0	999996000000.0	0.0	0.08076127591000103	0.07969	0.03378996024093123	0.0	0.0	0.0
GHMT2r_b	538274408193.0	1.0	538274408193.0	0.0	39.658503843990054	38.186769999999996	23.812457109536318	35.78125876952009	36.243955	17.747602595431015
ALATA_L_b	238849078064.5	0.0	238849078064.5	1.0	0.01955217335999765	0.01807	0.013040100907644667	0.0364587327100047	0.04007	0.01839065155082654
MTHFC_b	989389684577.0	1.0	989389684577.0	0.0	10.523897559040508	10.87103	1.2031760941221583	5.695691546070018	5.93443	1.658299112020477
MTHFD2i_b	793123998877.5	1.0	793123998877.5	0.0	101.13058111278957	98.641715	43.93720495969648	57.797951363942055	56.74239	28.92027540568574
PTRCtex2_b	993068500000.0	1.0	993068500000.0	0.0	0.0002162760100004823	0.0002	0.00014106612881253106	0.0	0.0	0.0
H2Ot_b	152221638747.5	0.0	152221638747.5	1.0	132.00377435384667	130.271365	74.17325147476056	314.4875032457554	330.993125	143.37005569632043
PHLACHt_b	679340919126.5	1.0	679340919126.5	0.0	441.68442506724983	436.10546999999997	196.99911808086156	311.87237272038897	283.501735	199.44572639214178
