Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	std_SKBR3	mean_MDAMB231	std_MDAMB231	result	meanRatio	meanRatio_log
r0762	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0763	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0764	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0694	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0695	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0765	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0766	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0692	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0693	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0767	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0768	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0769	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0770	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0712	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0713	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0701	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0702	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0771	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0772	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0696	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0697	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0773	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
FA160ACPH	4.469224527607831	0.9944593553969876	4.469224527607831	0.0055406446030124	1888.315106666667	442.8850576551104	460.39658666666656	89.5192309498491	1.0	4.101496755956258	2.036150487374715
TMLYStd_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMLYSOX	1.1331074605160532	0.8397591200732716	1.1331074605160532	0.1602408799267284	0.0176366666666666	0.0220120456922012	0.0	0.0	0.0	inf	inf
GHMT3	-12.682704935796083	0.0001112973671648	-12.682704935796083	0.9998887026328352	10.781836666666669	0.502611614956209	17.77935	0.5968318532607533	-1.0	0.6064246818172019	-0.7215996217038391
TMABADH	-14.979164751884648	5.7859678552009966e-05	-14.979164751884648	0.999942140321448	11.958366666666668	0.7967405705888347	30.87373666666667	1.5982567029805408	-1.0	0.387331368268672	-1.3683597512460983
BBHOX	11.518067457328902	0.999837786114757	11.518067457328902	0.0001622138852428	0.1122099999999999	0.0137773896898747	0.0	0.0	1.0	inf	inf
SUCFUMtm_r	17.293612972057442	0.999967193583882	17.293612972057442	3.280641611791866e-05	98.73829	7.584394991524816	5.3291466666666665	0.9091065387266528	1.0	18.527973834460052	4.2116332159285434
palmitateActivation	-12.698476568504658	0.0001107565970535	-12.698476568504658	0.9998892434029464	15.866769999999995	3.149541248795873	52.02025	2.5083920121198484	-1.0	0.3050114138244241	-1.71306486414695
carnitineAcylTransferaseI	5.582461899113437	0.9974754244787456	5.582461899113437	0.0025245755212542	19.21137	1.7662855314095351	11.217723333333334	0.9904712120781476	1.0	1.7125908198246997	0.7761804971747515
CARN160t_m	-21.29859776461795	1.4366848674831262e-05	-21.29859776461795	0.9999856331513252	0.1387199999999999	0.1961797053723957	4.011933333333333	0.1662965155644847	-1.0	0.03457684574353177	-4.854049923967539
carnitineAcylTransferaseII	-3.40594951779906	0.01356415022735	-3.40594951779906	0.98643584977265	3.2308966666666663	0.3110556816534442	5.647329999999999	0.953913866027746	-1.0	0.5721104781669686	-0.8056343274057822
betaOxidation	-4.115910295065756	0.0073306276786301	-4.115910295065756	0.9926693723213698	0.0033866666666666	0.0047894699312368	0.0607433333333333	0.0191167244986047	-1.0	0.05575371782911598	-4.16478817819845
Biomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLCt1_r	11.49712994453609	0.9998366303365952	11.49712994453609	0.0001633696634048	395.82868	24.5960635157024	188.47947	6.748816082430065	1.0	2.100115625325135	1.0704687600299847
O2t_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLNt_r	-24.52376666265541	8.203018474976395e-06	-24.52376666265541	0.999991796981525	141.24992	9.114953283581148	413.61873	12.791338176550026	-1.0	0.3414978813942976	-1.5500514666250609
r0963_r	3.327863020348201	0.9854181422080116	3.327863020348201	0.0145818577919885	2.8286333333333338	0.8345709242612172	0.8553666666666667	0.0817197056338854	1.0	3.306924905498617	1.7254902848109077
THBPTt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ARGt5r_r	-14.831973391699016	6.01558179284367e-05	-14.831973391699016	0.9999398441820716	9.370786666666667	0.3720482811261048	26.30053666666667	1.5707746048650295	-1.0	0.35629640510504157	-1.4888501675859311
PHEtec_r	0.5364434777275514	0.6899517355552605	0.5364434777275514	0.3100482644447394	8.40553	1.4327033252096075	7.758333333333333	0.926522674100436	0.0	1.0834195488721805	0.11559202767949951
ILEtec_r	0.4465696732188878	0.6608518062347184	0.4465696732188878	0.3391481937652816	8.17599	1.4464230573613888	7.632890000000001	0.930563666423027	0.0	1.0711526040595372	0.09916403138257149
LEUtec_r	0.4465696732188878	0.6608518062347184	0.4465696732188878	0.3391481937652816	8.17599	1.4464230573613888	7.632890000000001	0.930563666423027	0.0	1.0711526040595372	0.09916403138257149
VALtec_r	0.4465696732188878	0.6608518062347184	0.4465696732188878	0.3391481937652816	8.17599	1.4464230573613888	7.632890000000001	0.930563666423027	0.0	1.0711526040595372	0.09916403138257149
METtec_r	0.4465696732188878	0.6608518062347184	0.4465696732188878	0.3391481937652816	8.17599	1.4464230573613888	7.632890000000001	0.930563666423027	0.0	1.0711526040595372	0.09916403138257149
r2526_r	-24.72251235625193	7.943805225921246e-06	-24.72251235625193	0.9999920561947742	142.67161333333334	9.302888633022652	418.08861666666667	12.71496249700678	-1.0	0.34124730415007315	-1.5511104460847127
GLYt4_r	-22.986980618708408	1.0610453869897874e-05	-22.986980618708408	0.99998938954613	149.21363999999997	10.455187383938505	416.1011066666667	12.66059537349208	-1.0	0.3585994788510215	-1.4795547033335932
r2532_r	-24.57210211881836	8.139016822206798e-06	-24.57210211881836	0.9999918609831776	141.25364000000002	9.111100945827932	412.97631666666666	12.71040662601668	-1.0	0.34203811283931984	-1.5477710032829024
PROPAT4te_r	-8.809610701960066	0.0004580150102256	-8.809610701960066	0.9995419849897744	2.9117	0.3353969780225616	5.112299999999999	0.1109248613551834	-1.0	0.5695479529761557	-0.8121107804193803
HDCAt	1.992835487295803	0.941464660584676	1.992835487295803	0.0585353394153241	170.69413666666665	9.05075477213672	156.22626	4.847416849395157	0.0	1.0926084812288706	0.12777652692151098
CRNt	5.446432723474419	0.9972402547320728	5.446432723474419	0.0027597452679273	12.514273333333334	1.6966989324043973	5.786490000000001	0.4158942116291916	1.0	2.162670864951522	1.112814119468522
GTHRDt2_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmLact	-6.612111251817625	0.0013560556757678	-6.612111251817625	0.9986439443242322	31.59982666666666	7.715100418276413	80.82488666666666	7.164061724661199	-1.0	0.39096654471028025	-1.3548829345301316
UREAt	1.4136410541059032	0.884822244665177	1.4136410541059032	0.1151777553348229	0.27642	0.2685446007649381	0.0079666666666666	0.0030617242781732	0.0	34.6970711297074	5.116741981178425
DmBiomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NH4t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GUDACtr2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CE2705t	-5.985167742570623	0.0019589556770856	-5.985167742570623	0.9980410443229144	51.54805	3.580196878729809	79.65179333333333	5.59274968319003	-1.0	0.6471674753671586	-0.6277889906818834
Dm2oxobutyrate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
H2Ot_f	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
H2Ot_b	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
PHLACHt_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHLACHt_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CO2t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmH2O2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmGSSG					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLUt4	3.8606368134726825	0.9909312933843928	3.8606368134726825	0.0090687066156073	1.4623166666666665	0.5356701918365648	0.0	0.0	1.0	inf	inf
ALAPAT4te	-25.618490105228474	6.894590401407648e-06	-25.618490105228474	0.9999931054095984	155.85428666666667	9.280191886429694	444.56576666666666	12.957166805528464	-1.0	0.35057644639454544	-1.5121990235225429
DmAla	-25.618490105228474	6.894590401407648e-06	-25.618490105228474	0.9999931054095984	155.85428666666667	9.280191886429694	444.56576666666666	12.957166805528464	-1.0	0.35057644639454544	-1.5121990235225429
ASPte_r	-1.970766372338343	0.0600320384262031	-1.970766372338343	0.9399679615737968	1.3375200000000005	0.238308454319187	1.6810200000000002	0.0629955617484279	0.0	0.7956597779919337	-0.32977642483338615
DmAsp	-1.970766372338343	0.0600320384262031	-1.970766372338343	0.9399679615737968	1.3375200000000005	0.238308454319187	1.6810200000000002	0.0629955617484279	0.0	0.7956597779919337	-0.32977642483338615
DmPalm	1.992835487295803	0.941464660584676	1.992835487295803	0.0585353394153241	170.69413666666665	9.05075477213672	156.22626	4.847416849395157	0.0	1.0926084812288706	0.12777652692151098
ATPM					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GACMTRc	-3.945544178511612	0.0084405033783602	-3.945544178511612	0.9915594966216396	49.92483333333333	13.611119076554855	102.96663	13.27369948245276	-1.0	0.48486420632911204	-1.0443473399312178
CKc_cho	18.85896532339076	0.9999767216207311	18.85896532339076	2.3278379268872167e-05	250.1881033333333	13.517250985813984	47.51824	6.947157106428499	1.0	5.265096167983774	2.396459882591203
CRTNsyn_cho					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CRTNtr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK1	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
NDPK5	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
NDPK8	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
NDPK7	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
DTMPK					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK4	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
HIStiDF_r	-41.023271468036974	1.0550708766416843e-06	-41.023271468036974	0.9999989449291232	0.01258	0.0060291956345768	1.63473	0.0555951292830586	-1.0	0.007695460412422846	-7.021776640389494
PTRCOX1	-1.5710799392548416	0.0956293017678664	-1.5710799392548416	0.9043706982321336	4.276653333333333	1.9753281217616028	7.11076	1.6144201964172769	0.0	0.6014340708072461	-0.7335214970247257
ABUTD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0465_1	5.356687769468698	0.9970703456621152	5.356687769468698	0.0029296543378847	1.4904799999999998	0.3310589549712658	0.1794333333333333	0.1010178513377159	1.0	8.306594835593536	3.054257186912424
ABUTH	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
GLUDC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HISDr	-0.0288297642698618	0.489190710022612	-0.0288297642698618	0.510809289977388	0.0451566666666666	0.027907318434816	0.0458733333333333	0.0213793924661628	0.0	0.9843772707455305	-0.02271674851071214
URCN	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
IZPN	-19.51943882210897	2.0309109275852163e-05	-19.51943882210897	0.999979690890724	0.0428966666666666	0.0141433478670677	1.5100266666666666	0.1053507061622696	-1.0	0.028407886836435515	-5.137564671305402
GluForTx					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FTCD	0.9486629296790547	0.801744672261721	0.9486629296790547	0.198255327738279	0.0905633333333333	0.0527557076427649	0.0522466666666666	0.0218990552815006	0.0	1.7333801199438577	0.7935880636287428
CARPEPT1tc_r	6.357904567586364	0.9984316916973682	6.357904567586364	0.0015683083026318	4.107043333333333	0.9135457007117316	0.0	0.0	1.0	inf	inf
NBAHH_ir	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
r0283	5.356687769468698	0.9970703456621152	5.356687769468698	0.0029296543378847	1.4904799999999998	0.3310589549712658	0.1794333333333333	0.1010178513377159	1.0	8.306594835593536	3.054257186912424
ASP1DC	-27.06790684429529	5.538104742126222e-06	-27.06790684429529	0.999994461895258	0.0027666666666666	0.0039126575225655	1.36674	0.0711558533549184	-1.0	0.0020242816239128144	-8.948374268761057
CSNt_r	6.525892742885698	0.9985761624658884	6.525892742885698	0.0014238375341116	40.16108	4.3548873327867685	18.37699333333333	1.822302919647433	1.0	2.1853999330322083	1.1278973202771763
bAlaSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LYSt5r_r	-14.86303330805753	5.966197056177637e-05	-14.86303330805753	0.9999403380294382	9.334063333333331	0.3988402876117487	26.17352	1.5518358914739236	-1.0	0.35662239291212383	-1.4875307998633982
LYStm	-17.711109817505857	2.985135755887609e-05	-17.711109817505857	0.999970148642441	3.11287	0.0429987627728984	11.15072	0.6403719152700768	-1.0	0.27916313924123287	-1.840819634516711
SACCD3m	-20.710342186222324	1.6056537903524416e-05	-20.710342186222324	0.9999839434620964	0.0940266666666666	0.0606802946231769	5.450036666666667	0.3606682420483155	-1.0	0.017252483316625992	-5.857052151899869
r0525	-20.710342186222324	1.6056537903524416e-05	-20.710342186222324	0.9999839434620964	0.0940266666666666	0.0606802946231769	5.450036666666667	0.3606682420483155	-1.0	0.017252483316625992	-5.857052151899869
AASAD3m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0450	-10.571262089329124	0.0002265373358849	-10.571262089329124	0.9997734626641152	0.7980166666666667	0.4455889006197927	4.400243333333333	0.1835226616948314	-1.0	0.1813573946289334	-2.4630925242304125
2OXOADOXm	-0.3070386624672159	0.3870672765414572	-0.3070386624672159	0.6129327234585429	5.1707600000000005	0.8712072296914591	5.373006666666666	0.3298058743496778	0.0	0.9623587538200216	-0.055353284183932566
GLUTCOADHm	-1.959649011478488	0.0608017856281921	-1.959649011478488	0.9391982143718078	7.139036666666667	0.2923802429865754	7.654683333333334	0.2301974263298545	0.0	0.9326364469681959	-0.10061328430367684
3HBCDm	4.030702524462615	0.9921377889671084	4.030702524462615	0.0078622110328914	9.687689999999998	1.7285888063002914	4.546013333333334	0.5161723604464781	1.0	2.1310298254001303	1.0915507848877433
HACD1m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMGCOASm	1.0072201485282997	0.8145938223598944	1.0072201485282997	0.1854061776401055	0.0207066666666666	0.0179938995835316	0.0063733333333333	0.0090132544375245	0.0	3.2489539748954037	1.6999753064065555
CYStec_r	3.807442036369246	0.9905090954576669	3.807442036369246	0.009490904542333	8.016913333333333	1.4501399938013644	3.789396666666667	0.6022946884669961	1.0	2.1156173498155817	1.0810787118353675
CYSTA	-4.411586203686399	0.0057931642293162	-4.411586203686399	0.9942068357706836	23.68499333333333	2.504457799422638	32.36110333333333	1.2096403125539248	-1.0	0.7318969656061376	-0.4502875306289231
CYANt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MCPST	-1.905363717685268	0.0647178832789246	-1.905363717685268	0.9352821167210754	45.47201	7.027155306727372	59.99776666666666	8.176677539695175	0.0	0.7578950438710775	-0.3999300224419248
TCYNTt					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CYSO	0.5351357523279604	0.6895393568608595	0.5351357523279604	0.3104606431391404	0.1368433333333333	0.1067256433831886	0.0890466666666666	0.0675622262971123	0.0	1.5367597514411926	0.6198916396570833
3SALATAi	-4.411586203686399	0.0057931642293162	-4.411586203686399	0.9942068357706836	23.68499333333333	2.504457799422638	32.36110333333333	1.2096403125539248	-1.0	0.7318969656061376	-0.4502875306289231
3SALAASPm	-8.19765232856456	0.0006032015429914	-8.19765232856456	0.9993967984570086	4.364313333333333	0.5305013443484905	7.967276666666667	0.3238969369345065	-1.0	0.5477798143489431	-0.8683319910843732
3SALATAim	3.7418249784453512	0.9899554093932824	3.7418249784453512	0.0100445906067175	134.01264999999998	7.179267147910477	111.07462	4.859643613867172	1.0	1.2065100920444292	0.27083998325491304
3SPYRSP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
3SPYRSPm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_3951					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExSulfitem					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHETHPTOX2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TYRt_r	7.346946996110332	0.9990861563176108	7.346946996110332	0.0009138436823892	0.22954	0.0161214536151882	0.1254433333333333	0.0118996928064924	1.0	1.8298302022161406	0.8717097808666302
TYRTA	-4.398194710605743	0.0058538143913329	-4.398194710605743	0.9941461856086672	23.70988333333333	2.504974339859703	32.36110333333333	1.2096403125539248	-1.0	0.732666098838204	-0.4487722325463296
34HPPOR	2.091313018021199	0.9476623607238864	2.091313018021199	0.0523376392761137	0.07303	0.0112982919063015	0.0384833333333333	0.020447781189057	0.0	1.8977046340407118	0.9242554632943786
HGNTOR	4.708635138921095	0.995375485339073	4.708635138921095	0.0046245146609269	0.1039066666666666	0.0312078156165335	0.0	0.0	1.0	inf	inf
MACACI	3.0465500077689533	0.9809216110162426	3.0465500077689533	0.0190783889837573	41.90113333333333	4.379121778944063	32.015746666666665	1.3713117905211138	1.0	1.3087663945366883	0.38820760949123895
FUMAC	-10.075875584734376	0.0002728955415459	-10.075875584734376	0.999727104458454	9.677816666666669	0.5895580842367353	13.994736666666668	0.1398032563601034	-1.0	0.6915326023759886	-0.5321308259014689
AACOAT	-3.2961883983943685	0.0150202859650753	-3.2961883983943685	0.9849797140349248	6.301793333333333	0.3329007589190644	7.42323	0.3473894892864012	-1.0	0.8489287457526351	-0.23628462763830732
r2534_r	-13.71559321223059	8.185149984498887e-05	-13.71559321223059	0.999918148500155	0.15908	0.1578078859457494	3.843493333333333	0.3455724496477627	-1.0	0.04138943044868904	-4.594593793695174
THRD_L					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OBDHc					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PPCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r1616_r	6.757591684652557	0.9987495436950156	6.757591684652557	0.0012504563049843	155.22215666666668	16.57635607216965	66.64075000000001	8.299771618629036	1.0	2.3292378412107704	1.2198579623550816
TRPO2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FKYNH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN	-9.472225586732868	0.000346508381101	-9.472225586732868	0.999653491618899	1.4568266666666665	0.1164420898510881	4.4649833333333335	0.4337637172726903	-1.0	0.3262781869286559	-1.6158255544749596
ANTHte					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN3OX	11.142821018995154	0.9998154242776884	11.142821018995154	0.0001845757223113	0.6240033333333334	0.0777895632816868	0.00791	0.0079300819667895	1.0	78.88790560471976	6.301732230847875
HKYNH	-9.472225586732868	0.000346508381101	-9.472225586732868	0.999653491618899	1.4568266666666665	0.1164420898510881	4.4649833333333335	0.4337637172726903	-1.0	0.3262781869286559	-1.6158255544749596
3HAO	13.855320935742151	0.999921345889612	13.855320935742151	7.865411038796298e-05	0.8057866666666667	0.0822467005754976	0.0	0.0	1.0	inf	inf
PCLAD	-4.105417077417955	0.0073937021192179	-4.105417077417955	0.992606297880782	0.0020033333333333	0.0028331411699541	0.01921	0.0052063230787187	-1.0	0.10428596217247788	-3.2613831236755217
AM6SAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AMCOXO					1.0	0.0	1.0	0.0	0.0	1.0	0.0
2OXOADPTm	-11.646207114585833	0.0001553577067324	-11.646207114585833	0.9998446422932676	0.0050766666666666	0.0020580627352493	0.0972266666666666	0.0109990009647341	-1.0	0.05221475589687263	-4.2593986195518605
ExCystineGlu					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExCystineSer					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystinePyruvate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineReductaseNADPH	2.008763973458144	0.9425195424049596	2.008763973458144	0.0574804575950403	32.27350666666667	3.1562274140322795	27.71297	0.5890099313820327	0.0	1.1645632592488886	0.21978900908582102
CystineReductaseNADH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineGSH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Ex3HB					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport3HB_forward					1.0	0.0	1.0	0.0	0.0	1.0	0.0
bBDH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OCOAT1m	-5.022529980057268	0.0036860960559244	-5.022529980057268	0.9963139039440756	1.24955	0.8674121387206891	4.613286666666667	0.3803570440461902	-1.0	0.2708589537755439	-1.8843863121675077
ACACT1m	-2.9359399063800584	0.0212804806778736	-2.9359399063800584	0.9787195193221264	51.93627	9.638829854389313	73.83629666666667	4.28660336235528	-1.0	0.703397547610843	-0.5075877898585223
G3PD1ir	4.658373548407922	0.9951993946909146	4.658373548407922	0.0048006053090855	1.15012	0.282093994382487	0.1875266666666666	0.0762945281276594	1.0	6.133101070070037	2.6166167259806192
GLYC3Ptm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G3PDm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DHAPtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_ala_B_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ala_B					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_octanoyl_ACP_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_octanoyl_ACP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMDK1	11.616812244902867	0.9998431018685856	11.616812244902867	0.0001568981314143	445.46114333333327	36.36592461977955	138.83324000000002	8.422058159693899	1.0	3.2086058305153236	1.6819465689001731
THYMDt1_r	-5.985167742570623	0.0019589556770856	-5.985167742570623	0.9980410443229144	51.54805	3.580196878729809	79.65179333333333	5.59274968319003	-1.0	0.6471674753671586	-0.6277889906818834
EX_thymd					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_HC00576_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_HC00576					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_4abut_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_4abut					1.0	0.0	1.0	0.0	0.0	1.0	0.0
