Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	std_MDAMB361	mean_SKBR3	std_SKBR3	result	meanRatio	meanRatio_log
r0760	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0761	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0762	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0763	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0764	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0694	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0695	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0765	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0766	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0692	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0693	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0767	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0768	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0769	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0770	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0712	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0713	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0701	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0702	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0771	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0772	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0696	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0697	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0773	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
FA160ACPH	-3.8422159017030704	0.009212312752776	-3.8422159017030704	0.990787687247224	666.2589966666666	78.59680425069263	1888.315106666667	442.8850576551104	-1.0	0.35283253007638904	-1.5029445158049288
TMLYStd_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMLYSOX	9.083812427023316	0.99959285336936	9.083812427023316	0.00040714663064	0.1779233333333333	0.0117551530071803	0.0176366666666666	0.0220120456922012	1.0	10.088263088263124	3.334605899693029
GHMT3	8.830410743036602	0.9995461103631018	8.830410743036602	0.0004538896368982	15.76138	0.6191664312606112	10.781836666666669	0.502611614956209	1.0	1.4618455544525344	0.547790897066361
TMABADH	2.9998059175678784	0.9800251933741287	2.9998059175678784	0.0199748066258712	14.685703333333333	1.0091523294770164	11.958366666666668	0.7967405705888347	1.0	1.2280693294234717	0.29639200891011064
BBHOX	-11.249830848434556	0.0001778277948276	-11.249830848434556	0.9998221722051724	0.0014333333333333	0.0020270394394014	0.1122099999999999	0.0137773896898747	-1.0	0.012773668419332513	-6.29068328334388
SUCFUMtm_r	-12.593622884808315	0.000114414257636	-12.593622884808315	0.999885585742364	24.02408	3.5875974545741145	98.73829	7.584394991524816	-1.0	0.2433106751190445	-2.039128475788794
palmitateActivation	3.8189341847007134	0.9906022678839004	3.8189341847007134	0.0093977321160995	27.49047	2.93404861112877	15.866769999999995	3.149541248795873	1.0	1.7325813634407008	0.792923104094768
carnitineAcylTransferaseI	9.853454131082076	0.9997024773907696	9.853454131082076	0.0002975226092304	32.91405666666666	0.8648926866123664	19.21137	1.7662855314095351	1.0	1.7132592140314127	0.7767434459378842
CARN160t_m	1.7539775719448392	0.9228510919874752	1.7539775719448392	0.0771489080125248	0.3866799999999999	0.0385297088837518	0.1387199999999999	0.1961797053723957	0.0	2.7874855824682827	1.4789643430938206
carnitineAcylTransferaseII	2.014876777039894	0.9429188254888504	2.014876777039894	0.0570811745111497	4.381959999999999	0.7456347465079668	3.2308966666666663	0.3110556816534442	0.0	1.3562674551646654	0.4396417051644539
betaOxidation	-1.0	0.1869504831500295	-1.0	0.8130495168499705	0.0	0.0	0.0033866666666666	0.0047894699312368	0.0	0.0	
Biomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLCt1_r	-0.2837499809368233	0.3953416640620999	-0.2837499809368233	0.6046583359379001	389.4987266666667	19.757172512010808	395.82868	24.5960635157024	0.0	0.984008350952909	-0.023257535595992376
O2t_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLNt_r	0.5867270066759367	0.7055484814659523	0.5867270066759367	0.2944515185340478	151.02412333333334	21.724476757883547	141.24992	9.114953283581148	0.0	1.0691979388967678	0.09652896159909281
r0963_r	16.469049414112522	0.9999602032936457	16.469049414112522	3.979670635431714e-05	20.25159333333333	1.241727344316062	2.8286333333333338	0.8345709242612172	1.0	7.159497519414556	2.8398583372538893
THBPTt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ARGt5r_r	4.927176578425381	0.9960556195526266	4.927176578425381	0.0039443804473733	16.64186666666667	2.053537336862637	9.370786666666667	0.3720482811261048	1.0	1.7759305871154183	0.8285751945363466
PHEtec_r	0.7229837042257907	0.7451482653793198	0.7229837042257907	0.2548517346206803	9.212956666666663	0.6647075915685695	8.40553	1.4327033252096075	0.0	1.096058983391489	0.1323254376749906
ILEtec_r	0.7188269321745734	0.7439996826287854	0.7188269321745734	0.2560003173712146	8.98133	0.6467167771134442	8.17599	1.4464230573613888	0.0	1.098500609712096	0.1355356705152842
LEUtec_r	0.7188269321745734	0.7439996826287854	0.7188269321745734	0.2560003173712146	8.98133	0.6467167771134442	8.17599	1.4464230573613888	0.0	1.098500609712096	0.1355356705152842
VALtec_r	0.7188269321745734	0.7439996826287854	0.7188269321745734	0.2560003173712146	8.98133	0.6467167771134442	8.17599	1.4464230573613888	0.0	1.098500609712096	0.1355356705152842
METtec_r	0.7188269321745734	0.7439996826287854	0.7188269321745734	0.2560003173712146	8.98133	0.6467167771134442	8.17599	1.4464230573613888	0.0	1.098500609712096	0.1355356705152842
r2526_r	0.1410021699885451	0.5526579389443125	0.1410021699885451	0.4473420610556875	145.06929333333332	22.17580781726088	142.67161333333334	9.302888633022652	0.0	1.0168055855259597	0.024043860503178693
GLYt4_r	0.1107254025353994	0.5414163109814134	0.1107254025353994	0.4585836890185866	151.15945	22.54618255406592	149.21363999999997	10.455187383938505	0.0	1.013040429815934	0.018691752353287374
r2532_r	0.586980609038688	0.705625840436218	0.586980609038688	0.294374159563782	151.0302366666667	21.72130794114439	141.25364000000002	9.111100945827932	0.0	1.069213060043385	0.09654936478935713
PROPAT4te_r	-3.8514872021952713	0.0091396972676987	-3.8514872021952713	0.9908603027323012	1.8807233333333333	0.1755476319660532	2.9117	0.3353969780225616	-1.0	0.6459193369280259	-0.6305740839619057
HDCAt	-11.428929122028851	0.000167206151151	-11.428929122028851	0.9998327938488488	94.47728666666666	2.651171207527385	170.69413666666665	9.05075477213672	-1.0	0.553488763654272	-0.8533740656579581
CRNt	1.9378398337567933	0.937656759626353	1.9378398337567933	0.0623432403736469	15.959546666666668	1.8555390379856973	12.514273333333334	1.6966989324043973	0.0	1.2753075022068134	0.3508451517274738
GTHRDt2_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmLact	-4.767834359286813	0.0044270648933232	-4.767834359286813	0.9955729351066768	5.379556666666666	0.981946415385732	31.59982666666666	7.715100418276413	-1.0	0.17024006882738177	-2.5543574556596456
UREAt	0.3040526599885486	0.6118757310179075	0.3040526599885486	0.3881242689820925	0.33464	0.0348277159744936	0.27642	0.2685446007649381	0.0	1.2106215179798856	0.2757478993186679
DmBiomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NH4t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GUDACtr2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CE2705t	13.084651631825515	0.999901519987998	13.084651631825515	9.848001200193432e-05	116.04908	5.9818468844998005	51.54805	3.580196878729809	1.0	2.2512797283311397	1.170745327162193
Dm2oxobutyrate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
H2Ot_f	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
H2Ot_b	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
PHLACHt_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHLACHt_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CO2t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmH2O2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmGSSG					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLUt4	14.436309951645388	0.9999330839742844	14.436309951645388	6.691602571548861e-05	7.837146666666666	0.321011919854838	1.4623166666666665	0.5356701918365648	1.0	5.359404597727351	2.4220727335900136
ALAPAT4te	0.4827143050711636	0.6727363722264121	0.4827143050711636	0.3272636277735878	164.17460666666668	22.540497520070165	155.85428666666667	9.280191886429694	0.0	1.0533852496325307	0.07503316294227975
DmAla	0.4827143050711636	0.6727363722264121	0.4827143050711636	0.3272636277735878	164.17460666666668	22.540497520070165	155.85428666666667	9.280191886429694	0.0	1.0533852496325307	0.07503316294227975
ASPte_r	-3.3320537166377946	0.0145249929456082	-3.3320537166377946	0.9854750070543918	0.7671866666666666	0.0424791684894555	1.3375200000000005	0.238308454319187	-1.0	0.5735889307574215	-0.8019109120181606
DmAsp	-3.3320537166377946	0.0145249929456082	-3.3320537166377946	0.9854750070543918	0.7671866666666666	0.0424791684894555	1.3375200000000005	0.238308454319187	-1.0	0.5735889307574215	-0.8019109120181606
DmPalm	-11.428929122028851	0.000167206151151	-11.428929122028851	0.9998327938488488	94.47728666666666	2.651171207527385	170.69413666666665	9.05075477213672	-1.0	0.553488763654272	-0.8533740656579581
ATPM					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GACMTRc	6.626625564828453	0.9986549608820048	6.626625564828453	0.0013450391179952	135.60473	12.21018941115439	49.92483333333333	13.611119076554855	1.0	2.7161779208076138	1.441577985127437
CKc_cho	-0.9242616665399792	0.2038300477975696	-0.9242616665399792	0.7961699522024304	236.6283533333333	15.740219461588064	250.1881033333333	13.517250985813984	0.0	0.9458017794637744	-0.08039023875336229
CRTNsyn_cho					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CRTNtr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK1	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
NDPK5	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
NDPK8	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
NDPK7	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
DTMPK					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK4	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
HIStiDF_r	-2.310206311946091	0.0410068491840267	-2.310206311946091	0.9589931508159732	0.0018466666666666	0.0026115810451823	0.01258	0.0060291956345768	-1.0	0.14679385267620032	-2.7681365415513093
PTRCOX1	0.370120993374264	0.6349716233825062	0.370120993374264	0.3650283766174937	4.830513333333333	0.7593956439754505	4.276653333333333	1.9753281217616028	0.0	1.1295078082862302	0.17569424411469337
ABUTD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0465_1	-2.37487824237875	0.0382069738304887	-2.37487824237875	0.9617930261695112	0.8291666666666666	0.2132654066858685	1.4904799999999998	0.3310589549712658	-1.0	0.5563084822786396	-0.8460429917261184
ABUTH	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
GLUDC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HISDr	14.58946091820711	0.9999358077046044	14.58946091820711	6.419229539558816e-05	0.9163333333333332	0.0797019691656917	0.0451566666666666	0.027907318434816	1.0	20.292315641839547	4.342861601400206
URCN	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
IZPN	7.4946157176564	0.9991522673210568	7.4946157176564	0.0008477326789432	0.7107366666666667	0.1252234095083219	0.0428966666666666	0.0141433478670677	1.0	16.56857564690344	4.0503776784078855
GluForTx					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FTCD	4.858610499229413	0.9958561921549184	4.858610499229413	0.0041438078450815	0.4022633333333333	0.0738128973975566	0.0905633333333333	0.0527557076427649	1.0	4.441790275681845	2.151141275960828
CARPEPT1tc_r	-5.509751533868195	0.0026470855129013	-5.509751533868195	0.9973529144870988	0.5416366666666667	0.054156199604067	4.107043333333333	0.9135457007117316	-1.0	0.13187994932282995	-2.922702857147043
NBAHH_ir	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
r0283	-2.37487824237875	0.0382069738304887	-2.37487824237875	0.9617930261695112	0.8291666666666666	0.2132654066858685	1.4904799999999998	0.3310589549712658	-1.0	0.5563084822786396	-0.8460429917261184
ASP1DC	30.59943459873453	0.9999966023255156	30.59943459873453	3.3976744844837484e-06	1.26297	0.0581112249627098	0.0027666666666666	0.0039126575225655	1.0	456.49518072290255	8.83445581935143
CSNt_r	12.329739966781766	0.9998756927488216	12.329739966781766	0.0001243072511782	79.29572	1.0879131450626005	40.16108	4.3548873327867685	1.0	1.9744419223785816	0.9814449319771936
bAlaSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LYSt5r_r	-0.3979782069181781	0.3554863249519313	-0.3979782069181781	0.6445136750480687	9.155596666666668	0.4930630903061213	9.334063333333331	0.3988402876117487	0.0	0.9808800668804836	-0.027851347326043777
LYStm	-0.2879505061848202	0.3938441219312832	-0.2879505061848202	0.6061558780687167	3.02807	0.4142532807353491	3.11287	0.0429987627728984	0.0	0.9727582584560229	-0.03984677154430788
SACCD3m	5.049863819010216	0.9963841112176832	5.049863819010216	0.0036158887823166	0.5048066666666666	0.0977335375168399	0.0940266666666666	0.0606802946231769	1.0	5.368760635280775	2.4245890841699156
r0525	5.049863819010216	0.9963841112176832	5.049863819010216	0.0036158887823166	0.5048066666666666	0.0977335375168399	0.0940266666666666	0.0606802946231769	1.0	5.368760635280775	2.4245890841699156
AASAD3m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0450	20.45972015288269	0.9999831485469444	20.45972015288269	1.6851453055682554e-05	13.420783333333333	0.7501481872418425	0.7980166666666667	0.4455889006197927	1.0	16.817672980931892	4.071906192209249
2OXOADOXm	-3.955482338762121	0.0083704408033593	-3.955482338762121	0.9916295591966406	2.7002399999999995	0.1456069135263387	5.1707600000000005	0.8712072296914591	-1.0	0.5222133690211882	-0.9372887027791543
GLUTCOADHm	8.810600253990717	0.999542182302714	8.810600253990717	0.0004578176972859	9.24728	0.170376909233617	7.139036666666667	0.2923802429865754	1.0	1.2953120192220144	0.37329966112668445
3HBCDm	-0.0676308233945561	0.4746625793192688	-0.0676308233945561	0.5253374206807311	9.600873333333332	0.5546842130037193	9.687689999999998	1.7285888063002914	0.0	0.9910384553318009	-0.012987055396802541
HACD1m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMGCOASm	28.00442404679967	0.9999951634926392	28.00442404679967	4.836507360938155e-06	53.25988666666666	2.6884996452461905	0.0207066666666666	0.0179938995835316	1.0	2572.113007083073	11.328738314255155
CYStec_r	0.3628535263639381	0.632462309076099	0.3628535263639381	0.367537690923901	8.422826666666667	0.6324072083361764	8.016913333333333	1.4501399938013644	0.0	1.050632121922236	0.07125759909458178
CYSTA	-4.881591451615314	0.004075627733448	-4.881591451615314	0.995924372266552	14.606333333333334	0.8032524992941026	23.68499333333333	2.504457799422638	-1.0	0.6166914690567784	-0.6973792058190516
CYANt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MCPST	4.957701653922617	0.9961406351063228	4.957701653922617	0.0038593648936771	71.10431666666666	2.020152039250731	45.47201	7.027155306727372	1.0	1.563694164094938	0.6449583700048305
TCYNTt					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CYSO	0.4471644036949331	0.6610492567678145	0.4471644036949331	0.3389507432321855	0.1786799999999999	0.0782084074764343	0.1368433333333333	0.1067256433831886	0.0	1.3057267434779427	0.38485300785120846
3SALATAi	-4.881591451615314	0.004075627733448	-4.881591451615314	0.995924372266552	14.606333333333334	0.8032524992941026	23.68499333333333	2.504457799422638	-1.0	0.6166914690567784	-0.6973792058190516
3SALAASPm	-4.890803114815457	0.0040486822210214	-4.890803114815457	0.9959513177789784	2.4613066666666668	0.1461656871118829	4.364313333333333	0.5305013443484905	-1.0	0.5639619520138335	-0.8263302611508168
3SALATAim	-14.995959930373282	5.760467418772564e-05	-14.995959930373282	0.9999423953258124	56.17623	1.529886073405466	134.01264999999998	7.179267147910477	-1.0	0.41918602460290133	-1.2543374757509855
3SPYRSP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
3SPYRSPm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_3951					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExSulfitem					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHETHPTOX2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TYRt_r	0.1214912174299556	0.5454196515432492	0.1214912174299556	0.4545803484567509	0.2316266666666666	0.0181684090907511	0.22954	0.0161214536151882	0.0	1.0090906450582322	0.0130557753384628
TYRTA	25.30203002660258	0.99999275579497	25.30203002660258	7.244205030060256e-06	144.06376	6.243178324448751	23.70988333333333	2.504974339859703	1.0	6.076105815226141	2.603146994555717
34HPPOR	2.472272178214225	0.9656105915874847	2.472272178214225	0.0343894084125151	0.1776	0.0587404613533125	0.07303	0.0112982919063015	1.0	2.4318773106942353	1.2820704460027694
HGNTOR	16.266261828087334	0.9999582067459586	16.266261828087334	4.179325404138925e-05	7.665023333333333	0.6566338036954503	0.1039066666666666	0.0312078156165335	1.0	73.7683498011036	6.204930057797595
MACACI	-6.027892382466598	0.0019085353715698	-6.027892382466598	0.99809146462843	23.01225	0.679661935425742	41.90113333333333	4.379121778944063	-1.0	0.5492035219413318	-0.8645872176343196
FUMAC	-0.5381405781048729	0.3095136029008446	-0.5381405781048729	0.6904863970991554	9.34102	0.6601546464781318	9.677816666666669	0.5895580842367353	0.0	0.9651991065477922	-0.05110151478714405
AACOAT	0.4585893891727586	0.6648301540844579	0.4585893891727586	0.335169845915542	6.416946666666667	0.1236239160608586	6.301793333333333	0.3329007589190644	0.0	1.0182731053276899	0.026124550470459394
r2534_r	3.301077460677602	0.9850483937745615	3.301077460677602	0.0149516062254385	0.5585066666666667	0.0661674221619337	0.15908	0.1578078859457494	1.0	3.5108540776129415	1.8118220344188734
THRD_L					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OBDHc					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PPCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r1616_r	2.8219160661634035	0.9761324378417509	2.8219160661634035	0.0238675621582491	209.27247666666668	21.423303275977045	155.22215666666668	16.57635607216965	1.0	1.3482126595887396	0.4310480771845363
TRPO2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FKYNH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN	-9.956712030985305	0.000285760619243	-9.956712030985305	0.999714239380757	0.6120166666666668	0.0289776584438579	1.4568266666666665	0.1164420898510881	-1.0	0.42010259742636974	-1.2511863890854071
ANTHte					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN3OX	3.0376072368688263	0.980753820192743	3.0376072368688263	0.0192461798072569	0.8628433333333333	0.0794569503288136	0.6240033333333334	0.0777895632816868	1.0	1.3827543656283887	0.467544896933957
HKYNH	-9.956712030985305	0.000285760619243	-9.956712030985305	0.999714239380757	0.6120166666666668	0.0289776584438579	1.4568266666666665	0.1164420898510881	-1.0	0.42010259742636974	-1.2511863890854071
3HAO	-13.394909161916813	8.982462516417085e-05	-13.394909161916813	0.9999101753748358	0.0115533333333333	0.0163388806906171	0.8057866666666667	0.0822467005754976	-1.0	0.014337955455538232	-6.1240168745529875
PCLAD	1.0647605574362349	0.8265051821663163	1.0647605574362349	0.1734948178336837	0.00895	0.0087808086188004	0.0020033333333333	0.0028331411699541	0.0	4.467554076539176	2.1594851921616134
AM6SAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AMCOXO					1.0	0.0	1.0	0.0	0.0	1.0	0.0
2OXOADPTm	2.0586150205362825	0.9456884762035626	2.0586150205362825	0.0543115237964375	0.0092133333333333	0.0019596144745558	0.0050766666666666	0.0020580627352493	0.0	1.8148391332895775	0.8598416739009801
ExCystineGlu					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExCystineSer					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystinePyruvate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineReductaseNADPH	-4.446203497175708	0.0056398715035569	-4.446203497175708	0.9943601284964432	21.241766666666667	1.5331449172280565	32.27350666666667	3.1562274140322795	-1.0	0.6581796916604041	-0.6034465825436508
CystineReductaseNADH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineGSH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Ex3HB					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport3HB_forward					1.0	0.0	1.0	0.0	0.0	1.0	0.0
bBDH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OCOAT1m	2.870471320092045	0.9772764893594764	2.870471320092045	0.0227235106405236	3.2495	0.4674054929787054	1.24955	0.8674121387206891	1.0	2.6005361930294906	1.3788091168192522
ACACT1m	-2.343936063797881	0.0395186993991642	-2.343936063797881	0.9604813006008358	35.724	1.6655486625333586	51.93627	9.638829854389313	-1.0	0.687843004513031	-0.5398487777167931
G3PD1ir	-0.4542498345931128	0.3366032034702709	-0.4542498345931128	0.6633967965297289	1.00212	0.3643209599606735	1.15012	0.282093994382487	0.0	0.8713177755364656	-0.19872911936987378
GLYC3Ptm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G3PDm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DHAPtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_ala_B_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ala_B					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_octanoyl_ACP_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_octanoyl_ACP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMDK1	-5.369052153041418	0.0029055006331601	-5.369052153041418	0.9970944993668398	281.84441	23.12691683866371	445.46114333333327	36.36592461977955	-1.0	0.6327025695013295	-0.6604006400187992
THYMDt1_r	13.084651631825515	0.999901519987998	13.084651631825515	9.848001200193432e-05	116.04908	5.9818468844998005	51.54805	3.580196878729809	1.0	2.2512797283311397	1.170745327162193
EX_thymd					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_HC00576_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_HC00576					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_4abut_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_4abut					1.0	0.0	1.0	0.0	0.0	1.0	0.0
