Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	std_MCF7	mean_MDAMB361	std_MDAMB361	result	meanRatio	meanRatio_log
r0762	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0763	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0764	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0694	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0695	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0765	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0766	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0692	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0693	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0767	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0768	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0769	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0770	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0712	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0713	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0701	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0702	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0771	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0772	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0696	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0697	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
r0773	-4.3409485772211465	0.0061219044032788	-4.3409485772211465	0.9938780955967212	345.5619566666667	68.82113279773608	666.22373	78.59342551872939	-1.0	0.5186875536040523	-0.9470623435957836
FA160ACPH	-4.340803140883029	0.006122604183509	-4.340803140883029	0.9938773958164908	345.60137000000003	68.82053651492845	666.2589966666666	78.59680425069263	-1.0	0.5187192544176727	-0.9469741725788536
TMLYStd_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMLYSOX	9.80181436017028	0.9996963697378692	9.80181436017028	0.0003036302621308	0.6136066666666666	0.0617518314618189	0.1779233333333333	0.0117551530071803	1.0	3.448713865522604	1.786058435578708
GHMT3	4.714953049636107	0.9953970608253828	4.714953049636107	0.004602939174617	21.05800333333333	1.4630585781467838	15.76138	0.6191664312606112	1.0	1.3360507349821733	0.4179747935285921
TMABADH	-0.5671491652969357	0.300463343431856	-0.5671491652969357	0.699536656568144	14.093736666666668	1.077253213697792	14.685703333333333	1.0091523294770164	0.0	0.9596909556709463	-0.05935819790951245
BBHOX	-1.0	0.1869504831500295	-1.0	0.8130495168499705	0.0	0.0	0.0014333333333333	0.0020270394394014	0.0	0.0	
SUCFUMtm_r	0.7838000442726734	0.7615153746815301	0.7838000442726734	0.2384846253184699	27.635996666666667	5.440622919913574	24.02408	3.5875974545741145	0.0	1.1503456809445634	0.2020674587739902
palmitateActivation	0.9965541229898204	0.8123085411450504	0.9965541229898204	0.1876914588549497	31.36381666666667	4.648102059940404	27.49047	2.93404861112877	0.0	1.1408977971881409	0.19016955929189994
carnitineAcylTransferaseI	-7.100365131787492	0.0010390722629026	-7.100365131787492	0.9989609277370972	19.17916	2.5953252707640844	32.91405666666666	0.8648926866123664	-1.0	0.5827042285985816	-0.7791643147391654
CARN160t_m	6.811125546816029	0.998785836082991	6.811125546816029	0.001214163917009	2.90531	0.5215290627248558	0.3866799999999999	0.0385297088837518	1.0	7.513473673321611	2.909480057224817
carnitineAcylTransferaseII	1.3025601733978474	0.8686714252078263	1.3025601733978474	0.1313285747921737	5.488226666666666	0.9416240402387548	4.381959999999999	0.7456347465079668	0.0	1.252459325659446	0.32476375182587885
betaOxidation	1.73513113998236	0.9211333696348836	1.73513113998236	0.0788666303651163	0.0376066666666666	0.0306512037102768	0.0	0.0	0.0	inf	inf
Biomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLCt1_r	-5.767934947040655	0.0022421501589782	-5.767934947040655	0.9977578498410218	266.0976633333333	22.9148041248932	389.4987266666667	19.757172512010808	-1.0	0.683179802949805	-0.5496627701263582
O2t_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLNt_r	3.618413885539664	0.9888056567258184	3.618413885539664	0.0111943432741816	347.38695	73.60708719155787	151.02412333333334	21.724476757883547	1.0	2.3002083530275748	1.2017645465024764
r0963_r	-22.128942566084675	1.2342101660303647e-05	-22.128942566084675	0.9999876578983398	0.5113833333333334	0.2227859981137853	20.25159333333333	1.241727344316062	-1.0	0.02525151107451958	-5.307486467079113
THBPTt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ARGt5r_r	4.087573445028456	0.9924975325282596	4.087573445028456	0.0075024674717405	45.07538333333333	9.620669323217015	16.64186666666667	2.053537336862637	1.0	2.7085533273510976	1.4375224955893233
PHEtec_r	-1.2617441460675802	0.1378013231099094	-1.2617441460675802	0.8621986768900906	8.419903333333332	0.5901544213923072	9.212956666666663	0.6647075915685695	0.0	0.9139197803672873	-0.12986055711537087
ILEtec_r	-1.5176809286549768	0.1018502784994108	-1.5176809286549768	0.8981497215005891	8.05216	0.5756812372022097	8.98133	0.6467167771134442	0.0	0.8965442757364445	-0.15755326270491116
LEUtec_r	-1.5176809286549768	0.1018502784994108	-1.5176809286549768	0.8981497215005891	8.05216	0.5756812372022097	8.98133	0.6467167771134442	0.0	0.8965442757364445	-0.15755326270491116
VALtec_r	-1.5176809286549768	0.1018502784994108	-1.5176809286549768	0.8981497215005891	8.05216	0.5756812372022097	8.98133	0.6467167771134442	0.0	0.8965442757364445	-0.15755326270491116
METtec_r	-1.5176809286549768	0.1018502784994108	-1.5176809286549768	0.8981497215005891	8.05216	0.5756812372022097	8.98133	0.6467167771134442	0.0	0.8965442757364445	-0.15755326270491116
r2526_r	3.7627007930664296	0.9901356570975536	3.7627007930664296	0.0098643429024464	349.5878733333334	73.6002106079153	145.06929333333332	22.17580781726088	1.0	2.409799243524727	1.2689129628721305
GLYt4_r	3.669524124162917	0.9892999484422452	3.669524124162917	0.0107000515577548	350.81577	73.56913968167133	151.15945	22.54618255406592	1.0	2.3208325380913997	1.214642427386756
r2532_r	3.618164963070256	0.9888031835102498	3.618164963070256	0.0111968164897502	347.39226666666667	73.61320275437568	151.0302366666667	21.72130794114439	1.0	2.3001504489023836	1.2017282284682267
PROPAT4te_r	1.5568575074043196	0.9027528627147346	1.5568575074043196	0.0972471372852653	2.19561	0.2258307158027888	1.8807233333333333	0.1755476319660532	0.0	1.1674284893932654	0.2233341806352281
HDCAt	2.0057585934407034	0.9423221120082051	2.0057585934407034	0.0576778879917947	109.51409333333334	10.265273722456485	94.47728666666666	2.651171207527385	0.0	1.15915790130298	0.21307710466214422
CRNt	-4.878533046514197	0.0040846222629739	-4.878533046514197	0.995915377737026	9.074089999999998	0.7354953666747333	15.959546666666668	1.8555390379856973	-1.0	0.5685681548180983	-0.8145947981452236
GTHRDt2_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmLact	7.66916412379702	0.9992229677116726	7.66916412379702	0.0007770322883273	30.83566	4.590318190546999	5.379556666666666	0.981946415385732	1.0	5.732007656145148	2.519040536584577
UREAt	-9.65090231791993	0.0003223935859984	-9.65090231791993	0.9996776064140016	0.0321	0.0274311878464398	0.33464	0.0348277159744936	-1.0	0.09592397800621563	-3.3819647006343696
DmBiomass					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NH4t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PTRCtex2_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GUDACtr2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CE2705t	-2.006416928859242	0.0576345769464969	-2.006416928859242	0.942365423053503	88.15169666666668	18.731375821802896	116.04908	5.9818468844998005	0.0	0.7596070271876922	-0.3966748428465808
Dm2oxobutyrate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
H2Ot_f	-2.50466764849402	0.0332172241097988	-2.50466764849402	0.9667827758902012	0.2900233333333333	0.0815369856091223	1.2280633333333333	0.5233328954775238	-1.0	0.23616317290910618	-2.0821440852908704
H2Ot_b	-2.50466764849402	0.0332172241097988	-2.50466764849402	0.9667827758902012	0.2900233333333333	0.0815369856091223	1.2280633333333333	0.5233328954775238	-1.0	0.23616317290910618	-2.0821440852908704
PHLACHt_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHLACHt_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CO2t					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmH2O2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DmGSSG					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLUt4	-34.526440984867534	2.0993706023842942e-06	-34.526440984867534	0.9999979006293976	0.0	0.0	7.837146666666666	0.321011919854838	-1.0	0.0	
ALAPAT4te	3.811781630350327	0.9905444081156156	3.811781630350327	0.0094555918843841	394.11140666666665	82.27740959429481	164.17460666666668	22.540497520070165	1.0	2.400562514925674	1.2633725068354522
DmAla	3.811781630350327	0.9905444081156156	3.811781630350327	0.0094555918843841	394.11140666666665	82.27740959429481	164.17460666666668	22.540497520070165	1.0	2.400562514925674	1.2633725068354522
ASPte_r	-4.096248886233271	0.0074493476205012	-4.096248886233271	0.9925506523794988	0.4928433333333333	0.0846559477466816	0.7671866666666666	0.0424791684894555	-1.0	0.642403413337041	-0.638448536416725
DmAsp	-4.096248886233271	0.0074493476205012	-4.096248886233271	0.9925506523794988	0.4928433333333333	0.0846559477466816	0.7671866666666666	0.0424791684894555	-1.0	0.642403413337041	-0.638448536416725
DmPalm	2.0057585934407034	0.9423221120082051	2.0057585934407034	0.0576778879917947	109.51409333333334	10.265273722456485	94.47728666666666	2.651171207527385	0.0	1.15915790130298	0.21307710466214422
ATPM					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GACMTRc	-8.228175996872782	0.0005947138583229	-8.228175996872782	0.999405286141677	46.01159333333334	9.382618987117734	135.60473	12.21018941115439	-1.0	0.3393066992083045	-1.5593381802549566
CKc_cho	-11.011246784500218	0.0001933150128265	-11.011246784500218	0.9998066849871734	76.14881666666668	13.306278664874297	236.6283533333333	15.740219461588064	-1.0	0.32180765996117744	-1.635729428066276
CRTNsyn_cho					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CRTNtr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK1	-13.810657961604871	7.965893874182366e-05	-13.810657961604871	0.9999203410612582	340.2984633333333	64.14992826657999	1307.3455633333333	75.4379947535442	-1.0	0.2602972564236771	-1.9417679893105888
NDPK5	-13.810657961604871	7.965893874182366e-05	-13.810657961604871	0.9999203410612582	340.2984633333333	64.14992826657999	1307.3455633333333	75.4379947535442	-1.0	0.2602972564236771	-1.9417679893105888
NDPK8	-13.810657961604871	7.965893874182366e-05	-13.810657961604871	0.9999203410612582	340.2984633333333	64.14992826657999	1307.3455633333333	75.4379947535442	-1.0	0.2602972564236771	-1.9417679893105888
NDPK7	-13.810657961604871	7.965893874182366e-05	-13.810657961604871	0.9999203410612582	340.2984633333333	64.14992826657999	1307.3455633333333	75.4379947535442	-1.0	0.2602972564236771	-1.9417679893105888
DTMPK					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NDPK4	-13.810657961604871	7.965893874182366e-05	-13.810657961604871	0.9999203410612582	340.2984633333333	64.14992826657999	1307.3455633333333	75.4379947535442	-1.0	0.2602972564236771	-1.9417679893105888
HIStiDF_r	-1.0	0.1869504831500295	-1.0	0.8130495168499705	0.0	0.0	0.0018466666666666	0.0026115810451823	0.0	0.0	
PTRCOX1	-3.98237232536101	0.0081843443055095	-3.98237232536101	0.9918156556944904	1.9553966666666664	0.6824756537944942	4.830513333333333	0.7593956439754505	-1.0	0.40480100803641295	-1.3047152122481154
ABUTD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0465_1	2.6416619850384087	0.9712598044057869	2.6416619850384087	0.0287401955942131	1.2833433333333333	0.1167758634688217	0.8291666666666666	0.2132654066858685	1.0	1.5477507537688442	0.630173161886993
ABUTH	-2.50466764849402	0.0332172241097988	-2.50466764849402	0.9667827758902012	0.2900233333333333	0.0815369856091223	1.2280633333333333	0.5233328954775238	-1.0	0.23616317290910618	-2.0821440852908704
GLUDC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HISDr	-15.128778745384258	5.563660954786255e-05	-15.128778745384258	0.999944363390452	0.0300533333333333	0.0226139047687233	0.9163333333333332	0.0797019691656917	-1.0	0.03279738086576934	-4.930275581115458
URCN	-2.50466764849402	0.0332172241097988	-2.50466764849402	0.9667827758902012	0.2900233333333333	0.0815369856091223	1.2280633333333333	0.5233328954775238	-1.0	0.23616317290910618	-2.0821440852908704
IZPN	-3.7189552454674977	0.0102465959775675	-3.7189552454674977	0.9897534040224324	0.2467633333333333	0.1242929610056641	0.7107366666666667	0.1252234095083219	-1.0	0.3471937567125189	-1.5261870896190004
GluForTx					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FTCD	-0.1929603031224129	0.4281957530471849	-0.1929603031224129	0.5718042469528151	0.3689733333333334	0.2325504332875392	0.4022633333333333	0.0738128973975566	0.0	0.9172432651911271	-0.12462368828466203
CARPEPT1tc_r	-14.14408554290487	7.252473250229048e-05	-14.14408554290487	0.9999274752674976	0.0	0.0	0.5416366666666667	0.054156199604067	-1.0	0.0	
NBAHH_ir	-2.50466764849402	0.0332172241097988	-2.50466764849402	0.9667827758902012	0.2900233333333333	0.0815369856091223	1.2280633333333333	0.5233328954775238	-1.0	0.23616317290910618	-2.0821440852908704
r0283	2.6416619850384087	0.9712598044057869	2.6416619850384087	0.0287401955942131	1.2833433333333333	0.1167758634688217	0.8291666666666666	0.2132654066858685	1.0	1.5477507537688442	0.630173161886993
ASP1DC	-11.64972887809239	0.0001551744147156	-11.64972887809239	0.9998448255852844	0.5200066666666666	0.0689755596006456	1.26297	0.0581112249627098	-1.0	0.4117331897564207	-1.280218346089643
CSNt_r	-6.362831784916355	0.0015638208570306	-6.362831784916355	0.9984361791429692	53.187666666666665	5.6999260404402525	79.29572	1.0879131450626005	-1.0	0.6707507878945631	-0.5761512507449705
bAlaSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LYSt5r_r	5.2692212569676045	0.9968922853188916	5.2692212569676045	0.0031077146811085	45.06959666666666	9.626388945007136	9.155596666666668	0.4930630903061213	1.0	4.922628017325649	2.299428725184082
LYStm	3.9334824415537137	0.991473514588714	3.9334824415537137	0.0085264854112858	10.396736666666667	2.616685113934974	3.02807	0.4142532807353491	1.0	3.433453211671681	1.7796603038654732
SACCD3m	-6.44399016433235	0.0014921296408797	-6.44399016433235	0.9985078703591204	0.04887	0.0214557824373757	0.5048066666666666	0.0977335375168399	-1.0	0.09680933954913433	-3.368709953522266
r0525	-6.44399016433235	0.0014921296408797	-6.44399016433235	0.9985078703591204	0.04887	0.0214557824373757	0.5048066666666666	0.0977335375168399	-1.0	0.09680933954913433	-3.368709953522266
AASAD3m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0450	-11.979538493856625	0.0001391395433395	-11.979538493856625	0.9998608604566604	4.84984	0.679013037037336	13.420783333333333	0.7501481872418425	-1.0	0.36136787842736456	-1.4684598224787424
2OXOADOXm	8.216407503731315	0.9994020313116562	8.216407503731315	0.0005979686883439	4.575843333333333	0.2881282725145557	2.7002399999999995	0.1456069135263387	1.0	1.6946061584649268	0.7609500171663328
GLUTCOADHm	4.789933902640723	0.9956440086742524	4.789933902640723	0.0043559913257475	10.593646666666666	0.359146862655872	9.24728	0.170376909233617	1.0	1.1455959662372792	0.19609831784424236
3HBCDm	-2.647973473368938	0.0285512572645966	-2.647973473368938	0.9714487427354034	7.83512	0.7626631901435912	9.600873333333332	0.5546842130037193	-1.0	0.8160840923499321	-0.29321027435064534
HACD1m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMGCOASm	-28.015943460374423	4.828591274314842e-06	-28.015943460374423	0.9999951714087256	0.0	0.0	53.25988666666666	2.6884996452461905	-1.0	0.0	
CYStec_r	-4.007528469305289	0.0080147319986307	-4.007528469305289	0.9919852680013692	5.726783333333334	0.7107966293454753	8.422826666666667	0.6324072083361764	-1.0	0.6799122859784206	-0.5565794555041211
CYSTA	18.83061931289813	0.9999765824471925	18.83061931289813	2.3417552807735585e-05	30.23361333333333	0.8556922345615211	14.606333333333334	0.8032524992941026	1.0	2.069897533033615	1.0495593511819885
CYANt_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MCPST	-4.710754314680766	0.0046172640697747	-4.710754314680766	0.9953827359302252	45.85360333333333	7.306370963774624	71.10431666666666	2.020152039250731	-1.0	0.6448779129443384	-0.6329020367722783
TCYNTt					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CYSO	-2.5212731104152586	0.032634094688134	-2.5212731104152586	0.967365905311866	0.0322166666666666	0.0251511197011628	0.1786799999999999	0.0782084074764343	-1.0	0.18030370867845658	-2.471499022925816
3SALATAi	18.83061931289813	0.9999765824471925	18.83061931289813	2.3417552807735585e-05	30.23361333333333	0.8556922345615211	14.606333333333334	0.8032524992941026	1.0	2.069897533033615	1.0495593511819885
3SALAASPm	7.492224381411539	0.9991512447144352	7.492224381411539	0.0008487552855649	6.065416666666667	0.6644151524126731	2.4613066666666668	0.1461656871118829	1.0	2.46430757646345	1.3011823336891721
3SALATAim	4.485877515490752	0.9945298182362672	4.485877515490752	0.0054701817637329	76.58952666666666	6.250984815559507	56.17623	1.529886073405466	1.0	1.3633796121004678	0.4471873143392691
3SPYRSP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
3SPYRSPm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_3951					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExSulfitem					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PHETHPTOX2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TYRt_r	5.10102206039611	0.9965111833666892	5.10102206039611	0.0034888166333107	0.3677433333333333	0.0330756923165974	0.2316266666666666	0.0181684090907511	1.0	1.5876554225189965	0.666897830512675
TYRTA	-25.42951904541921	7.10075585529547e-06	-25.42951904541921	0.9999928992441448	30.88806	0.7986005538440357	144.06376	6.243178324448751	-1.0	0.21440548268350068	-2.2215862966515516
34HPPOR	4.392164415690663	0.9941186236106292	4.392164415690663	0.0058813763893706	0.4755033333333333	0.0758308302883611	0.1776	0.0587404613533125	1.0	2.6773836336336334	1.4208238728922757
HGNTOR	-16.47436350162373	3.9746004133408285e-05	-16.47436350162373	0.9999602539958664	0.01482	0.0105544903556101	7.665023333333333	0.6566338036954503	-1.0	0.0019334579107608719	-9.014600925774072
MACACI	30.862395709950583	0.9999967162575156	30.862395709950583	3.2837424844118413e-06	111.99081	4.020234701266418	23.01225	0.679661935425742	1.0	4.8665736727177915	2.282906395492588
FUMAC	-0.3281390445290151	0.3796323725266358	-0.3281390445290151	0.6203676274733642	9.113896666666667	0.7227413542586008	9.34102	0.6601546464781318	0.0	0.9756853819675653	-0.035512081370629264
AACOAT	2.3660965359420096	0.9614258167318168	2.3660965359420096	0.038574183268183	8.084143333333335	0.9887836501592362	6.416946666666667	0.1236239160608586	1.0	1.2598115199128976	0.3332079086245228
r2534_r	4.038296566045506	0.9921870083497664	4.038296566045506	0.0078129916502336	2.3253800000000004	0.6152119660734827	0.5585066666666667	0.0661674221619337	1.0	4.163567131398014	2.0578200854847117
THRD_L					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OBDHc					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PPCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r1616_r	9.079103412347864	0.9995920407042048	9.079103412347864	0.000407959295795	478.44519666666673	36.0415123144801	209.27247666666668	21.423303275977045	1.0	2.286230871290082	1.1929710991110558
TRPO2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
FKYNH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN	11.533167255594812	0.9998386133361324	11.533167255594812	0.0001613866638675	4.943813333333334	0.53038012307736	0.6120166666666668	0.0289776584438579	1.0	8.077906375098717	3.0139814249511825
ANTHte					1.0	0.0	1.0	0.0	0.0	1.0	0.0
KYN3OX	-14.881872879100356	5.936488536523761e-05	-14.881872879100356	0.9999406351146348	0.0233233333333333	0.0071608627661445	0.8628433333333333	0.0794569503288136	-1.0	0.02703078581279719	-5.209252736661027
HKYNH	11.533167255594812	0.9998386133361324	11.533167255594812	0.0001613866638675	4.943813333333334	0.53038012307736	0.6120166666666668	0.0289776584438579	1.0	8.077906375098717	3.0139814249511825
3HAO	4.361930976612147	0.9939780487507852	4.361930976612147	0.0060219512492149	0.13726	0.0373378521074793	0.0115533333333333	0.0163388806906171	1.0	11.880553952683243	3.570530200904575
PCLAD	-1.441463073929099	0.1114506639923901	-1.441463073929099	0.8885493360076099	0.0	0.0	0.00895	0.0087808086188004	0.0	0.0	
AM6SAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AMCOXO					1.0	0.0	1.0	0.0	0.0	1.0	0.0
2OXOADPTm	9.60992259203067	0.9996722645885658	9.60992259203067	0.0003277354114341	0.0532599999999999	0.0061786783915872	0.0092133333333333	0.0019596144745558	1.0	5.780752532561515	2.5312573135435144
ExCystineGlu					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ExCystineSer					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystinePyruvate					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineReductaseNADPH	0.0820162293178988	0.5307130607567798	0.0820162293178988	0.4692869392432202	21.37933333333333	1.810029388091684	21.241766666666667	1.5331449172280565	0.0	1.006476234713685	0.009313107216534161
CystineReductaseNADH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CystineGSH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Ex3HB					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport3HB_forward					1.0	0.0	1.0	0.0	0.0	1.0	0.0
bBDH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
OCOAT1m	0.9180474134868812	0.7947293433117953	0.9180474134868812	0.2052706566882046	3.73505	0.583943802604326	3.2495	0.4674054929787054	0.0	1.1494229881520235	0.20090980808905398
ACACT1m	3.465118116809672	0.9871511952064124	3.465118116809672	0.0128488047935874	42.555686666666666	2.236077293153248	35.724	1.6655486625333586	1.0	1.1912352106893593	0.2524583030354765
G3PD1ir	-0.2602108028298558	0.4037733873338535	-0.2602108028298558	0.5962266126661466	0.92907	0.1577761433170427	1.00212	0.3643209599606735	0.0	0.9271045383786374	-0.10919607157353846
GLYC3Ptm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G3PDm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DHAPtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UMPuptake_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_ala_B_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ala_B					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_octanoyl_ACP_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_octanoyl_ACP					1.0	0.0	1.0	0.0	0.0	1.0	0.0
TMDK1	-4.673311061672619	0.0047474344354349	-4.673311061672619	0.9952525655645652	185.28550333333337	17.85955481971547	281.84441	23.12691683866371	-1.0	0.6574035061874507	-0.6051489439973436
THYMDt1_r	-2.006416928859242	0.0576345769464969	-2.006416928859242	0.942365423053503	88.15169666666668	18.731375821802896	116.04908	5.9818468844998005	0.0	0.7596070271876922	-0.3966748428465808
EX_thymd					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_HC00576_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_HC00576					1.0	0.0	1.0	0.0	0.0	1.0	0.0
Transport_4abut_c_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_4abut					1.0	0.0	1.0	0.0	0.0	1.0	0.0
