Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
PTRCtex2_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GUDACtr2	805664176362.0	1.0	805664176362.0	0.0	0.06188056385999931	0.05002	0.049191629480301105	0.017659378709996298	0.01535	0.012750484012801332
CE2705t	854515033354.5	1.0	854515033354.5	0.0	0.019149853499997285	0.01845	0.01174045905103223	0.005235263890001706	0.00486	0.003286687270835626
Dm2oxobutyrate	995699318846.0	1.0	995699318846.0	0.0	0.22823949227001078	0.22878	0.11650708731992626	0.005271315580000613	0.00442	0.004025115056194362
H2Ot_f	2278419918.0	0.0	2278419918.0	1.0	7.350689427760047	5.373794999999999	6.756826196007041	341.8604757224071	356.37291	148.37102183125583
PHLACHt_f	612812378898.5	1.0	612812378898.5	0.0	388.62378150652273	367.72677999999996	208.87684155713603	306.1664781542131	277.167215	199.80510473970963
CO2t	938431448236.5	1.0	938431448236.5	0.0	116.39956149317774	117.745755	16.633492872386242	82.03327922958512	79.713735	13.004051419244783
DmH2O2	726520313801.5	1.0	726520313801.5	0.0	0.90895534561998	0.815395	0.6152355833612164	0.4473712865199892	0.36861	0.3504505269076851
DmGSSG	571215748984.0	1.0	571215748984.0	0.0	0.6344268691399924	0.51148	0.49377582275242926	0.49156653330998146	0.4087	0.366488634998382
GLUt4	73500000.0	0.0	73500000.0	1.0	0.0	0.0	0.0	0.016790433589997877	0.016	0.01030109615330711
ALAPAT4te	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
DmAla	349823936505.0	0.0	349823936505.0	1.0	0.408813095330011	0.29364	0.3870235067862232	0.7315242472899971	0.53696	0.6775319294754878
ASPte_r	192129739950.0	0.0	192129739950.0	1.0	32.30289639768952	33.584145	16.726190745377785	78.51936350844049	77.05487500000001	44.37461210617236
DmAsp	190776020095.0	0.0	190776020095.0	1.0	32.7446818199509	33.992265	16.725393338088125	79.20010318074957	77.73730499999999	44.39008765640653
DmPalm	999999996214.5	1.0	999999996214.5	0.0	6.949538924259874	7.03926	0.8797183228267974	0.5149686934700123	0.39651499999999995	0.4428896616714404
ATPM	292443058105.0	0.0	292443058105.0	1.0	6.41619006896975	4.60047	6.0505031796779924	14.986513215800185	11.020299999999999	13.995699040496012
GACMTRc	929267334516.5	1.0	929267334516.5	0.0	0.07405818655999984	0.06465	0.045368022230526064	0.016721147529995723	0.01423	0.01207700601520604
CKc_cho	929267334516.5	1.0	929267334516.5	0.0	0.07405818655999984	0.06465	0.045368022230526064	0.016721147529995723	0.01423	0.01207700601520604
CRTNsyn_cho	929267334516.5	1.0	929267334516.5	0.0	0.07405818655999984	0.06465	0.045368022230526064	0.016721147529995723	0.01423	0.01207700601520604
CRTNtr	929267334516.5	1.0	929267334516.5	0.0	0.07405818655999984	0.06465	0.045368022230526064	0.016721147529995723	0.01423	0.01207700601520604
NDPK1	18977256334.0	0.0	18977256334.0	1.0	0.34046084692998985	0.24432	0.32412434984844407	14.087532680279564	10.959865	11.867508976947397
NDPK5	999906028582.0	1.0	999906028582.0	0.0	0.002328415100002809	0.00241	0.0003536056454992576	0.0006258891500007438	0.00064	0.00012614899970196132
NDPK8	999906085238.5	1.0	999906085238.5	0.0	0.003101180860003849	0.00321	0.0004709636512270186	0.0008336006500009493	0.00085	0.00016799673164199315
NDPK7	999906045212.0	1.0	999906045212.0	0.0	0.002221155030002292	0.0023	0.000337333954709074	0.0005970495900007481	0.00061	0.00012033760285939165
DTMPK	999906193716.5	1.0	999906193716.5	0.0	0.003079553750004218	0.00319	0.00046768132899089714	0.0008277851100009558	0.00084	0.00016682435791176488
NDPK4	999906193716.5	1.0	999906193716.5	0.0	0.003079553750004218	0.00319	0.00046768132899089714	0.0008277851100009558	0.00084	0.00016682435791176488
HIStiDF_r	514907459766.0	1.0	514907459766.0	3.128896766454086e-292	0.10268373613999723	0.10452	0.05775307444862289	0.09966386168000263	0.09941	0.05852205556010385
PTRCOX1	790588153864.5	1.0	790588153864.5	0.0	0.02838249336999781	0.02852	0.015848381708560275	0.012347706479994905	0.0101	0.009675096512276379
ABUTD	790588153864.5	1.0	790588153864.5	0.0	0.02838249336999781	0.02852	0.015848381708560275	0.012347706479994905	0.0101	0.009675096512276379
r0465_1	290567654336.5	0.0	290567654336.5	1.0	3.882171836060203	3.10858	2.9501672534280305	8.346802653210062	6.298769999999999	7.164487053904087
ABUTH	274712060119.5	0.0	274712060119.5	1.0	3.0148975051200013	2.18141	2.828369608085083	7.645877273999942	5.566185	7.135550911985131
GLUDC	691364941687.5	1.0	691364941687.5	0.0	1.961257424439938	1.947	0.8408172577059301	1.4008942932900121	1.259285	0.8460590943611174
HISDr	494577802.0	0.0	494577802.0	1.0	4.418353548350035	4.55848	0.5084962979194474	7.752596170300051	7.93835	0.610589476036699
URCN	494577802.0	0.0	494577802.0	1.0	4.418353548350035	4.55848	0.5084962979194474	7.752596170300051	7.93835	0.610589476036699
IZPN	494577802.0	0.0	494577802.0	1.0	4.418353548350035	4.55848	0.5084962979194474	7.752596170300051	7.93835	0.610589476036699
GluForTx	494577802.0	0.0	494577802.0	1.0	4.418353548350035	4.55848	0.5084962979194474	7.752596170300051	7.93835	0.610589476036699
FTCD	494577802.0	0.0	494577802.0	1.0	4.418353548350035	4.55848	0.5084962979194474	7.752596170300051	7.93835	0.610589476036699
CARPEPT1tc_r	12564274054.0	0.0	12564274054.0	1.0	5.212680086249967	5.14187	0.9587688092511899	8.361850730199675	8.3512	0.9254572766326112
NBAHH_ir	120828436839.0	0.0	120828436839.0	1.0	8.529559363670058	7.677715	3.380860411708373	16.004293622119494	14.11638	6.894912187993837
r0283	288506367238.5	0.0	288506367238.5	1.0	3.31687927216994	2.33408	3.2088826546664793	7.642442888860176	5.70169	6.857461635332499
ASP1DC	704915949576.5	1.0	704915949576.5	0.0	0.45781414315999597	0.34927	0.39673093257447556	0.19812780965999788	0.16694	0.1487850978059962
CSNt_r	426823576768.5	0.0	426823576768.5	1.0	6.2422121512602065	6.029955	3.6494683440422238	9.296511913760247	6.971865	8.291973893182172
bAlaSynthesis	426823576768.5	0.0	426823576768.5	1.0	6.2422121512602065	6.029955	3.6494683440422238	9.296511913760247	6.971865	8.291973893182172
LYSt5r_r	999836189774.0	1.0	999836189774.0	0.0	0.14323836874000148	0.14832	0.02130599610306939	0.043688115279997705	0.04424	0.008467864825099926
LYStm	335810031679.0	0.0	335810031679.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.006246904439998945	0.00601	0.003883383975398965
SACCD3m	335810031679.0	0.0	335810031679.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.006246904439998945	0.00601	0.003883383975398965
r0525	335810031679.0	0.0	335810031679.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.006246904439998945	0.00601	0.003883383975398965
AASAD3m	335810031679.0	0.0	335810031679.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.006246904439998945	0.00601	0.003883383975398965
r0450	335810031679.0	0.0	335810031679.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.006246904439998945	0.00601	0.003883383975398965
2OXOADOXm	208480995732.0	0.0	208480995732.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.007980867669996661	0.0077	0.003967975191034782
GLUTCOADHm	208480995732.0	0.0	208480995732.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.007980867669996661	0.0077	0.003967975191034782
3HBCDm	208480995732.0	0.0	208480995732.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.007980867669996661	0.0077	0.003967975191034782
HACD1m	208480995732.0	0.0	208480995732.0	1.0	0.003948576470004818	0.0042	0.002047116113157659	0.007980867669996661	0.0077	0.003967975191034782
HMGCOASm	48577500000.0	0.0	48577500000.0	1.0	0.0	0.0	0.0	2.5764009999812843e-05	3e-05	1.5324272366214568e-05
CYStec_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CYSTA	700873742353.5	1.0	700873742353.5	0.0	0.18493825563999536	0.18833	0.06955519945989752	0.13407810086999372	0.12793	0.06830651997986968
CYANt_r	700873742353.5	1.0	700873742353.5	0.0	0.18493825563999536	0.18833	0.06955519945989752	0.13407810086999372	0.12793	0.06830651997986968
MCPST	700873742353.5	1.0	700873742353.5	0.0	0.18493825563999536	0.18833	0.06955519945989752	0.13407810086999372	0.12793	0.06830651997986968
TCYNTt	587291213555.5	1.0	587291213555.5	0.0	0.08262670141999749	0.0701	0.062037695957488	0.06486105294000054	0.04979	0.05454206679341242
CYSO	225696307424.0	0.0	225696307424.0	1.0	0.07192594989999881	0.07661	0.026396151292709943	0.13169354689000098	0.12602	0.06756156288111531
3SALATAi	354657508314.0	0.0	354657508314.0	1.0	0.038270682899996536	0.0341	0.026859195421326244	0.06798065463999979	0.05302	0.05651441400082455
3SALAASPm	340627607787.5	0.0	340627607787.5	1.0	0.03365526742999925	0.02918	0.024683432772314783	0.06371289302000036	0.04908	0.05406524389108648
3SALATAim	340627607787.5	0.0	340627607787.5	1.0	0.03365526742999925	0.02918	0.024683432772314783	0.06371289302000036	0.04908	0.05406524389108648
3SPYRSP	354657508314.0	0.0	354657508314.0	1.0	0.038270682899996536	0.0341	0.026859195421326244	0.06798065463999979	0.05302	0.05651441400082455
3SPYRSPm	340627607787.5	0.0	340627607787.5	1.0	0.03365526742999925	0.02918	0.024683432772314783	0.06371289302000036	0.04908	0.05406524389108648
HMR_3951	354657508314.0	0.0	354657508314.0	1.0	0.038270682899996536	0.0341	0.026859195421326244	0.06798065463999979	0.05302	0.05651441400082455
ExSulfitem	340627607787.5	0.0	340627607787.5	1.0	0.03365526742999925	0.02918	0.024683432772314783	0.06371289302000036	0.04908	0.05406524389108648
PHETHPTOX2	854515033354.5	1.0	854515033354.5	0.0	0.019149853499997285	0.01845	0.01174045905103223	0.005235263890001706	0.00486	0.003286687270835626
TYRt_r	826033029688.0	1.0	826033029688.0	0.0	0.01853261792999726	0.01797	0.011659937688826937	0.005702969749998967	0.00561	0.0033452937143811424
TYRTA	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
34HPPOR	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
HGNTOR	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
MACACI	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
FUMAC	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
AACOAT	79414088144.5	0.0	79414088144.5	1.0	0.00012118535000024046	0.00012	7.32192953151563e-05	0.0008417401300009052	0.00082	0.0005146545250137063
r2534_r	1000000000000.0	1.0	1000000000000.0	0.0	0.2999086249400026	0.30136	0.1145756848106968	0.027674163740006235	0.02854	0.004080242993382486
THRD_L	992250304638.0	1.0	992250304638.0	0.0	0.2263509546999978	0.22783	0.1156406286432195	0.007901806639996645	0.00737	0.0037309518080857608
OBDHc	894340228165.0	1.0	894340228165.0	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004095004850004671	0.00411	0.001711402343598399
PPCOAtm	894340228165.0	1.0	894340228165.0	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004095004850004671	0.00411	0.001711402343598399
r1616_r	784075427033.5	1.0	784075427033.5	0.0	0.01696863889999765	0.01553	0.009372161155187865	0.008142495259998167	0.00845	0.0031816778082261045
TRPO2	693791265813.0	1.0	693791265813.0	0.0	0.013838518489996175	0.01236	0.009362483944218283	0.007301117559999213	0.0076	0.003168071898195218
FKYNH	693791265813.0	1.0	693791265813.0	0.0	0.013838518489996175	0.01236	0.009362483944218283	0.007301117559999213	0.0076	0.003168071898195218
KYN	762897041721.0	1.0	762897041721.0	0.0	0.013838518489996175	0.01236	0.009362483944218283	0.0055671479300014775	0.00589	0.002740154429122765
ANTHte	762897041721.0	1.0	762897041721.0	0.0	0.013838518489996175	0.01236	0.009362483944218283	0.0055671479300014775	0.00589	0.002740154429122765
KYN3OX	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
HKYNH	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
3HAO	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
PCLAD	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
AM6SAD	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
AMCOXO	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
2OXOADPTm	825500000.0	0.0	825500000.0	1.0	0.0	0.0	0.0	0.0017339663800016285	0.00162	0.0011209468542046264
ExCystineGlu	122017059592.5	0.0	122017059592.5	1.0	0.06801450235999401	0.07088	0.011588665910472376	0.11599573154999704	0.11906	0.0369599198095296
ExCystineSer	850832089175.5	1.0	850832089175.5	0.0	0.10759823353999926	0.11104	0.02412585669024405	0.06232120356999881	0.06004	0.0339457796359985
CystinePyruvate	525962100549.0	1.0	525962100549.0	0.0	0.023655101629995144	0.01805	0.02043353272420114	0.02210582340999547	0.01633	0.020605042313560754
CystineReductaseNADPH	465775622254.0	0.0	465775622254.0	1.0	0.039087007580000055	0.03386	0.028741986974423886	0.044122824979997644	0.03683	0.03350876319648395
CystineReductaseNADH	498296776382.0	1.509504179469959e-05	498296776382.0	0.9999849049583677	0.04228606443999852	0.03471	0.033480355930619744	0.04234080107999683	0.03474	0.03330771546243602
CystineGSH	505772097996.5	1.0	505772097996.5	1.0966255077251889e-45	0.07058457367000001	0.06812	0.03882276565677259	0.06974747652999898	0.06655	0.03758743820162877
Ex3HB	999999853111.0	1.0	999999853111.0	0.0	50.547230063510554	51.23193	6.834060446177377	9.448390741520203	9.15897	2.8518574492514555
Transport3HB_forward	999999853111.0	1.0	999999853111.0	0.0	50.547230063510554	51.23193	6.834060446177377	9.448390741520203	9.15897	2.8518574492514555
bBDH	999999853111.0	1.0	999999853111.0	0.0	50.547230063510554	51.23193	6.834060446177377	9.448390741520203	9.15897	2.8518574492514555
OCOAT1m	999999853111.0	1.0	999999853111.0	0.0	50.547230063510554	51.23193	6.834060446177377	9.448390741520203	9.15897	2.8518574492514555
ACACT1m	999999852618.0	1.0	999999852618.0	0.0	50.55117863390941	51.235985	6.834076299068281	9.4563458126799	9.166935	2.851646469274003
G3PD1ir	137996091847.5	0.0	137996091847.5	1.0	2.9308247081599617	2.056515	2.869749356077598	14.25276084646898	11.64366	11.412924136406673
GLYC3Ptm	137996091847.5	0.0	137996091847.5	1.0	2.9308247081599617	2.056515	2.869749356077598	14.25276084646898	11.64366	11.412924136406673
G3PDm	137996091847.5	0.0	137996091847.5	1.0	2.9308247081599617	2.056515	2.869749356077598	14.25276084646898	11.64366	11.412924136406673
DHAPtm	137996091847.5	0.0	137996091847.5	1.0	2.9308247081599617	2.056515	2.869749356077598	14.25276084646898	11.64366	11.412924136406673
CMPuptake_r	885802494720.5	1.0	885802494720.5	0.0	0.005244362749999966	0.00494	0.0030103510929336275	0.0014489782800013416	0.00134	0.0009414951855965035
UMPuptake_r	845836642058.5	1.0	845836642058.5	0.0	0.010803147459994118	0.01014	0.007016677669870984	0.002958820970003302	0.00278	0.0018892256681938982
Transport_ala_B_c_e	266739375492.5	0.0	266739375492.5	1.0	11.912706382929908	11.725685	3.7393689269943624	17.856490447520176	15.60662	8.331162260649252
EX_ala_B	266739375492.5	0.0	266739375492.5	1.0	11.912706382929908	11.725685	3.7393689269943624	17.856490447520176	15.60662	8.331162260649252
Transport_octanoyl_ACP_c_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_octanoyl_ACP	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMDK1	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
THYMDt1_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_thymd	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
Transport_HC00576_c_e	574466648145.0	1.0	574466648145.0	0.0	0.8672743354799801	0.69532	0.7056022020389947	0.7009253794100038	0.512515	0.6397587432704379
EX_HC00576	574466648145.0	1.0	574466648145.0	0.0	0.8672743354799801	0.69532	0.7056022020389947	0.7009253794100038	0.512515	0.6397587432704379
Transport_4abut_c_e	661142775997.5	1.0	661142775997.5	0.0	1.1223655866300144	0.98647	0.7925383469993721	0.7123166264900069	0.53708	0.6381128976210542
EX_4abut	661142775997.5	1.0	661142775997.5	0.0	1.1223655866300144	0.98647	0.7925383469993721	0.7123166264900069	0.53708	0.6381128976210542
EX_h_e_b	479979969256.5	0.0	479979969256.5	1.0	281.17866082199424	294.75076	127.32488514382857	291.24716015276135	306.63205500000004	125.60988191057096
EX_h2o_e_b	451324474883.5	0.0	451324474883.5	1.0	248.4064312032158	253.27363	131.64427911867912	277.4941173865143	269.12348499999996	159.11167748651968
PGM_b	831932154126.0	1.0	831932154126.0	0.0	2.7002671608599886	2.54754	1.634985353312955	0.9145425503699789	0.70427	0.7908323064755135
ENO_b	121969570578.5	0.0	121969570578.5	1.0	2.0233390746499755	2.02473	1.101004766822633	5.7385853204198565	5.65567	2.8625920432018126
TKT2_b	204696567410.0	0.0	204696567410.0	1.0	0.07116494502999879	0.07844	0.03925107286574609	0.13462541154001034	0.14029	0.06093911747613507
RPE_b	792251193858.5	1.0	792251193858.5	0.0	0.22583511399999467	0.21085	0.14921586595621303	0.07995689585999809	0.07421	0.04978457209271839
TKT1_b	288191189271.0	0.0	288191189271.0	1.0	0.06156151008999716	0.06124	0.030834974057294007	0.09986306077000315	0.09357	0.05353691071663305
TALA_b	304401628155.5	0.0	304401628155.5	1.0	2.0584273966800417	2.10905	0.9138566734668657	2.907224435280061	2.98915	1.284090172105092
ACONTm_b	977969161526.0	1.0	977969161526.0	0.0	33.776552601420036	33.99177	15.517185232771931	4.10344667542996	3.46304	3.0949189571330056
ICDHym_b	640542009512.5	1.0	640542009512.5	0.0	81.02305938105349	77.32181	42.28048393616335	60.24048839424974	61.568835	23.712257883583334
SUCOAS1m_b	686330475610.5	1.0	686330475610.5	0.0	73.5577263448419	68.73945	45.909489140257875	43.89657315732092	43.26541	26.332783212437743
FUMm_b	291635844806.5	0.0	291635844806.5	1.0	182.50018756885012	187.551725	49.6324693469023	270.0887838234376	287.564255	130.86252576007294
MDHm_b	730801179723.5	1.0	730801179723.5	0.0	476.54085123939126	464.146715	271.93228243985266	258.98028770650444	194.1228	192.75953770646382
FUM_b	270409266987.0	0.0	270409266987.0	1.0	47.08406016974903	48.9457	25.945937030245044	90.13350846687074	85.39396500000001	54.16598218206518
MDH_b	498575991513.5	0.00024323913822908442	498575991513.5	0.9997567608639993	257.4729780755126	259.50023	108.9890813948185	257.0301469819277	272.524	109.17881975048721
AKGMALtm_b	390821109715.0	0.0	390821109715.0	1.0	223.31602710406375	212.27488	133.1185480649449	287.000410017367	268.11314	160.53200650501768
PYRt2m_b	212742770847.0	0.0	212742770847.0	1.0	50.28515863799804	47.87828	28.846314974244837	104.30657164357885	106.835955	54.74589287643854
FUMtm_b	329938702724.5	0.0	329938702724.5	1.0	135.43559250168835	136.01924	30.781260449260657	180.62936641791399	179.97751	81.32973044342194
CO2tm_b	355853890770.5	0.0	355853890770.5	1.0	128.9637368040228	124.75026500000001	76.56645065522676	169.85987015971546	179.094345	81.51348311839278
r0801_b	503870653556.5	1.0	503870653556.5	1.257795170989141e-21	106.85415582212416	107.32227499999999	56.19029978962121	107.19249046120048	104.79084499999999	66.07587924412788
H2Otm_b	886000470497.0	1.0	886000470497.0	0.0	290.5347062481316	294.172165	41.260026288487374	234.1031614080711	238.98226	17.56059344908179
NH4tm_b	420313213599.5	0.0	420313213599.5	1.0	111.33870560003882	118.92848000000001	57.54844150185117	126.24883841554643	143.03548	57.03545075146874
NDPK3_b	649819625432.5	1.0	649819625432.5	0.0	0.004361923890003013	0.00403	0.0028142066936020843	0.0028083762600035647	0.00278	0.0013050369222331987
GLUDym_b	877326568414.5	1.0	877326568414.5	0.0	102.73792779606684	109.43733	48.39585168607337	34.188965800750765	32.484345000000005	20.491503259014117
ASPTA_b	611793159104.5	1.0	611793159104.5	0.0	121.96243366040476	116.20049499999999	74.37165266985959	91.81471363877962	88.376745	51.21792113576127
GHMT2r_b	629243792187.5	1.0	629243792187.5	0.0	53.30556036879983	48.49041	34.98327395472013	35.78125876952009	36.243955	17.747602595431015
ALATA_L_b	582722543161.0	1.0	582722543161.0	0.0	0.04237657792999936	0.04387	0.02150970207886137	0.0364587327100047	0.04007	0.01839065155082654
MTHFC_b	341086521659.0	0.0	341086521659.0	1.0	5.032244826790163	5.13219	0.5690453765531133	5.695691546070018	5.93443	1.658299112020477
MTHFD2i_b	896591013329.0	1.0	896591013329.0	0.0	125.8281695830709	116.94948	46.608661659533205	57.797951363942055	56.74239	28.92027540568574
H2Ot_b	49082400787.0	0.0	49082400787.0	1.0	56.18397173994814	58.206685	7.297407299405234	314.4875032457554	330.993125	143.37005569632043
PHLACHt_b	544548759194.5	1.0	544548759194.5	0.0	344.362577025447	323.67156	208.93410742476894	311.87237272038897	283.501735	199.44572639214178
