Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_MDAMB231	median_MDAMB231	std_MDAMB231
VALtec_r	1343.0	2.0496580294266998e-19	1343.0	1.0	0.1153275	0.114745	0.05068490252720152	0.21463949999999998	0.17718499999999998	0.08254959150306701
METtec_r	10000.0	1.0	10000.0	1.2773246820567234e-34	0.0367268	0.03690499999999999	0.0046979838529765386	0.0026378	0.00263	0.0005348474341134841
r2526_r	5671.0	0.9495738481060447	5671.0	0.050680371922071164	0.19891709999999999	0.18655500000000003	0.04715839452667291	0.1896872	0.175315	0.06931893526317467
GLYt4_r	9301.0	1.0	9301.0	3.97611213477379e-26	0.16244530000000001	0.16377	0.041969159611492696	0.08475330000000002	0.08951	0.023868916986133012
r2532_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PROPAT4te_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
HDCAt	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CRNt	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GTHRDt2_r	10000.0	1.0	10000.0	1.2807832125755886e-34	2.3888736	2.60383	0.8482158687379223	0.0104716	0.00681	0.011530731596543003
DmLact	0.0	1.2810718345817004e-34	0.0	1.0	4.1207666	3.9612100000000003	0.5284799613857681	7.357161500000001	7.39916	0.32339419176513395
UREAt	9995.0	1.0	9995.0	1.4885353713343249e-34	0.1719982	0.17602	0.029140309454621635	0.048523300000000005	0.044785	0.015424190567305816
DmBiomass	9200.0	1.0	9200.0	5.278680331987496e-25	0.1380619	0.154555	0.04903743617746126	0.017238500000000004	0.01721	0.003495894670246023
NH4t	1287.0	5.892087055952066e-20	1287.0	1.0	32.30157859999999	31.863084999999998	7.975982539130789	43.778970099999995	45.366389999999996	5.9840739474005975
PTRCtex2_f	10000.0	1.0	10000.0	1.2809275156652627e-34	0.21581379999999994	0.21776	0.012738331858821016	0.09854020000000001	0.10246	0.020180697747495195
PTRCtex2_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GUDACtr2	39.0	4.1153612756272805e-34	39.0	1.0	0.021627200000000003	0.013725000000000001	0.021461188557557343	0.1154057	0.115675	0.019961686547185355
CE2705t	9000.0	1.0	9000.0	7.368873916883797e-23	0.014254	0.01482	0.005681341248669929	0.0020299999999999997	0.00207	0.000785427889558914
Dm2oxobutyrate	0.0	1.2810718345817004e-34	0.0	1.0	0.3352872	0.337325	0.07152804237937917	0.7039989999999997	0.6985399999999999	0.0419832526855722
H2Ot_f	0.0	1.2810718345817004e-34	0.0	1.0	11.1573434	4.99833	10.48914114708257	101.4969008	103.54805999999999	13.985339521235213
PHLACHt_f	7965.0	0.9999999999997852	7965.0	2.1874442248893857e-13	359.43227809999996	369.97992	118.92940229927625	240.26145379999997	238.60777000000002	76.97682075050595
CO2t	10000.0	1.0	10000.0	1.2810718345817004e-34	121.04040049999998	116.38554500000001	15.653128009339037	38.928267899999994	39.357405	5.074895662613441
DmH2O2	10000.0	1.0	10000.0	1.2809996731450625e-34	1.1956619	1.0085600000000001	0.8102858140744491	0.0694953	0.068855	0.018521824007250356
DmGSSG	10000.0	1.0	10000.0	1.2807832125755886e-34	1.1979403	1.30469	0.4251514759802581	0.014009300000000002	0.010624999999999999	0.010914141993974903
GLUt4	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ALAPAT4te	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
DmAla	5465.5	0.8725691742684	5465.5	0.1279413131518401	0.2585915	0.26925	0.16499327112312515	0.2801845	0.153275	0.2967609329783348
ASPte_r	212.0	6.545869363430969e-32	212.0	1.0	22.0891611	23.47719	8.362357414214756	66.0124046	64.88668999999999	18.195670663097026
DmAsp	213.0	6.737030672590513e-32	213.0	1.0	22.5558434	23.879365	8.49951532278203	66.1852409	65.163495	18.175647851147406
DmPalm	10000.0	1.0	10000.0	1.2810718345817004e-34	6.549259900000002	6.411665	0.655527978317139	0.8612872	0.83506	0.17526100678459974
ATPM	9226.0	1.0	9226.0	2.7287765473176484e-25	7.7368475	3.5297549999999998	8.621660254081625	0.1858847	0.173185	0.18070819095909038
GACMTRc	9018.5	1.0	9018.5	4.729655723984338e-23	0.043864299999999995	0.043375	0.015958159830056103	0.021932699999999996	0.02138	0.00976638533621081
CKc_cho	9018.5	1.0	9018.5	4.729655723984338e-23	0.043864299999999995	0.043375	0.015958159830056103	0.021932699999999996	0.02138	0.00976638533621081
CRTNsyn_cho	9018.5	1.0	9018.5	4.729655723984338e-23	0.043864299999999995	0.043375	0.015958159830056103	0.021932699999999996	0.02138	0.00976638533621081
CRTNtr	9018.5	1.0	9018.5	4.729655723984338e-23	0.043864299999999995	0.043375	0.015958159830056103	0.021932699999999996	0.02138	0.00976638533621081
NDPK1	8759.0	1.0	8759.0	2.0866888631654824e-20	0.2576498	0.24381	0.1668836709394368	0.0673351	0.03193	0.08237872228827348
NDPK5	9200.0	1.0	9200.0	4.62630061861936e-25	0.0013671	0.00153	0.00048441216067945833	0.00017069999999999998	0.00017	3.453164264025596e-05
NDPK8	9200.0	1.0	9200.0	4.87427611289044e-25	0.0018200000000000002	0.00204	0.0006463995074505575	0.0002279	0.00023	4.6085011476924706e-05
NDPK7	9200.0	1.0	9200.0	4.565910601169044e-25	0.0013039999999999998	0.00146	0.00046351533377706573	0.00016299999999999998	0.00016	3.3196689624421925e-05
DTMPK	9200.0	1.0	9200.0	4.796172218902969e-25	0.0018073	0.00202	0.0006418452801387291	0.0002257	0.00023	4.5952434784527605e-05
NDPK4	9200.0	1.0	9200.0	4.796172218902969e-25	0.0018073	0.00202	0.0006418452801387291	0.0002257	0.00023	4.5952434784527605e-05
HIStiDF_r	1017.5	1.1273073524674494e-22	1017.5	1.0	0.1292775	0.13214	0.03853155824198595	0.16818569999999997	0.173015	0.02075183157329648
PTRCOX1	0.0	1.2806389253109373e-34	0.0	1.0	0.0190671	0.01641	0.012880532667870566	0.0871219	0.08704999999999999	0.014597481842821903
ABUTD	0.0	1.2806389253109373e-34	0.0	1.0	0.0190671	0.01641	0.012880532667870566	0.0871219	0.08704999999999999	0.014597481842821903
r0465_1	9398.0	1.0	9398.0	3.1347935976237056e-27	4.386531100000001	3.611345	3.67435185641649	0.2797881	0.26992	0.14178636916217272
ABUTH	8835.0	1.0	8835.0	3.655094203381072e-21	2.8735024	2.27929	2.9290037653200156	0.20907589999999998	0.2162	0.1199966649965445
GLUDC	1402.0	7.4719089915950635e-19	1402.0	1.0	3.9980997	3.69545	1.126734714793199	5.956499000000001	6.3073999999999995	1.5059881518780185
HISDr	1502.0	6.385064166324343e-18	1502.0	1.0	4.4364303	4.3356650000000005	0.4492116675797815	5.986840800000001	6.19001	1.5889986488921795
URCN	1502.0	6.385064166324343e-18	1502.0	1.0	4.4364303	4.3356650000000005	0.4492116675797815	5.986840800000001	6.19001	1.5889986488921795
IZPN	1502.0	6.385064166324343e-18	1502.0	1.0	4.4364303	4.3356650000000005	0.4492116675797815	5.986840800000001	6.19001	1.5889986488921795
GluForTx	1502.0	6.385064166324343e-18	1502.0	1.0	4.4364303	4.3356650000000005	0.4492116675797815	5.986840800000001	6.19001	1.5889986488921795
FTCD	1502.0	6.385064166324343e-18	1502.0	1.0	4.4364303	4.3356650000000005	0.4492116675797815	5.986840800000001	6.19001	1.5889986488921795
CARPEPT1tc_r	4124.0	0.016210264491029136	4124.0	0.9838883806497084	5.8376325	5.043225	2.0328863289150347	5.891546099999999	6.120985	1.5768196391713782
NBAHH_ir	9040.0	1.0	9040.0	2.8061844462954716e-23	11.3981451	11.94689	3.9278416949756108	5.9182046	6.129885	1.583819932080473
r0283	9928.0	1.0	9928.0	1.0963717256755357e-33	5.560512400000001	4.814955	3.9770660141497887	0.0266582	0.021975	0.037369559301439974
ASP1DC	1223.5	1.398827233137727e-20	1223.5	1.0	0.047367499999999986	0.03016	0.06330551617778149	0.1777584	0.174765	0.060230287134657036
CSNt_r	1910.0	2.1955918427758136e-14	1910.0	0.9999999999999785	10.660259899999998	10.006755	3.8197151290815303	14.411023899999998	14.22261	1.856031396784627
bAlaSynthesis	1910.0	2.1955918427758136e-14	1910.0	0.9999999999999785	10.660259899999998	10.006755	3.8197151290815303	14.411023899999998	14.22261	1.856031396784627
LYSt5r_r	0.0	1.2809275156652627e-34	0.0	1.0	0.0822473	0.09206	0.02927251373410099	0.2067295	0.200045	0.0301873353060317
LYStm	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
SACCD3m	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
r0525	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
AASAD3m	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
r0450	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
2OXOADOXm	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
GLUTCOADHm	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
3HBCDm	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
HACD1m	0.0	1.2734447017610335e-34	0.0	1.0	0.0004992	0.00036	0.00047527914179591626	0.1965221	0.19163999999999998	0.030910679377617354
HMGCOASm	4350.0	0.00010096980206955799	4350.0	0.999901291809527	0.0	0.0	0.0	1.3000000000000003e-06	0.0	3.3799766898963115e-06
CYStec_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CYSTA	10000.0	1.0	10000.0	1.2808553621421803e-34	0.2609942	0.26195999999999997	0.026769358451012373	0.08648420000000001	0.08676	0.018050718398641943
CYANt_r	10000.0	1.0	10000.0	1.2808553621421803e-34	0.2609942	0.26195999999999997	0.026769358451012373	0.08648420000000001	0.08676	0.018050718398641943
MCPST	10000.0	1.0	10000.0	1.2808553621421803e-34	0.2609942	0.26195999999999997	0.026769358451012373	0.08648420000000001	0.08676	0.018050718398641943
TCYNTt	9200.0	1.0	9200.0	5.279521873553223e-25	0.21719469999999996	0.23585	0.06224460371653339	0.0702428	0.06806999999999999	0.016145841011845682
CYSO	0.0	1.2809996731450625e-34	0.0	1.0	0.08824969999999997	0.08763499999999999	0.009760413910642862	0.28207889999999997	0.283565	0.014664018142061442
3SALATAi	10000.0	1.0	10000.0	1.279845628152626e-34	0.08415469999999999	0.08398	0.010466669219744913	0.0101705	0.00448	0.010303347928481962
3SALAASPm	0.0	1.280206158450399e-34	0.0	1.0	0.0040953	0.00383	0.0028578774545901272	0.2719086	0.27297	0.0198498546426248
3SALATAim	0.0	1.280206158450399e-34	0.0	1.0	0.0040953	0.00383	0.0028578774545901272	0.2719086	0.27297	0.0198498546426248
3SPYRSP	10000.0	1.0	10000.0	1.279845628152626e-34	0.08415469999999999	0.08398	0.010466669219744913	0.0101705	0.00448	0.010303347928481962
3SPYRSPm	0.0	1.280206158450399e-34	0.0	1.0	0.0040953	0.00383	0.0028578774545901272	0.2719086	0.27297	0.0198498546426248
HMR_3951	10000.0	1.0	10000.0	1.279845628152626e-34	0.08415469999999999	0.08398	0.010466669219744913	0.0101705	0.00448	0.010303347928481962
ExSulfitem	0.0	1.280206158450399e-34	0.0	1.0	0.0040953	0.00383	0.0028578774545901272	0.2719086	0.27297	0.0198498546426248
PHETHPTOX2	9000.0	1.0	9000.0	7.368873916883797e-23	0.014254	0.01482	0.005681341248669929	0.0020299999999999997	0.00207	0.000785427889558914
TYRt_r	9081.5	1.0	9081.5	1.0072687740122828e-23	0.007838	0.007915	0.0037900139921385597	0.0007224000000000001	0.00072	0.00034152397611679665
TYRTA	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
34HPPOR	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
HGNTOR	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
MACACI	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
FUMAC	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
AACOAT	10000.0	1.0	10000.0	1.758672318880703e-39	4.660000000000001e-05	5e-05	1.9291490770845474e-05	0.0	0.0	0.0
r2534_r	0.0	1.2810718345817004e-34	0.0	1.0	0.3707996999999999	0.37865	0.053313699955446665	0.7107640000000001	0.7052499999999999	0.041496853087452504
THRD_L	0.0	1.2810718345817004e-34	0.0	1.0	0.32762930000000007	0.331535	0.06471622929256991	0.7053740000000001	0.699675	0.04171422057260327
OBDHc	9178.0	1.0	9178.0	9.162694109219867e-25	0.0079423	0.009065	0.003256322786658148	0.001375	0.00112	0.0006136255891309975
PPCOAtm	9178.0	1.0	9178.0	9.162694109219867e-25	0.0079423	0.009065	0.003256322786658148	0.001375	0.00112	0.0006136255891309975
r1616_r	10000.0	1.0	10000.0	1.2790528093701405e-34	0.0332307	0.033409999999999995	0.0013699511566903294	0.0046942	0.004104999999999999	0.0019930090848064926
TRPO2	10000.0	1.0	10000.0	1.279629357417836e-34	0.03139399999999999	0.031485	0.0014039827907662103	0.004464699999999999	0.00388	0.0019666812814043517
FKYNH	10000.0	1.0	10000.0	1.279629357417836e-34	0.03139399999999999	0.031485	0.0014039827907662103	0.004464699999999999	0.00388	0.0019666812814043517
KYN	10000.0	1.0	10000.0	1.279629357417836e-34	0.03139399999999999	0.031485	0.0014039827907662103	0.004464699999999999	0.00388	0.0019666812814043517
ANTHte	10000.0	1.0	10000.0	1.279629357417836e-34	0.03139399999999999	0.031485	0.0014039827907662103	0.004464699999999999	0.00388	0.0019666812814043517
KYN3OX	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
HKYNH	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3HAO	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PCLAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
AM6SAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
AMCOXO	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
2OXOADPTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ExCystineGlu	0.0	1.2807832125755886e-34	0.0	1.0	0.06819489999999999	0.06559000000000001	0.008858647945608993	0.1836987	0.184195	0.008183202634887907
ExCystineSer	10000.0	1.0	10000.0	1.2803503982500373e-34	0.1244813	0.1253	0.012082372472141204	0.010814599999999999	0.010745000000000001	0.0043124975584826935
CystinePyruvate	8457.5	1.0	8457.5	1.486840409796635e-17	0.0191366	0.026615	0.014289201348987954	0.0010565	0.00073	0.0008861349225767491
CystineReductaseNADPH	7286.5	0.9999999885174422	7286.5	1.1645186716409688e-08	0.040868299999999996	0.035570000000000004	0.03066348659582144	0.019074999999999998	0.017675	0.012898933438016643
CystineReductaseNADH	9881.0	1.0	9881.0	4.380921720962653e-33	0.021075800000000006	0.018545	0.013017294648259138	0.0048336	0.0049700000000000005	0.001317333179977908
CystineGSH	297.0	7.400644432399016e-31	297.0	1.0	0.11159530000000001	0.115145	0.036064830442670684	0.1695488	0.17143	0.0137541410682475
Ex3HB	10000.0	1.0	10000.0	1.2810718345817004e-34	50.093222499999996	48.779875000000004	6.074268696396877	4.393649099999999	4.425635	1.214978931721643
Transport3HB_forward	10000.0	1.0	10000.0	1.2810718345817004e-34	50.093222499999996	48.779875000000004	6.074268696396877	4.393649099999999	4.425635	1.214978931721643
bBDH	10000.0	1.0	10000.0	1.2810718345817004e-34	50.093222499999996	48.779875000000004	6.074268696396877	4.393649099999999	4.425635	1.214978931721643
OCOAT1m	10000.0	1.0	10000.0	1.2810718345817004e-34	50.093222499999996	48.779875000000004	6.074268696396877	4.393649099999999	4.425635	1.214978931721643
ACACT1m	10000.0	1.0	10000.0	1.2810718345817004e-34	50.093722	48.7805	6.074120280456465	4.5901678	4.626755	1.2346293563269108
G3PD1ir	8602.0	1.0	8602.0	6.849037151134474e-19	0.9267089	0.762955	0.6229300660294254	0.232955	0.20049	0.15290943853447794
GLYC3Ptm	8602.0	1.0	8602.0	6.849037151134474e-19	0.9267089	0.762955	0.6229300660294254	0.232955	0.20049	0.15290943853447794
G3PDm	8602.0	1.0	8602.0	6.849037151134474e-19	0.9267089	0.762955	0.6229300660294254	0.232955	0.20049	0.15290943853447794
DHAPtm	8602.0	1.0	8602.0	6.849037151134474e-19	0.9267089	0.762955	0.6229300660294254	0.232955	0.20049	0.15290943853447794
CMPuptake_r	9081.5	1.0	9081.5	1.0032924463101087e-23	0.004322200000000001	0.00473	0.001741890636606957	0.0008137	0.00081	0.0001688263407568065
UMPuptake_r	9094.0	1.0	9094.0	7.429305712312483e-24	0.005924700000000001	0.0059900000000000005	0.0026904280215969243	0.0010678999999999999	0.001055	0.00019827180099728526
Transport_ala_B_c_e	2734.0	1.5517305960491823e-08	2734.0	0.9999999846975764	16.545261	15.56374	5.148491345994554	20.480328600000004	21.22204	2.92739927263161
EX_ala_B	2734.0	1.5517305960491823e-08	2734.0	0.9999999846975764	16.545261	15.56374	5.148491345994554	20.480328600000004	21.22204	2.92739927263161
Transport_octanoyl_ACP_c_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_octanoyl_ACP	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMDK1	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
THYMDt1_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_thymd	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
Transport_HC00576_c_e	9463.0	1.0	9463.0	5.537878168947615e-28	1.5130282000000002	1.088075	1.6981885185235506	0.0707122	0.06859	0.05973991665189832
EX_HC00576	9463.0	1.0	9463.0	5.537878168947615e-28	1.5130282000000002	1.088075	1.6981885185235506	0.0707122	0.06859	0.05973991665189832
Transport_4abut_c_e	181.0	2.673950488454406e-32	181.0	1.0	2.5041386	2.7027799999999997	0.9092175709994731	5.9729087000000005	6.327995	1.5026603321810335
EX_4abut	181.0	2.673950488454406e-32	181.0	1.0	2.5041386	2.7027799999999997	0.9092175709994731	5.9729087000000005	6.327995	1.5026603321810335
EX_h_e_b	2112.0	8.612340374973907e-13	2112.0	0.9999999999991538	422.8694973	421.405275	27.74633602664617	452.5958988	449.618855	27.375384409164774
EX_h2o_e_b	21.0	2.4044906555325176e-34	21.0	1.0	367.20377039999994	351.33353999999997	49.501534419299745	558.7229434	556.29741	33.967556342300995
PGM_b	0.0	1.2810718345817004e-34	0.0	1.0	4.2416257	4.762715	1.3545030216597391	20.329764899999997	20.540775	1.590697117149607
ENO_b	0.0	1.2810718345817004e-34	0.0	1.0	2.6169845000000005	2.95194	0.9480080408338349	20.508951200000002	20.69522	1.4631458552695575
TKT2_b	1133.0	1.7370152224404247e-21	1133.0	1.0	0.0984073	0.10724500000000001	0.027351183375318572	0.11880420000000001	0.11913499999999999	0.00817473678938702
RPE_b	8132.5	0.9999999999999903	8132.5	9.840373984823417e-15	0.407678	0.4435	0.1129425077129282	0.38248530000000003	0.383585	0.028984996099689058
TKT1_b	3791.0	0.001574292206926993	3791.0	0.9984381233315466	0.10426120000000003	0.115815	0.030022915466205294	0.11716429999999999	0.11767	0.008782765751887344
TALA_b	2.0	1.3603956914705778e-34	2.0	1.0	3.2164882000000006	3.546215	0.8988371406146067	5.344479199999999	5.346825000000001	0.6003378743517452
ACONTm_b	0.0	1.2810718345817004e-34	0.0	1.0	22.560835000000008	24.599575	7.781921704185915	205.06717660000007	203.20486499999998	17.9236219132686
ICDHym_b	9200.0	1.0	9200.0	5.2797322791209335e-25	101.24555790000001	110.5633	34.21350089364828	22.483256400000002	21.966704999999997	3.8577151155604112
SUCOAS1m_b	12.0	1.8364094052638264e-34	12.0	1.0	133.49270850000002	144.467195	36.44811214436699	191.28112569999996	189.55162	13.246622398863845
FUMm_b	0.0	1.2810718345817004e-34	0.0	1.0	199.0839454	206.573255	27.478351451431593	339.83667	343.284845	31.706393527060705
MDHm_b	3113.0	2.0186476200300137e-06	3113.0	0.9999980049418832	725.4591688999999	768.4802649999999	195.18013732366254	824.8839875000001	831.10052	83.94778405629184
FUM_b	0.0	1.2810718345817004e-34	0.0	1.0	59.54620499999999	63.115065	16.933545152179445	156.5478397	159.576055	13.35194242102612
MDH_b	2.0	1.3603956914705778e-34	2.0	1.0	297.18255689999995	309.64695	64.9402065683837	526.5819551000001	535.9497349999999	46.35307809938278
AKGMALtm_b	5.0	1.4886190571435146e-34	5.0	1.0	306.3176747	319.82226	87.51584732379939	540.6183558	552.790895	43.34277568995096
PYRt2m_b	8807.0	1.0	8807.0	6.972279601411351e-21	64.25889459999999	69.25895	21.964778094465057	43.574366100000006	43.28489	3.187751947022739
FUMtm_b	10000.0	1.0	10000.0	1.2810718345817004e-34	148.98833050000002	147.056485	13.894023959648758	12.664923899999998	12.691054999999999	0.7594090754850648
CO2tm_b	3580.0	0.00026179290293008953	3580.0	0.9997405775972464	203.6413615	214.04296	72.07526507160395	235.24016419999995	236.61052999999998	18.18066835428726
r0801_b	8355.0	0.9999999999999999	8355.0	1.239001156471964e-16	130.038045	134.188905	44.60672931728637	97.46397420000002	97.43695500000001	7.934851988539589
H2Otm_b	10000.0	1.0	10000.0	2.8200076051853168e-39	308.20800180000003	308.34413	21.745012999861746	0.0	0.0	0.0
NH4tm_b	3400.0	4.649305782465058e-05	3400.0	0.9999539748028262	132.1230731	135.49875	43.4631483135011	153.8359585	154.06022000000002	12.722720308388357
NDPK3_b	9200.0	1.0	9200.0	5.248470678020732e-25	0.004873199999999999	0.00507	0.001740250695977015	0.0014214000000000002	0.001425	0.00022014237817073447
GLUDym_b	779.0	3.099238618176668e-25	779.0	1.0	117.02553839999999	121.749325	38.11197050077072	172.32742829999995	172.984265	27.336665236300668
ASPTA_b	3237.0	8.293911523791323e-06	3237.0	0.9999917971782858	170.25738830000003	176.54899999999998	54.50473193138653	197.59534479999994	197.631065	32.72383079070313
GHMT2r_b	4825.0	0.3349186332985452	4825.0	0.6659709779749086	67.3707781	70.5067	21.34433191044711	70.33137259999998	71.240085	12.921505408115372
ALATA_L_b	10000.0	1.0	10000.0	1.280566787612476e-34	0.0508802	0.050575	0.00877777035954168	0.0187825	0.018825	0.003623441741011583
MTHFC_b	1769.0	1.4706955955519792e-15	1769.0	0.9999999999999986	4.8862428	4.879655	0.3747931279246667	6.348861899999999	6.54308	1.6480698897229766
MTHFD2i_b	10000.0	1.0	10000.0	1.2810718345817004e-34	148.6600545	150.912775	25.581217743981238	43.603258399999994	43.560024999999996	6.442666142341866
H2Ot_b	9814.0	1.0	9814.0	3.090527788773918e-32	42.9081754	42.001765	6.950254663913355	23.073795500000003	21.352975	7.0384927344948025
PHLACHt_b	6951.0	0.9999990709424993	6951.0	9.403888408409584e-07	325.54876729999995	336.30545	121.66408082845547	256.4114895	254.74607	78.61011140820769
